gene,shoot_control_1,shoot_control_2,shoot_control_3,shoot_ABA_1,shoot_ABA_2,shoot_ABA_3
AT1G21940,2,8,2,7,8,4
AT1G21950,0,0,0,0,2,0
AT1G21960,0,0,0,0,0,0
AT1G21970,0,0,0,0,0,0
AT1G21975,0,0,0,0,0,0
AT1G21980,2112,3237,2474,5702,7119,6158
AT1G21990,0,0,0,0,0,2
AT1G22000,2,4,7,2,3,4
AT1G22010,0,0,0,0,0,0
AT1G22015,0,0,0,0,0,0
AT1G22020,1395,2504,1279,2491,2838,2208
AT1G22030,218,215,206,211,170,186
AT1G22040,651,1107,565,1502,1434,1181
AT1G22050,587,854,511,706,767,562
AT1G22060,2110,2918,1999,4436,4314,3252
AT1G22065,175,72,194,274,108,298
AT1G22067,0,0,0,0,0,0
AT1G22070,1938,3024,2503,2928,2283,2583
AT1G22080,1,1,3,4,0,1
AT1G22090,4,2,0,0,0,0
AT1G22100,2,2,0,0,2,4
AT1G22110,33,37,20,58,65,45
AT1G22120,0,0,2,0,0,0
AT1G22130,0,0,2,0,1,0
AT1G22140,698,1133,481,1108,1062,891
AT1G22150,384,445,294,321,482,498
AT1G22160,253,483,127,651,1553,565
AT1G22170,425,528,451,767,732,809
AT1G22180,751,1293,856,1248,1480,1203
AT1G22190,3210,6103,2834,5068,8131,4581
AT1G22200,2235,3858,2210,3203,3561,2816
AT1G22210,11,16,13,4,6,6
AT1G22220,159,280,273,577,89,113
AT1G22230,169,130,179,243,166,259
AT1G22240,0,0,2,15,6,12
AT1G22250,234,630,273,654,946,452
AT1G22260,72,85,72,112,111,87
AT1G22270,1496,2393,1647,1421,1413,1433
AT1G22275,36,24,41,52,31,72
AT1G22280,2676,6733,3279,5731,4731,2820
AT1G22290,6,4,5,158,70,42
AT1G22300,9773,15185,10433,14974,15945,13726
AT1G22310,616,919,515,1069,929,723
AT1G22320,0,0,0,0,0,0
AT1G22330,536,906,425,764,298,246
AT1G22340,37,27,42,26,22,48
AT1G22360,3838,8237,4132,6075,3863,3192
AT1G22370,213,317,173,1746,1941,1195
AT1G22380,143,344,149,399,462,304
AT1G22400,8189,22945,11450,13457,25763,16973
AT1G22403,441,961,388,975,1114,853
AT1G22410,8898,18314,12883,13691,19104,17142
AT1G22420,0,0,2,0,2,6
AT1G22430,2896,3833,1809,3607,2417,1614
AT1G22440,651,587,732,1189,794,1063
AT1G22450,4860,7522,4635,6346,7038,5857
AT1G22460,57,54,85,81,49,53
AT1G22470,140,274,206,429,785,752
AT1G22480,2,2,0,3,6,7
AT1G22490,34,59,64,162,76,131
AT1G22500,1044,1572,1166,1171,373,532
AT1G22510,606,1214,577,1241,1046,680
AT1G22520,1187,1706,1105,1675,1494,1420
AT1G22530,5369,11316,5334,8978,8125,5802
AT1G22540,615,1119,638,1018,1054,856
AT1G22550,418,633,272,769,444,621
AT1G22570,1221,2208,901,1896,440,635
AT1G22590,1426,1780,900,1454,1149,776
AT1G22600,18,18,12,26,11,9
AT1G22610,2745,5053,2546,4056,4420,3161
AT1G22620,1184,2021,1079,2342,2080,1558
AT1G22630,2799,3848,1664,2517,2034,1288
AT1G22640,439,681,259,1758,3216,1969
AT1G22650,654,1441,1256,808,827,814
AT1G22651,0,0,0,0,0,1
AT1G22660,777,1199,836,1021,1057,1067
AT1G22670,0,4,1,0,2,2
AT1G22680,2,4,0,6,4,4
AT1G22690,3393,6984,1783,2030,2543,775
AT1G22700,4882,7027,3050,5782,5245,3262
AT1G22710,4402,7215,3229,4960,6114,4377
AT1G22720,0,2,0,0,1,4
AT1G22730,1457,2419,1487,2274,2053,1991
AT1G22740,382,511,227,1077,607,366
AT1G22750,2262,3591,1501,3144,3911,2714
AT1G22760,4,21,29,3,5,10
AT1G22767,0,0,0,0,0,0
AT1G22770,2547,2783,2064,1735,2575,3319
AT1G22780,9593,15312,9514,8571,9327,8179
AT1G22790,746,1081,740,1282,1277,997
AT1G22800,806,1330,785,1318,1274,1061
AT1G22810,48,106,59,88,60,43
AT1G22830,299,468,232,361,321,362
AT1G22840,8629,13331,7924,14079,13651,11335
AT1G22850,4468,8085,3055,8857,12434,6718
AT1G22860,959,1517,949,1836,1766,1398
AT1G22870,868,1414,707,1863,1628,1361
AT1G22880,702,1184,714,741,740,622
AT1G22882,1476,3001,1678,3532,3988,3120
AT1G22885,857,1092,719,1577,973,865
AT1G22890,1475,3875,1299,6769,3204,1074
AT1G22900,182,224,156,131,203,135
AT1G22910,946,2145,857,1984,1835,983
AT1G22920,1701,3127,1736,2107,2507,1865
AT1G22930,5957,10845,4973,18838,21126,14548
AT1G22940,950,1333,702,1360,1213,927
AT1G22950,1455,2603,1779,1405,1839,1681
AT1G22960,556,909,669,598,690,743
AT1G22970,1053,1715,1009,1266,1295,1197
AT1G22980,55,74,66,76,55,51
AT1G22985,157,297,108,300,304,177
AT1G22990,19,15,18,103,51,75
AT1G23000,260,191,231,283,213,268
AT1G23010,376,458,380,433,617,1025
AT1G23020,9296,11728,5708,12705,14531,8998
AT1G23030,1838,2516,1601,2561,2784,2282
AT1G23037,0,0,0,0,0,0
AT1G23040,678,1003,567,2270,4100,3147
AT1G23050,226,301,133,724,376,198
AT1G23052,226,301,133,724,376,198
AT1G23060,92,177,74,181,312,188
AT1G23070,2,0,2,28,71,37
AT1G23074,0,0,0,0,0,0
AT1G23080,4946,8292,3366,6247,8141,4086
AT1G23090,3244,6387,2937,2471,3727,2996
AT1G23100,923,1394,976,488,586,629
AT1G23110,24,56,18,12,31,11
AT1G23120,178,162,172,668,454,501
AT1G23130,20177,26323,16999,18978,24301,21491
AT1G23140,270,421,290,298,362,260
AT1G23145,0,0,0,0,0,0
AT1G23147,0,0,0,0,0,0
AT1G23149,417,477,469,619,443,545
AT1G23150,417,477,469,619,443,545
AT1G23160,0,2,6,0,0,3
AT1G23170,385,453,285,306,301,367
AT1G23180,1711,2910,1426,1815,2665,1818
AT1G23190,4788,8874,4654,15539,22088,17529
AT1G23200,174,423,158,1155,1817,1350
AT1G23201,0,2,4,6,17,18
AT1G23205,629,931,806,587,1841,1261
AT1G23210,20,8,8,6,2,3
AT1G23220,1240,1769,1116,1483,1647,1202
AT1G23230,1865,3173,2036,2945,3635,3070
AT1G23240,1,0,0,0,0,0
AT1G23250,0,0,0,0,0,0
AT1G23260,1810,2848,1597,3981,3876,2774
AT1G23270,0,0,0,0,1,0
AT1G23280,3590,6063,4577,2557,2432,2889
AT1G23290,10793,14369,9509,9353,9331,8475
AT1G23300,1,0,1,0,0,1
AT1G23310,71386,147197,50406,106674,146938,65549
AT1G23320,0,0,0,0,3,0
AT1G23330,634,1247,643,2248,2884,2454
AT1G23340,166,175,131,143,190,180
AT1G23350,4,8,4,16,18,2
AT1G23360,1479,1634,940,1752,1278,923
AT1G23380,260,397,262,330,302,311
AT1G23390,6140,14963,3417,6772,6589,2324
AT1G23400,3986,6970,2611,5537,5308,3486
AT1G23410,930,1002,998,404,408,505
AT1G23420,0,0,0,0,0,1
AT1G23440,3638,7312,3079,9874,10622,6956
AT1G23450,92,108,73,127,67,84
AT1G23460,412,679,446,472,425,542
AT1G23465,55,66,60,104,93,91
AT1G23480,1454,3069,1325,2474,1365,815
AT1G23490,10502,21938,10768,19380,18713,12601
AT1G23500,0,0,0,0,2,0
AT1G23510,0,0,2,0,0,0
AT1G23520,0,4,2,2,0,8
AT1G23530,158,174,153,226,197,299
AT1G23540,38,74,31,42,46,36
AT1G23550,552,1395,564,795,1301,802
AT1G23560,196,284,195,604,510,403
AT1G23570,0,0,0,0,0,0
AT1G23580,0,0,2,4,0,4
AT1G23590,0,0,0,0,0,0
AT1G23600,0,2,2,0,2,4
AT1G23610,0,0,0,0,0,0
AT1G23640,0,0,0,2,0,0
AT1G23650,0,0,0,0,0,0
AT1G23660,0,0,0,0,0,0
AT1G23670,1,0,0,0,0,0
AT1G23680,0,0,0,0,0,0
AT1G23690,0,0,1,0,0,0
AT1G23700,3,25,7,33,28,19
AT1G23710,2042,3396,1073,1855,3610,1125
AT1G23720,1482,2065,2280,1150,966,1191
AT1G23724,0,0,0,0,0,0
AT1G23730,842,1455,861,1432,2631,1275
AT1G23740,6541,12673,3951,10548,19941,8830
AT1G23750,450,756,454,959,1003,737
AT1G23760,44,54,63,44,36,60
AT1G23770,2,1,1,0,2,0
AT1G23780,1630,2838,1503,2725,3337,2357
AT1G23790,276,285,213,233,236,263
AT1G23800,367,548,476,3776,3094,5825
AT1G23810,0,0,0,0,0,0
AT1G23820,7070,9303,6312,8840,8057,7730
AT1G23830,204,507,216,177,238,167
AT1G23840,73,171,84,148,50,31
AT1G23850,216,395,402,194,189,251
AT1G23860,1190,1914,1233,1996,1876,1565
AT1G23870,2214,4512,1761,5800,3753,2046
AT1G23880,278,543,242,507,513,417
AT1G23890,345,503,354,346,385,324
AT1G23900,2474,4298,2437,4733,4395,3611
AT1G23910,0,2,0,1,8,4
AT1G23935,152,128,84,143,70,109
AT1G23940,99,107,101,105,119,90
AT1G23950,1971,3575,1799,2560,3121,2462
AT1G23960,2154,3839,1975,4535,4837,3667
AT1G23965,31,35,4,27,6,7
AT1G23970,539,953,456,846,1102,765
AT1G23980,232,313,235,266,326,367
AT1G24000,4,6,4,5,4,2
AT1G24010,10,12,18,6,26,2
AT1G24020,6979,12166,5945,8137,10596,8767
AT1G24030,407,586,348,706,666,513
AT1G24040,1402,2349,1167,2224,2154,1413
AT1G24050,2760,4048,2377,4000,4062,3320
AT1G24060,0,0,0,0,0,0
AT1G24062,0,0,0,0,0,0
AT1G24068,4,2,2,0,4,2
AT1G24070,225,394,276,2232,4472,4104
AT1G24080,0,0,0,0,0,1
AT1G24090,519,587,442,359,198,254
AT1G24095,350,647,423,511,707,581
AT1G24100,4673,8039,6182,6125,10227,9270
AT1G24110,0,0,0,0,0,0
AT1G24120,1184,1625,984,1841,1520,1377
AT1G24130,24,20,26,82,91,70
AT1G24140,377,1199,439,347,1352,525
AT1G24145,462,1114,461,1092,1038,386
AT1G24147,295,961,394,222,451,135
AT1G24148,572,937,615,752,952,567
AT1G24150,1091,2648,1715,2291,1734,1401
AT1G24159,3,2,2,1,0,0
AT1G24160,3402,6505,3207,6246,6169,4369
AT1G24170,2611,5524,3019,3653,4793,3559
AT1G24180,5409,9325,5786,9246,10715,8230
AT1G24190,2083,3460,2181,4591,4475,3546
AT1G24200,0,0,0,0,0,0
AT1G24210,99,134,83,110,150,119
AT1G24220,0,0,0,0,0,0
AT1G24230,0,0,0,0,1,0
AT1G24240,390,551,431,697,695,685
AT1G24250,0,0,0,0,0,0
AT1G24256,0,0,0,0,0,0
AT1G24260,86,164,162,84,122,142
AT1G24265,365,435,328,295,263,251
AT1G24267,2571,4271,2672,3150,3583,3080
AT1G24270,44,30,107,22,20,66
AT1G24280,3517,4965,5725,2838,1612,2312
AT1G24290,363,401,304,400,253,227
AT1G24300,1953,3201,1831,3699,4155,3160
AT1G24310,1651,2419,1747,1314,1486,1438
AT1G24320,143,134,140,115,98,92
AT1G24330,145,254,147,334,581,424
AT1G24340,1337,2118,1105,2052,2361,1565
AT1G24350,1998,3211,1860,3365,3431,2682
AT1G24360,7032,10855,6664,10592,11390,9354
AT1G24380,0,0,0,0,0,1
AT1G24388,0,0,0,0,0,0
AT1G24390,0,4,0,3,1,0
AT1G24400,190,557,203,233,302,208
AT1G24405,36,13,35,24,30,25
AT1G24420,6,4,12,12,5,2
AT1G24430,80,84,94,146,104,183
AT1G24440,699,1312,621,1833,2174,1317
AT1G24450,393,534,365,595,675,511
AT1G24460,2501,4321,3098,5482,5399,4955
AT1G24470,42,81,45,361,534,308
AT1G24480,6,2,5,22,23,14
AT1G24485,2,0,2,0,0,0
AT1G24490,2632,4799,2568,4110,5442,4091
AT1G24510,8957,14252,8476,8862,9794,8477
AT1G24520,2,4,12,6,2,15
AT1G24530,2427,5055,3098,1672,2595,1350
AT1G24540,5,0,6,0,0,0
AT1G24560,1374,2199,1222,3078,2901,2286
AT1G24570,7,2,4,15,12,18
AT1G24575,299,288,463,502,457,620
AT1G24577,89,166,64,91,155,117
AT1G24580,218,181,111,1472,1374,696
AT1G24590,2,2,4,2,4,6
AT1G24600,80,109,89,1218,1948,1133
AT1G24610,1736,2625,1297,2684,3030,1921
AT1G24620,21,44,43,29,28,16
AT1G24625,704,1114,771,1070,1247,1258
AT1G24650,1,0,1,2,0,0
AT1G24706,2840,4503,2714,4654,4344,3768
AT1G24735,97,79,71,129,139,163
AT1G24764,1457,1880,1230,2280,1906,1734
AT1G24793,4,6,23,3,4,0
AT1G24800,0,7,2,2,6,4
AT1G24807,6,9,0,2,1,2
AT1G24822,15,8,10,563,10,626
AT1G24851,0,0,0,0,0,0
AT1G24880,18,11,10,565,10,626
AT1G24881,0,0,0,0,1,0
AT1G24909,0,0,0,0,0,0
AT1G24996,1435,319,384,1223,269,502
AT1G25025,0,0,0,0,0,0
AT1G25054,1762,469,583,1538,456,1068
AT1G25055,0,1,0,0,0,0
AT1G25083,0,0,0,0,0,0
AT1G25097,114,139,98,214,97,158
AT1G25098,114,139,98,213,97,157
AT1G25112,0,0,0,0,0,0
AT1G25141,0,0,0,0,0,0
AT1G25145,0,1,6,1,0,0
AT1G25150,0,0,0,0,0,1
AT1G25155,0,0,0,0,0,0
AT1G25175,3,3,1,9,12,6
AT1G25180,0,0,0,0,0,0
AT1G25210,0,0,1,0,0,0
AT1G25211,192,368,191,334,502,330
AT1G25220,3382,7246,4424,3938,5655,4138
AT1G25230,947,1165,631,2086,941,640
AT1G25240,2,12,4,2,5,6
AT1G25250,150,188,130,235,242,286
AT1G25260,5411,9087,5375,3856,3879,3670
AT1G25270,0,1,0,3,1,1
AT1G25275,8923,16959,6490,16694,10305,5418
AT1G25280,2348,3988,2427,3788,4637,3785
AT1G25290,681,761,437,1044,895,651
AT1G25300,0,0,0,0,0,0
AT1G25310,0,4,4,18,7,4
AT1G25320,472,505,390,638,431,552
AT1G25330,5,1,2,1,4,4
AT1G25340,0,0,0,2,0,1
AT1G25350,5079,8598,5074,5511,5868,4858
AT1G25360,288,267,241,198,225,207
AT1G25370,718,1732,780,1234,2380,1111
AT1G25375,468,751,456,847,828,633
AT1G25380,1902,2601,1556,2984,2841,2525
AT1G25390,1660,3747,1811,2100,1781,1191
AT1G25400,1751,4098,1257,1806,2118,1111
AT1G25410,0,0,0,0,0,0
AT1G25420,977,1697,851,2029,2028,1567
AT1G25422,14,18,28,20,14,34
AT1G25425,137,187,121,247,486,378
AT1G25440,2587,3800,1916,5141,4057,2397
AT1G25450,2068,6182,2076,6611,11524,5307
AT1G25460,52,110,66,66,77,39
AT1G25470,874,1299,729,1425,1186,970
AT1G25472,874,1299,729,1425,1186,970
AT1G25480,433,915,351,1019,711,518
AT1G25490,4466,7742,4081,6880,8013,6039
AT1G25500,270,384,246,445,439,438
AT1G25510,449,623,431,597,779,605
AT1G25520,2046,3920,1616,2727,3949,2797
AT1G25530,328,393,515,696,818,1179
AT1G25540,1737,3110,1531,3374,3402,2708
AT1G25550,6767,13761,6352,8554,9613,5934
AT1G25560,11274,23265,7090,11016,20724,7944
AT1G25570,2346,4387,2648,3241,3725,3023
AT1G25580,693,994,635,985,803,649
AT1G25682,1306,2324,1169,2572,2436,1613
AT1G25988,2,2,1,8,1,1
AT1G26090,816,1237,600,1395,1671,1233
AT1G26100,365,594,354,523,513,520
AT1G26110,9182,14886,8476,14044,16032,12345
AT1G26120,858,1254,823,1354,1530,1324
AT1G26130,691,1046,632,1206,1002,936
AT1G26140,4,3,6,4,2,9
AT1G26150,3433,3999,2824,4469,3241,3746
AT1G26160,1607,2299,1384,2229,2402,1985
AT1G26170,1853,2904,1734,2498,2428,2363
AT1G26180,1263,1651,866,1802,1379,1218
AT1G26190,794,928,677,897,813,769
AT1G26200,24,82,87,53,68,62
AT1G26208,1641,2538,1219,3379,5181,2924
AT1G26210,1515,2380,1117,3079,4878,2716
AT1G26218,1149,2093,644,1242,1779,762
AT1G26220,1062,1953,592,1057,1558,670
AT1G26230,2050,2876,1294,2325,2041,1469
AT1G26233,24,33,22,1,6,16
AT1G26235,8,5,9,7,14,6
AT1G26240,44,45,105,29,17,56
AT1G26250,584,637,644,49,85,73
AT1G26260,260,277,195,421,266,298
AT1G26270,3038,5895,3259,9234,5749,3094
AT1G26290,27,48,30,62,60,41
AT1G26300,581,1049,691,1414,1427,1087
AT1G26310,0,4,8,0,0,2
AT1G26320,0,0,0,0,0,0
AT1G26330,246,272,169,213,167,227
AT1G26340,1347,1923,1153,1103,1085,885
AT1G26350,0,0,0,0,0,0
AT1G26355,0,0,0,0,0,0
AT1G26360,8,23,12,15,14,10
AT1G26370,1266,1810,1233,1616,1637,1481
AT1G26380,1092,3421,2485,1093,2230,733
AT1G26390,119,142,244,191,149,408
AT1G26400,2,2,1,0,1,2
AT1G26410,89,151,195,73,36,70
AT1G26420,666,1492,1271,1107,1000,898
AT1G26430,0,0,0,0,0,0
AT1G26440,715,1097,852,1872,1444,1180
AT1G26450,506,426,441,761,577,842
AT1G26460,2487,3965,2534,2771,3023,2549
AT1G26470,1529,2443,1717,1538,1717,1614
AT1G26480,0,5,1,0,2,0
AT1G26490,0,0,0,0,0,0
AT1G26500,141,200,141,161,151,145
AT1G26510,12,22,14,17,10,19
AT1G26515,1,2,4,0,0,3
AT1G26520,668,880,616,564,626,583
AT1G26530,247,272,227,215,140,168
AT1G26540,216,311,279,168,193,149
AT1G26550,4428,6103,3672,6954,7151,5371
AT1G26558,3,4,6,6,6,4
AT1G26560,779,1556,913,1861,2688,2504
AT1G26570,537,1213,466,813,752,463
AT1G26580,4051,6470,3782,11537,7657,6547
AT1G26590,13,15,24,57,20,32
AT1G26600,99,210,84,75,77,71
AT1G26610,16,55,8,17,12,12
AT1G26620,582,1021,597,1585,1426,1120
AT1G26630,39314,58893,36072,47758,52457,42012
AT1G26640,919,1468,893,1463,1499,1164
AT1G26650,736,1252,680,1100,1342,1037
AT1G26660,517,637,518,653,532,558
AT1G26665,1053,1535,827,2555,1621,1365
AT1G26670,1923,3153,1612,6071,6282,3929
AT1G26680,26,16,35,95,46,56
AT1G26690,744,1426,979,1923,2668,2119
AT1G26700,14,24,8,2,2,9
AT1G26710,0,0,0,0,0,0
AT1G26720,2,2,2,4,3,3
AT1G26730,393,683,520,1495,647,751
AT1G26740,1181,1774,1227,1030,1160,993
AT1G26750,1498,2548,1580,1874,1966,1585
AT1G26760,172,188,132,175,143,148
AT1G26761,760,1096,431,604,1103,640
AT1G26762,12,28,10,42,30,52
AT1G26770,2692,5411,2426,8420,4771,2921
AT1G26771,0,0,0,0,0,0
AT1G26773,0,0,0,0,0,0
AT1G26780,24,43,37,48,44,52
AT1G26790,23,32,17,3,53,27
AT1G26795,0,0,0,0,0,0
AT1G26796,0,0,0,0,0,0
AT1G26797,0,0,0,0,0,0
AT1G26798,0,0,0,0,0,0
AT1G26799,0,0,0,0,0,0
AT1G26800,393,865,219,898,1285,316
AT1G26810,256,437,276,469,458,318
AT1G26815,0,0,0,0,1,0
AT1G26820,106,265,292,248,365,539
AT1G26830,2990,5071,2887,5734,6045,4676
AT1G26840,318,302,252,262,189,253
AT1G26850,11120,19721,11258,15555,18775,15902
AT1G26870,22,17,16,14,8,13
AT1G26880,9940,15060,9150,7946,8796,7415
AT1G26890,37,40,40,53,45,49
AT1G26900,370,596,349,506,495,475
AT1G26910,1316,2221,1350,932,1068,1001
AT1G26916,0,0,0,0,0,0
AT1G26920,1412,1946,1076,3657,3993,3365
AT1G26921,0,0,0,0,1,1
AT1G26930,692,931,700,2995,2801,3414
AT1G26940,383,516,359,659,511,475
AT1G26945,497,837,423,286,219,132
AT1G26960,524,866,622,556,542,484
AT1G26970,32,50,64,62,48,45
AT1G26973,2,1,0,1,0,0
AT1G26975,2,0,3,0,0,1
AT1G26976,7,11,8,0,2,6
AT1G26985,2,0,0,0,0,2
AT1G27000,3326,5930,3279,6494,5980,4953
AT1G27008,6,16,0,0,2,1
AT1G27020,13779,22598,14519,5011,1289,838
AT1G27030,3195,3913,3125,4677,3828,4924
AT1G27040,2,8,0,14,14,24
AT1G27045,20,49,33,48,28,14
AT1G27050,1042,1985,1152,832,1042,874
AT1G27060,307,508,247,220,326,192
AT1G27070,716,1205,647,1332,1228,939
AT1G27080,0,0,0,2,0,0
AT1G27090,5516,9138,4682,6742,6935,5084
AT1G27100,4808,10224,3051,4757,6471,2978
AT1G27110,73,86,55,102,71,75
AT1G27120,515,799,395,492,699,412
AT1G27130,3729,11749,4287,3473,5629,2891
AT1G27135,0,0,0,0,0,0
AT1G27140,127,125,143,112,102,107
AT1G27150,1079,1601,755,3055,3829,2307
AT1G27160,0,0,0,2,0,0
AT1G27170,171,274,200,473,393,412
AT1G27180,356,526,426,749,525,490
AT1G27190,1503,2493,1403,2679,2984,2137
AT1G27200,903,1825,927,2595,4188,2849
AT1G27210,1136,2178,1032,1748,1107,726
AT1G27213,0,0,0,0,0,0
AT1G27220,1,0,0,0,0,0
AT1G27240,1,0,0,1,1,0
AT1G27250,0,0,0,1,0,2
AT1G27260,0,0,0,0,0,0
AT1G27270,0,0,0,0,0,0
AT1G27280,0,0,0,0,0,1
AT1G27290,2614,5982,2018,7426,6166,3568
AT1G27300,1614,2530,1444,4565,4321,3745
AT1G27310,3649,5938,3317,5960,6084,4589
AT1G27320,4024,7025,3304,9002,10184,7040
AT1G27330,3734,6546,5104,4465,5004,4932
AT1G27340,2011,3309,1997,2915,3189,2703
AT1G27350,3120,4541,3487,5389,5951,5414
AT1G27360,455,538,333,370,663,448
AT1G27370,758,1241,587,689,772,611
AT1G27380,24,34,27,62,48,63
AT1G27385,1605,2950,1388,2463,2934,1793
AT1G27390,3035,5044,3199,2591,3021,2975
AT1G27400,14615,20031,13481,11567,10979,10454
AT1G27410,394,599,339,541,648,425
AT1G27420,140,220,158,250,218,176
AT1G27430,2129,3407,1901,3798,3856,3279
AT1G27435,1499,2191,1318,1686,1676,1363
AT1G27440,519,893,511,636,626,632
AT1G27450,8752,12138,8354,11033,10092,9200
AT1G27460,1339,2245,1188,2124,1606,1210
AT1G27461,0,0,0,385,430,296
AT1G27470,2263,4139,2704,1779,1828,1764
AT1G27480,2343,4027,1536,2806,3344,2022
AT1G27490,1,0,0,0,0,0
AT1G27500,368,705,378,662,439,350
AT1G27510,3324,5053,2579,5127,4072,2893
AT1G27520,1846,2421,1652,3437,2353,2269
AT1G27530,2941,4021,2497,4448,4748,3615
AT1G27540,783,1362,800,1573,1626,1304
AT1G27550,0,0,0,0,0,0
AT1G27565,6,4,4,9,0,10
AT1G27570,0,0,0,0,0,0
AT1G27580,59,119,61,106,159,116
AT1G27590,735,995,598,1090,932,839
AT1G27595,1577,2393,1436,2271,2032,1876
AT1G27600,1459,2143,1158,2737,2755,2095
AT1G27610,0,0,9,2,0,2
AT1G27620,86,86,129,70,59,91
AT1G27630,1997,2226,1848,4473,2714,3670
AT1G27640,363,479,355,537,507,500
AT1G27650,3026,4876,2691,4831,4884,3575
AT1G27660,274,388,264,440,421,462
AT1G27670,37,51,51,98,106,103
AT1G27680,1127,1612,1311,1563,1709,1710
AT1G27690,616,975,518,979,986,667
AT1G27695,466,473,321,909,521,483
AT1G27700,551,891,466,794,952,712
AT1G27710,6,8,7,11,8,6
AT1G27720,141,266,155,159,239,159
AT1G27730,6091,12132,4634,2490,12678,4594
AT1G27740,79,100,85,88,71,75
AT1G27750,1237,2037,1244,2374,2147,1739
AT1G27752,1466,2207,1362,2830,2613,2030
AT1G27760,6798,11738,6574,11071,20851,16444
AT1G27770,4222,11594,4740,5697,8489,3596
AT1G27820,0,12,6,0,8,0
AT1G27840,1189,2152,988,1839,2142,1417
AT1G27850,1679,2616,1557,2870,2803,2289
AT1G27860,0,6,0,2,2,2
AT1G27870,0,0,0,0,0,0
AT1G27880,344,400,373,262,302,418
AT1G27890,6,20,12,12,12,16
AT1G27900,1496,2301,1282,2073,2414,1858
AT1G27910,950,1605,865,1272,2106,1559
AT1G27920,1268,1388,1438,1548,1178,1522
AT1G27921,706,802,813,867,701,870
AT1G27930,2047,3160,1942,2363,3829,2933
AT1G27940,185,508,114,557,796,425
AT1G27950,6944,17042,6827,19157,35487,20516
AT1G27960,865,1580,949,688,517,500
AT1G27970,6770,12873,6249,10536,9345,7342
AT1G27980,2550,4791,3395,4174,3299,3941
AT1G27990,0,0,0,10,6,6
AT1G28000,2,0,0,2,0,6
AT1G28007,0,0,0,0,0,1
AT1G28010,1251,4002,1227,1339,2213,876
AT1G28020,0,0,0,0,1,0
AT1G28030,0,0,0,0,0,0
AT1G28040,4,6,4,5,4,6
AT1G28050,1103,1718,1193,2801,1809,2019
AT1G28060,2431,3572,2313,3146,2518,2420
AT1G28070,170,168,133,272,200,193
AT1G28080,37,22,21,34,21,43
AT1G28090,1426,1601,1123,1770,1760,1650
AT1G28100,1000,1030,774,1843,1006,903
AT1G28110,1428,1963,1313,1843,1249,1237
AT1G28120,1751,3049,1564,2853,3605,2736
AT1G28130,1012,1818,929,1433,1397,1187
AT1G28135,0,0,0,1,2,2
AT1G28140,3256,4759,2378,5746,5902,4469
AT1G28150,1294,1711,878,2424,1842,1460
AT1G28160,4,6,4,0,0,0
AT1G28170,21,22,32,22,12,14
AT1G28180,2,2,3,2,2,2
AT1G28190,2028,4555,2347,1820,4355,2208
AT1G28200,1348,2426,1207,3249,3202,2207
AT1G28210,549,788,601,645,772,598
AT1G28220,4,6,0,7,21,7
AT1G28230,301,558,229,1562,1545,988
AT1G28240,2788,6009,2879,6520,7120,5122
AT1G28250,887,1313,749,1441,1408,1092
AT1G28260,444,903,452,2971,2909,2280
AT1G28270,0,0,0,0,0,0
AT1G28280,3242,7515,3890,4760,6838,4729
AT1G28281,2,6,2,0,1,4
AT1G28290,9273,9766,7705,6019,5895,6649
AT1G28300,4,20,12,6,2,9
AT1G28304,0,0,0,0,0,0
AT1G28305,0,0,0,0,0,0
AT1G28306,0,0,0,0,0,0
AT1G28307,0,0,0,0,0,0
AT1G28310,420,459,420,684,469,536
AT1G28320,2257,3693,1930,4157,3277,2555
AT1G28327,2,0,0,0,2,0
AT1G28330,2177,2612,1096,15497,3425,2316
AT1G28335,2,4,0,0,0,1
AT1G28340,2662,4234,2920,4457,4700,5039
AT1G28350,2409,3770,2297,2505,2183,2230
AT1G28360,79,103,66,85,95,148
AT1G28370,966,1912,752,439,2462,812
AT1G28375,0,0,0,0,0,0
AT1G28380,3293,9046,3804,4954,5522,2569
AT1G28390,645,1000,1068,645,798,905
AT1G28395,1379,1670,1322,989,751,986
AT1G28400,5571,6268,5215,6730,6973,7808
AT1G28410,768,1127,670,1303,1233,926
AT1G28420,2763,4047,2604,4127,3924,3598
AT1G28430,0,0,2,4,2,2
AT1G28440,2765,4148,2267,3782,4154,2833
AT1G28450,0,8,2,2,2,0
AT1G28460,0,0,0,0,0,0
AT1G28470,116,128,91,168,149,161
AT1G28480,232,530,276,188,395,284
AT1G28490,1204,1967,1108,2172,2004,1774
AT1G28500,1,0,0,0,0,0
AT1G28510,1708,2443,1754,1882,1868,1785
AT1G28520,3526,5813,2940,6926,8537,6423
AT1G28530,720,1102,680,515,625,596
AT1G28540,482,756,475,887,985,817
AT1G28550,0,2,0,12,2,1
AT1G28560,192,284,161,266,246,185
AT1G28570,540,810,420,1046,1153,1057
AT1G28580,3710,5680,3829,7598,6107,5950
AT1G28590,60,106,20,138,128,139
AT1G28600,7718,17991,8235,12559,22159,15784
AT1G28610,1348,2226,1176,2832,3627,3400
AT1G28630,0,0,0,2,0,0
AT1G28640,1,28,6,12,19,1
AT1G28650,0,4,0,32,20,62
AT1G28660,6153,13228,3361,10858,11317,4704
AT1G28670,2626,4477,1636,3373,3831,1904
