gene,root_control_1,root_control_2,root_control_3,root_MeJA_1,root_MeJA_2,root_MeJA_3
AT1G06770,920,833,1026,910,862,773
AT1G06780,2998,2631,3989,2639,2158,2708
AT1G06790,2247,2300,2662,2011,2203,1685
AT1G06800,1959,1817,2457,2730,2551,2293
AT1G06810,10,10,5,2,4,8
AT1G06820,1780,1645,2195,1650,1435,1611
AT1G06830,97,62,215,64,26,33
AT1G06840,6488,5260,7416,5711,3859,4540
AT1G06850,1592,1581,2289,1949,1667,1728
AT1G06860,2,2,2,1,1,2
AT1G06870,2469,2811,4027,2345,2640,2833
AT1G06880,0,0,2,4,0,0
AT1G06890,7706,7324,8769,7092,6475,6196
AT1G06900,8272,7453,8494,6400,6448,5862
AT1G06910,571,551,729,518,490,457
AT1G06920,2,4,4,0,0,2
AT1G06923,179,158,339,352,152,222
AT1G06925,2,2,2,6,7,4
AT1G06930,385,456,607,229,262,286
AT1G06950,6772,6178,8376,5627,4238,5461
AT1G06960,1420,1150,1313,1075,1048,874
AT1G06970,10,15,10,4,30,9
AT1G06980,63,91,50,72,44,54
AT1G06990,4,8,4,4,4,6
AT1G07000,1329,1339,1977,1632,1176,1454
AT1G07010,434,399,474,361,434,274
AT1G07020,1894,1869,2626,1833,1763,1370
AT1G07025,0,0,2,0,0,0
AT1G07030,2794,2635,3650,2488,2489,2413
AT1G07040,2201,2178,2819,2693,2097,1950
AT1G07050,26,4,12,16,2,40
AT1G07051,0,0,0,1,0,2
AT1G07060,33,25,33,12,16,16
AT1G07070,3489,3281,3610,2315,2651,1991
AT1G07080,4533,3831,4656,4790,4115,3484
AT1G07090,1897,1531,2251,1873,1565,1223
AT1G07100,0,0,0,0,0,0
AT1G07110,3027,2367,3158,2831,2057,2174
AT1G07119,309,280,443,319,327,228
AT1G07120,300,264,409,297,314,219
AT1G07128,1373,966,1595,1621,1263,1205
AT1G07130,1460,1028,1669,1749,1368,1273
AT1G07135,568,414,1025,597,457,1013
AT1G07140,19415,18938,22599,16650,15737,13501
AT1G07150,319,258,527,275,273,345
AT1G07160,87,101,156,78,78,48
AT1G07170,2199,2436,2189,2004,2802,1265
AT1G07175,143,95,131,61,67,52
AT1G07180,59,49,50,77,36,36
AT1G07190,0,3,0,0,0,0
AT1G07200,2877,2014,3370,2871,2089,2550
AT1G07210,5709,6096,6515,4527,5283,3916
AT1G07220,1701,1517,2100,1362,1503,1414
AT1G07230,3098,2561,3574,3087,2123,2124
AT1G07240,3098,2591,3879,3904,2868,2946
AT1G07250,2081,1817,2850,2030,1812,2026
AT1G07260,2205,1811,2468,2866,2253,2276
AT1G07270,210,204,267,201,141,177
AT1G07280,414,398,559,328,247,244
AT1G07290,555,589,664,344,327,357
AT1G07300,481,308,441,329,223,209
AT1G07310,2190,1902,3008,2778,1794,1905
AT1G07320,1767,1503,1678,1437,1214,955
AT1G07330,1,9,6,3,8,2
AT1G07340,0,0,1,0,0,1
AT1G07350,5961,6670,6574,5112,8117,5336
AT1G07360,4757,3732,5542,4145,3087,3835
AT1G07370,3465,3611,4033,2213,2263,2112
AT1G07380,1980,1613,2451,1956,1619,1665
AT1G07390,327,236,301,237,251,214
AT1G07400,468,686,595,441,1418,366
AT1G07410,772,937,1145,747,697,693
AT1G07420,3514,3413,4513,2878,2816,2947
AT1G07430,39,34,52,26,10,43
AT1G07440,26,40,60,69,71,45
AT1G07450,0,0,0,2,0,0
AT1G07460,5,10,12,6,0,1
AT1G07470,2263,2021,2976,2234,1807,2179
AT1G07473,17,21,33,13,28,19
AT1G07476,31,11,19,15,25,21
AT1G07480,1852,1500,2307,1761,1400,1422
AT1G07485,93,44,112,32,45,43
AT1G07490,93,43,112,32,45,42
AT1G07500,251,173,237,145,246,175
AT1G07510,3904,3473,4997,3716,3172,3407
AT1G07520,1998,2034,2410,1682,1591,1533
AT1G07530,3307,2696,3684,2926,2269,2538
AT1G07540,3,0,0,0,0,2
AT1G07550,130,116,65,90,11,12
AT1G07560,1541,1269,1290,1670,544,661
AT1G07570,930,897,1001,659,739,655
AT1G07580,0,0,0,0,0,0
AT1G07590,212411,150958,147074,265204,152691,81413
AT1G07600,144745,103951,101790,180451,101349,58450
AT1G07610,21808,18126,17817,21520,15504,8562
AT1G07615,1412,1400,1512,1051,1265,1035
AT1G07620,376,485,555,614,362,403
AT1G07630,2832,2532,3455,3110,2081,2147
AT1G07640,2256,1223,3014,3232,2992,3155
AT1G07645,2,4,0,6,2,0
AT1G07650,1731,1526,2171,1426,1409,1516
AT1G07660,2464,2198,2930,2050,1807,1734
AT1G07670,10522,10660,13564,10639,10686,10747
AT1G07680,11,18,50,37,4,40
AT1G07690,7,0,0,2,2,0
AT1G07700,1111,1023,1251,997,1079,747
AT1G07702,165,185,247,163,88,157
AT1G07705,2652,2448,3120,2342,1877,2106
AT1G07710,328,254,490,264,270,347
AT1G07720,299,173,152,221,70,66
AT1G07725,1594,1549,1768,1328,1439,1159
AT1G07728,1597,1552,1770,1327,1444,1155
AT1G07730,573,608,1074,720,640,608
AT1G07740,945,991,1483,1027,901,906
AT1G07745,523,484,568,469,608,422
AT1G07747,0,0,0,0,0,1
AT1G07750,4482,4133,6287,8118,6252,6917
AT1G07760,0,0,0,0,0,0
AT1G07770,29631,25952,24703,22334,28302,16952
AT1G07780,2059,2192,2401,1319,1609,1426
AT1G07790,5400,5230,6277,3745,3591,3297
AT1G07795,49,72,111,69,76,67
AT1G07810,6769,6347,7585,5902,5278,5314
AT1G07820,11049,11437,12963,8967,8924,7243
AT1G07830,3863,3930,3701,3164,4344,2248
AT1G07840,2829,2474,3225,1967,1986,1849
AT1G07850,2,2,11,7,2,6
AT1G07860,10,10,1,9,0,1
AT1G07870,2410,1884,2023,2633,1857,1375
AT1G07880,1549,1251,1551,1057,870,777
AT1G07885,25,9,20,27,8,10
AT1G07890,67803,63965,84609,74387,66469,60290
AT1G07900,16,33,55,16,11,10
AT1G07901,175,163,215,178,178,130
AT1G07910,2447,2038,2402,1960,1596,1697
AT1G07920,59649,57541,66438,41423,45037,38798
AT1G07930,68633,69335,75805,48107,52604,45884
AT1G07940,31392,29555,36552,23313,24074,21064
AT1G07950,2205,1772,2325,1746,1897,1429
AT1G07960,4462,4512,5495,4125,4798,3277
AT1G07970,2227,2230,2287,1747,1896,1612
AT1G07980,1609,1635,1981,1509,1871,1243
AT1G07985,135,94,174,187,281,238
AT1G07990,4204,4023,5124,4037,3343,3449
AT1G08000,881,820,1113,871,833,857
AT1G08005,2,3,2,1,6,0
AT1G08010,1736,1794,2649,1647,1654,1802
AT1G08030,2292,1864,2643,2040,1967,1876
AT1G08032,0,0,0,1,0,0
AT1G08035,18,26,36,28,30,11
AT1G08040,2139,1593,2568,2238,1797,1968
AT1G08050,1297,1135,1552,1095,654,813
AT1G08060,1714,1284,2057,1391,1051,1545
AT1G08065,0,0,0,0,0,0
AT1G08070,135,130,166,109,128,160
AT1G08080,57,37,58,36,25,43
AT1G08090,4187,3353,2873,1421,220,262
AT1G08100,4,3,5,9,0,2
AT1G08110,5994,6206,6608,5194,5784,3845
AT1G08115,32,34,42,84,57,18
AT1G08120,20,22,32,19,33,15
AT1G08125,1858,1869,2189,1623,1650,1376
AT1G08130,3755,3584,4776,2832,2323,2887
AT1G08135,2,0,1,0,1,0
AT1G08140,2,0,0,2,2,0
AT1G08150,3,4,4,0,2,4
AT1G08160,2089,1161,2111,1902,1539,1541
AT1G08165,39,32,14,29,30,20
AT1G08170,0,1,0,0,0,0
AT1G08180,463,405,517,353,310,307
AT1G08190,9350,7821,12478,9439,6211,8008
AT1G08200,19229,17725,24291,27773,28280,26301
AT1G08210,1871,1715,1802,2139,2554,1917
AT1G08220,1447,1322,1695,1076,1275,1093
AT1G08230,821,778,947,990,865,751
AT1G08240,0,0,0,0,0,0
AT1G08250,1016,863,1469,1173,955,1157
AT1G08260,4852,3937,5528,3282,2876,3557
AT1G08270,918,757,1010,581,772,587
AT1G08280,1547,1629,2289,1176,1173,1364
AT1G08290,1151,1094,2013,973,1007,1096
AT1G08300,536,614,679,420,751,473
AT1G08310,295,267,384,437,255,186
AT1G08315,1098,1076,1497,1589,1151,1115
AT1G08320,2723,2315,3149,3787,2156,2204
AT1G08340,498,710,1287,804,529,910
AT1G08350,2218,2152,2746,2099,2097,1857
AT1G08360,42628,42183,40320,29877,36219,25427
AT1G08370,4256,3588,5480,4035,3375,3935
AT1G08380,224,224,364,584,334,226
AT1G08390,426,362,404,356,386,232
AT1G08400,901,934,1220,860,754,757
AT1G08410,3098,2730,3088,2175,1989,1896
AT1G08420,5247,4503,6365,5048,3631,4232
AT1G08430,2668,3009,3301,1741,1789,1709
AT1G08440,28,8,11,17,31,6
AT1G08450,4410,4146,5454,3911,3809,3403
AT1G08460,1941,1722,1993,2187,2043,1478
AT1G08465,2,2,2,10,4,0
AT1G08470,1687,1464,2112,1314,1197,1251
AT1G08480,10458,9511,11702,11155,10730,8008
AT1G08490,2063,1983,2393,2096,2004,1706
AT1G08500,509,461,794,246,174,274
AT1G08510,6926,5832,9288,7048,5816,6076
AT1G08520,1760,1352,1944,1694,1221,1353
AT1G08530,823,828,1071,1006,912,755
AT1G08540,893,676,1006,951,689,707
AT1G08550,464,368,417,443,388,290
AT1G08560,5916,5762,5354,4308,4264,3124
AT1G08570,2995,2539,3236,2568,2328,2274
AT1G08580,4935,4094,5353,3615,3338,2988
AT1G08590,2675,3001,4531,1942,1785,2303
AT1G08592,2302,2619,3932,1693,1472,2020
AT1G08600,4313,3772,5634,3966,2987,3637
AT1G08610,596,535,599,363,331,417
AT1G08620,4510,3635,5293,4341,3313,3730
AT1G08630,53,109,55,73,66,52
AT1G08640,2539,2332,3255,2507,2390,2083
AT1G08650,4005,2904,4529,2111,1800,2217
AT1G08660,3911,3783,4673,3537,3511,3447
AT1G08670,596,680,1006,776,566,514
AT1G08680,4217,3112,4335,4419,3545,3339
AT1G08695,0,0,0,0,0,0
AT1G08700,3391,3025,4219,3131,2812,2677
AT1G08710,1160,1024,1298,1190,1107,856
AT1G08720,2463,2068,2802,2438,1836,2065
AT1G08730,208,200,273,135,140,215
AT1G08750,1699,1447,1827,1424,1263,1165
AT1G08760,2438,2296,3120,2494,2154,2144
AT1G08770,1554,1405,1623,1718,1518,1023
AT1G08780,2721,2499,2997,2272,2143,1865
AT1G08790,0,0,5,0,0,3
AT1G08800,4599,4033,6002,6598,4001,5160
AT1G08810,50,63,78,73,57,43
AT1G08820,5258,4441,5854,4630,4252,4073
AT1G08830,6413,5427,13007,8075,6976,10896
AT1G08840,2619,2120,3844,2419,2142,2734
AT1G08845,613,594,675,428,517,449
AT1G08860,14,29,21,11,6,9
AT1G08870,0,0,0,0,0,1
AT1G08880,6956,6548,9300,5649,5022,5040
AT1G08890,932,804,1195,1019,551,714
AT1G08900,112,107,143,164,77,100
AT1G08910,2595,2061,3103,3200,2285,2688
AT1G08920,3242,3264,4400,15214,12710,13674
AT1G08930,11511,11045,14040,15167,8128,9279
AT1G08940,2309,2358,3416,3632,2351,2440
AT1G08950,2,1,0,1,0,1
AT1G08960,1220,1161,1820,958,871,1118
AT1G08970,4123,3592,4924,3530,3306,3139
AT1G08980,951,803,826,1387,777,486
AT1G08985,2,0,2,0,0,0
AT1G08990,1239,1049,1615,1229,763,909
AT1G09000,1088,979,1265,927,727,731
AT1G09010,4291,3955,4633,4942,3766,3727
AT1G09020,4235,3654,5972,4087,3236,3960
AT1G09026,0,0,0,0,0,0
AT1G09030,2,4,8,0,0,0
AT1G09040,516,427,620,384,421,378
AT1G09050,538,548,620,459,548,491
AT1G09060,2689,2333,3470,2503,2258,2300
AT1G09070,5805,5367,7602,6960,4927,5817
AT1G09080,84,79,108,122,96,217
AT1G09090,1468,1092,2037,6339,5188,5519
AT1G09100,3711,3301,4449,3476,3027,3005
AT1G09110,0,0,0,1,0,0
AT1G09130,3991,3575,4599,4157,3336,3536
AT1G09140,5980,6276,8013,7155,8742,5559
AT1G09150,5162,4461,5496,3929,4108,3453
AT1G09155,150,192,291,220,162,225
AT1G09157,3,11,8,6,14,2
AT1G09160,3242,3321,4251,2743,2695,2520
AT1G09170,481,580,798,559,277,450
AT1G09176,32,19,56,55,22,21
AT1G09180,69,63,72,92,88,77
AT1G09190,385,348,406,276,266,297
AT1G09195,661,652,859,669,501,495
AT1G09200,9190,9791,12263,6259,6739,6125
AT1G09210,26101,27055,32766,44489,54470,43348
AT1G09220,179,169,194,129,171,174
AT1G09230,1378,1214,1401,1090,1183,1038
AT1G09240,8,10,4,10,0,1
AT1G09245,0,0,0,0,0,0
AT1G09250,2113,2060,2535,1932,1708,1655
AT1G09260,3,2,1,2,1,4
AT1G09270,6697,6462,8854,6779,5689,6150
AT1G09280,3012,2752,2772,2534,2991,2031
AT1G09290,1534,1335,1609,1267,1424,1018
AT1G09300,2063,1927,2156,2030,1999,1664
AT1G09310,249,284,241,649,270,113
AT1G09320,850,856,981,817,804,636
AT1G09330,4445,4587,5858,4159,3994,3523
AT1G09340,714,560,657,637,637,461
AT1G09350,17,14,21,0,0,0
AT1G09360,0,0,0,0,0,0
AT1G09370,0,0,4,4,0,0
AT1G09380,93,52,82,103,44,43
AT1G09390,840,701,906,532,450,363
AT1G09400,77,123,119,65,61,53
AT1G09410,200,167,246,133,126,158
AT1G09415,407,358,574,459,493,385
AT1G09420,1694,1563,2140,1398,1431,1184
AT1G09421,820,775,1064,660,739,555
AT1G09430,6324,5794,7633,6976,5664,5632
AT1G09440,302,331,636,274,291,440
AT1G09450,912,955,1006,617,625,539
AT1G09460,3316,2560,3984,3171,2362,3393
AT1G09470,1378,1350,1458,1196,1339,1077
AT1G09480,341,305,401,708,357,376
AT1G09483,3,3,0,1,0,0
AT1G09490,1279,1187,1422,1209,1388,1087
AT1G09500,27,23,41,100,55,54
AT1G09510,4,1,2,2,5,2
AT1G09520,1506,1217,1508,1168,1241,958
AT1G09530,384,368,375,387,285,254
AT1G09540,342,341,508,257,236,192
AT1G09550,12,9,8,11,3,3
AT1G09560,34429,23513,30514,24374,12696,15894
AT1G09570,11762,11335,13217,11614,9665,9840
AT1G09575,350,392,539,399,398,381
AT1G09580,1611,1680,2168,1389,1360,1307
AT1G09590,31670,31539,32997,21840,26160,20328
AT1G09600,312,264,306,177,177,155
AT1G09610,92,86,118,90,89,74
AT1G09620,13067,11269,14513,9724,8760,9830
AT1G09625,0,2,0,0,0,0
AT1G09630,3218,3270,3718,2664,2387,2169
AT1G09640,33532,31858,34622,26071,27276,23240
AT1G09645,2453,2202,2757,2829,2155,1611
AT1G09650,99,87,77,59,97,43
AT1G09660,4647,4593,5550,3763,4355,3748
AT1G09665,3,0,0,0,0,0
AT1G09680,263,305,319,233,191,288
AT1G09690,43169,45125,44384,31398,39864,27463
AT1G09700,1439,1297,1261,1145,1265,949
AT1G09710,625,539,594,499,529,401
AT1G09720,6,9,0,0,4,1
AT1G09730,3859,3712,4813,4142,3736,3716
AT1G09740,8483,7217,8365,12604,7619,5564
AT1G09750,469,508,848,219,153,272
AT1G09760,6699,6214,6929,4994,5394,4050
AT1G09770,12333,11102,12758,10070,9845,9407
AT1G09780,32583,32170,43224,31164,25905,30854
AT1G09790,2,2,2,0,0,0
AT1G09794,575,369,601,616,476,439
AT1G09795,1434,1116,1544,1123,1074,1098
AT1G09800,751,649,801,509,582,498
AT1G09810,1328,1296,1608,1056,1063,1052
AT1G09812,131,104,156,110,132,131
AT1G09815,2355,2028,2713,2139,1868,1545
AT1G09820,616,565,665,506,432,472
AT1G09830,2766,2594,3112,1912,1826,1921
AT1G09840,8077,6224,9664,7468,6243,6658
AT1G09850,2526,2403,3632,3818,2950,3736
AT1G09860,134,137,153,203,161,123
AT1G09870,3225,2723,4007,3022,2403,2673
AT1G09880,245,147,350,243,209,292
AT1G09890,158,265,565,130,130,359
AT1G09900,790,818,895,674,598,626
AT1G09910,1964,1573,1965,1943,1716,1477
AT1G09920,2999,2431,3596,3479,2731,2431
AT1G09930,31,19,31,26,20,16
AT1G09932,1661,1298,1894,1509,979,1056
AT1G09935,0,2,4,4,3,6
AT1G09940,1802,1511,2008,2525,1649,2000
AT1G09950,263,204,248,106,146,225
AT1G09960,1405,972,1668,1279,960,1256
AT1G09970,28562,22203,45720,44859,31043,45642
AT1G09980,3953,3676,5040,3815,2904,3490
AT1G09995,1221,1181,1420,1048,1222,822
AT1G10000,55,37,71,38,57,36
AT1G10010,2,0,2,1,0,0
AT1G10020,1200,1333,1421,1078,802,723
AT1G10030,2880,2965,3693,2183,2565,1936
AT1G10040,826,870,1094,823,715,788
AT1G10050,1954,2248,2216,1968,1751,1754
AT1G10060,29,12,30,16,12,8
AT1G10070,291,351,304,939,469,417
AT1G10090,1839,1250,2556,2536,1760,2407
AT1G10095,385,409,492,409,343,353
AT1G10100,3,0,2,0,0,0
AT1G10110,132,114,211,106,73,78
AT1G10120,2881,3069,4359,2054,2108,2473
AT1G10130,6223,5859,7909,5353,4769,5541
AT1G10140,1888,1250,2832,5767,3063,4059
AT1G10150,888,876,1222,1545,1051,1126
AT1G10155,50,33,28,32,10,30
AT1G10170,5125,4547,5382,4022,3753,4028
AT1G10180,3445,2865,3746,2804,2417,2575
AT1G10190,0,0,0,0,0,0
AT1G10200,6589,6070,8883,6655,5408,5233
AT1G10210,883,646,893,861,697,591
AT1G10220,79,59,102,71,38,77
AT1G10230,957,1042,1117,696,1052,652
AT1G10240,1078,1019,1327,984,1073,905
AT1G10250,0,1,0,0,2,0
AT1G10270,2037,1859,2667,1507,1182,1835
AT1G10280,795,764,1088,678,608,657
AT1G10290,9621,9393,12305,8575,6757,7950
AT1G10300,1135,1395,1426,764,815,884
AT1G10310,977,899,1056,1053,955,772
AT1G10320,1664,1538,2060,1512,1189,1444
AT1G10330,240,255,303,236,219,159
AT1G10340,250,174,200,130,53,46
AT1G10350,1352,1225,1852,1495,1228,1191
AT1G10360,140,140,328,343,480,432
AT1G10370,1346,1291,2864,807,994,1409
AT1G10380,1514,753,1938,1317,1037,1577
AT1G10385,22,43,53,27,12,26
AT1G10390,8178,7501,9860,7400,6002,6895
AT1G10400,1552,2073,1898,1280,1024,940
AT1G10410,8391,6873,10633,8008,6734,6179
AT1G10417,263,256,323,179,164,181
AT1G10430,3310,2986,3827,2940,2614,2437
AT1G10440,0,0,0,0,0,0
AT1G10450,3629,3346,4261,2957,2253,2564
AT1G10455,2,0,13,4,0,2
AT1G10460,171,163,283,103,139,197
AT1G10470,3932,3675,6841,2962,2783,3214
AT1G10480,598,704,1029,1034,466,594
AT1G10490,6298,5508,6384,4790,4438,4187
AT1G10500,2776,2251,3111,3764,3186,2633
AT1G10510,1865,1679,2239,1881,1475,1627
AT1G10520,393,348,516,328,272,356
AT1G10522,811,730,803,729,723,480
AT1G10530,357,341,545,662,611,496
AT1G10540,49,17,78,53,32,67
AT1G10550,152,167,234,116,64,74
AT1G10560,507,490,704,332,382,486
AT1G10570,2284,2083,2636,2015,1598,1696
AT1G10580,3627,3335,4750,3272,2662,2900
AT1G10585,8,6,4,262,135,46
AT1G10586,0,0,0,4,0,0
AT1G10588,0,0,0,0,0,0
AT1G10590,10741,10388,11489,9321,9660,7056
AT1G10600,1154,1084,1282,1189,1262,756
AT1G10610,423,390,386,323,354,270
AT1G10620,2,2,2,0,2,0
AT1G10630,10049,12236,13442,9191,11298,8489
AT1G10640,46,42,49,27,32,27
AT1G10650,2025,1874,2711,1646,1346,1384
AT1G10652,0,0,0,0,0,0
AT1G10657,21,9,10,4,8,2
AT1G10660,2253,1894,2223,2050,1831,1589
AT1G10670,15873,17030,22690,19304,18868,19091
AT1G10680,12,16,36,14,10,10
AT1G10682,10212,4113,11029,8154,4704,5628
AT1G10690,367,230,494,437,356,431
AT1G10700,2423,2184,3135,6362,4773,4820
AT1G10710,18,20,18,24,22,19
AT1G10717,0,0,0,0,0,0
AT1G10720,2573,2330,3347,2715,2567,2299
AT1G10730,1117,978,1372,1185,969,893
AT1G10740,2188,2012,2894,1866,1891,1804
AT1G10745,0,0,0,0,0,0
AT1G10747,19,10,12,10,8,10
AT1G10750,1053,1142,1357,857,849,893
AT1G10760,4739,3882,4528,4037,3105,3205
AT1G10770,29,48,42,26,55,16
AT1G10780,1343,1209,1458,715,924,772
AT1G10790,156,116,139,108,98,119
AT1G10800,63,73,142,66,77,82
AT1G10810,372,342,633,278,320,397
AT1G10820,2060,1740,2550,1805,1684,1889
AT1G10830,761,628,893,812,605,558
AT1G10840,13859,13753,14712,11088,12892,9828
AT1G10850,3066,3017,3690,2373,2651,2502
AT1G10865,2399,2173,2670,3427,3180,2100
AT1G10870,2895,2738,3717,2464,2114,2440
AT1G10880,4,6,6,4,2,0
AT1G10890,4758,4715,5520,5233,4051,4364
AT1G10900,4804,4026,6090,4924,4328,4959
AT1G10910,1538,1519,1595,1437,1541,1177
AT1G10920,121,110,163,71,86,70
AT1G10930,1800,1643,2156,1317,1119,1247
AT1G10940,5204,4962,6897,6610,5649,5109
AT1G10950,14414,12972,17182,11370,10349,11212
AT1G10960,3041,2762,5392,1983,3095,3127
AT1G10970,950,732,1403,682,600,817
AT1G10980,11,20,11,3,3,7
AT1G10990,1871,1653,1788,1798,1220,961
AT1G11000,2359,2593,3148,1718,1790,1825
AT1G11010,0,0,0,0,3,0
AT1G11020,1585,1447,1839,1673,1554,1293
AT1G11030,0,0,0,0,0,0
AT1G11040,3,6,8,10,0,7
AT1G11050,1285,1175,1778,1475,1044,1289
AT1G11060,2134,1912,2451,1947,1584,1811
AT1G11070,19,16,62,21,10,22
AT1G11080,193,121,468,107,43,163
AT1G11090,907,734,1126,784,755,699
AT1G11100,1215,1028,1467,1444,1248,1284
AT1G11110,0,2,0,0,3,0
AT1G11112,26,8,14,21,24,7
AT1G11120,615,501,583,460,448,366
AT1G11125,363,488,566,335,398,248
AT1G11130,3782,2467,4242,2701,1928,2432
AT1G11145,0,0,0,0,1,0
AT1G11160,816,973,1447,929,645,974
AT1G11170,433,503,700,506,412,378
AT1G11175,480,374,439,605,714,434
AT1G11180,283,203,265,504,269,227
AT1G11185,717,398,1487,3463,2656,3071
AT1G11190,419,538,1048,614,539,888
AT1G11200,1895,1656,2144,1881,1347,1517
AT1G11210,422,288,597,340,126,225
AT1G11220,524,581,623,448,419,390
AT1G11230,0,0,0,0,0,0
AT1G11240,4582,4736,5245,3549,4221,3180
AT1G11250,7,8,21,4,3,1
AT1G11260,4056,3838,5157,4248,1664,2215
AT1G11270,740,827,880,599,793,631
AT1G11280,3215,3165,3978,2284,2175,2526
AT1G11290,212,226,291,207,204,183
AT1G11300,916,963,935,1077,579,497
AT1G11310,7469,5653,8992,8997,5738,6695
AT1G11320,443,455,463,283,326,345
AT1G11330,3179,1838,4132,2342,1689,2796
AT1G11340,14,8,2,11,8,14
AT1G11350,327,332,322,353,367,297
AT1G11360,2756,2626,3455,2803,2232,2186
AT1G11362,6,12,20,8,6,2
AT1G11370,2,0,0,6,0,0
AT1G11380,1102,952,1375,1163,1112,1093
AT1G11390,2376,2254,3141,2241,1943,2175
AT1G11400,2762,2863,3167,2960,3018,2253
AT1G11410,311,236,302,222,163,199
AT1G11420,1214,1206,1514,1038,907,1058
AT1G11430,1713,1547,2212,1768,1556,1430
AT1G11440,641,496,936,1321,727,1094
AT1G11450,2188,1130,1861,1349,774,966
AT1G11460,159,50,101,131,78,78
AT1G11470,0,0,1,0,0,2
AT1G11475,3164,3162,3680,2679,2818,2186
AT1G11480,8733,8025,9344,8418,7743,6610
AT1G11490,79,76,107,64,89,63
AT1G11500,87,70,115,82,117,107
AT1G11510,0,4,3,1,1,0
AT1G11520,0,1,1,0,0,0
AT1G11530,417,368,316,420,204,145
AT1G11540,956,892,1298,1079,542,711
AT1G11545,3930,3998,5014,2585,2388,2226
AT1G11550,2,0,0,0,1,1
AT1G11560,17,21,21,17,17,16
AT1G11570,274,155,297,235,347,230
AT1G11572,19,6,14,25,18,18
AT1G11580,103602,77288,106768,202071,157778,152261
AT1G11590,0,7,4,1,4,2
AT1G11592,1369,1428,1831,1371,1403,1238
AT1G11593,0,0,0,0,0,0
AT1G11600,193,81,76,96,65,27
AT1G11608,4,0,3,1,2,1
AT1G11610,0,1,1,3,0,0
AT1G11620,2,0,12,0,2,0
AT1G11630,812,1011,1115,923,818,821
AT1G11640,0,0,2,1,0,0
AT1G11650,14873,13487,18238,14611,12013,12522
AT1G11655,59,114,169,114,77,62
AT1G11660,4754,4318,5821,4384,3630,3867
AT1G11670,5750,5915,8305,9178,7304,8547
AT1G11680,27379,25897,25418,18257,18305,14418
AT1G11684,3,2,1,0,0,0
AT1G11690,1,2,7,2,0,0
AT1G11700,809,551,1051,294,170,257
AT1G11710,602,615,707,417,488,374
AT1G11720,1167,1164,1185,2060,2055,1827
AT1G11730,237,227,287,245,303,185
AT1G11735,16,24,23,35,15,9
AT1G11740,105,111,239,180,85,127
AT1G11750,2954,2435,3008,2624,2329,2297
AT1G11755,970,865,1178,911,919,738
AT1G11760,758,747,793,697,738,581
AT1G11765,0,0,0,0,0,0
AT1G11770,5,12,21,8,13,6
AT1G11780,1598,1692,1941,1526,1645,1323
AT1G11785,10,17,31,33,8,12
AT1G11790,1962,1698,2651,1656,1775,1909
AT1G11800,638,633,772,718,567,467
AT1G11810,43,29,35,42,34,23
AT1G11820,3727,3286,4138,3152,3063,3063
AT1G11840,50598,45123,52218,77408,73562,48059
AT1G11850,10,2,0,2,0,0
AT1G11860,9735,9051,11323,8585,7767,7963
AT1G11870,1259,1269,1553,1100,1107,1172
AT1G11880,652,614,761,556,566,514
AT1G11890,4261,3787,5198,4029,3668,3617
AT1G11900,278,294,296,278,276,196
AT1G11905,1716,1504,2168,1631,1317,1314
AT1G11910,43906,36733,47270,42274,31967,29613
AT1G11915,208,139,196,183,129,125
AT1G11920,102,230,389,309,114,184
AT1G11925,4,0,2,6,6,0
AT1G11930,2353,2488,2848,3344,3005,2265
AT1G11940,956,974,1282,932,960,1008
AT1G11950,909,700,907,702,573,602
AT1G11960,1035,748,1133,956,707,879
AT1G11970,0,2,2,0,1,0
AT1G11980,1,0,0,0,0,0
AT1G11990,5,0,0,0,0,0
AT1G12000,20590,19399,27532,17066,15149,18331
AT1G12010,1801,1073,3710,1211,834,1564
AT1G12013,50,32,56,35,33,12
AT1G12015,7,7,13,7,3,0
AT1G12020,1071,965,1172,722,681,645
AT1G12030,105,48,82,88,51,44
AT1G12040,2289,2749,6802,6188,1745,5700
AT1G12050,3253,2816,4208,3391,2725,3186
AT1G12060,440,405,587,326,309,329
AT1G12064,29,38,32,10,6,2
AT1G12070,75,118,83,55,36,57
AT1G12080,3714,3468,9237,2545,2079,4526
AT1G12090,12729,11317,18444,9208,8673,10610
AT1G12100,152,153,110,114,149,97
AT1G12110,29840,20134,33386,39552,16225,20741
AT1G12120,5955,4997,6213,4975,4418,4181
AT1G12130,41,67,40,9,29,13
AT1G12140,4053,3217,5648,5078,3271,3996
AT1G12150,221,283,423,401,213,311
AT1G12160,2883,2670,2973,2811,3023,2186
