gene,root_control_1,root_control_2,root_control_3,root_ACC_1,root_ACC_2,root_ACC_3
AT1G55340,2895,2775,3253,2831,2538,2659
AT1G55350,7163,5451,8425,7022,4521,7803
AT1G55360,7910,6577,10402,6965,5747,8344
AT1G55365,137,107,186,291,110,166
AT1G55370,18,14,12,14,7,20
AT1G55380,514,430,742,499,349,608
AT1G55390,221,237,286,200,224,181
AT1G55420,361,484,494,464,422,453
AT1G55430,365,399,538,470,409,409
AT1G55440,37,45,75,86,80,65
AT1G55450,1622,1404,2726,2454,1290,2430
AT1G55460,2101,2228,3213,2411,1773,2581
AT1G55475,405,347,619,545,364,580
AT1G55480,255,261,363,252,196,349
AT1G55490,5463,5009,5467,4529,4548,5126
AT1G55500,3951,3770,5239,3880,3076,4276
AT1G55510,953,957,1175,1244,931,1210
AT1G55520,2560,2516,3527,2588,2693,3080
AT1G55525,32,16,86,42,21,38
AT1G55530,2229,2247,2404,2600,1824,2323
AT1G55535,1525,1581,2039,1755,1333,1862
AT1G55540,2529,2077,3010,2375,1857,2769
AT1G55546,0,0,0,0,0,0
AT1G55550,132,72,123,121,72,90
AT1G55560,2,0,0,0,0,0
AT1G55570,0,0,1,0,0,0
AT1G55580,299,233,303,346,173,288
AT1G55590,1843,1826,2122,1970,1638,2151
AT1G55591,6,15,15,9,13,15
AT1G55600,10,6,8,10,10,11
AT1G55610,2289,1609,2341,2232,1245,2156
AT1G55615,0,0,0,0,0,0
AT1G55620,2618,2619,3325,2926,2033,2992
AT1G55625,0,0,0,0,0,0
AT1G55630,673,618,788,648,516,719
AT1G55640,15,27,43,37,39,70
AT1G55650,10,12,13,16,8,26
AT1G55660,0,0,0,0,0,0
AT1G55670,232,160,293,289,278,384
AT1G55675,434,373,418,530,338,314
AT1G55680,6114,5555,8126,7385,4866,6712
AT1G55690,4791,4492,6365,4688,3930,5776
AT1G55700,111,114,142,91,71,82
AT1G55710,0,0,0,0,0,0
AT1G55720,0,0,2,0,0,0
AT1G55730,2623,2430,3371,2409,1841,2682
AT1G55740,5193,4078,5520,4584,2986,4560
AT1G55750,1990,1667,2255,1910,1571,1989
AT1G55760,2306,1706,2563,3027,1501,2454
AT1G55770,0,7,6,1,9,2
AT1G55790,141,91,94,212,90,64
AT1G55800,46,26,22,37,20,14
AT1G55805,1458,1279,1243,1280,1300,1135
AT1G55810,4438,4859,4789,5736,3668,4229
AT1G55820,1975,1548,2139,1761,1347,1840
AT1G55830,1537,1420,1675,1685,1288,1717
AT1G55840,7412,6745,9617,8522,6362,9317
AT1G55850,6597,5769,8594,8680,5988,8753
AT1G55860,9917,7907,12289,10282,6116,11380
AT1G55870,1805,1808,2261,1866,1516,1958
AT1G55880,2246,2177,2448,2030,2145,2415
AT1G55890,4010,3636,4051,3565,3259,3335
AT1G55900,3776,3302,4176,3303,2829,3788
AT1G55910,497,365,685,405,472,555
AT1G55915,496,478,569,550,436,526
AT1G55920,7365,5928,11169,14469,8141,15653
AT1G55928,0,0,0,0,0,0
AT1G55930,1001,999,1189,1065,785,1043
AT1G55940,688,458,785,635,260,701
AT1G55950,0,0,0,4,0,0
AT1G55960,1576,1505,2019,1967,1392,1703
AT1G55970,910,691,974,760,529,791
AT1G55980,76,52,86,63,30,72
AT1G55990,1488,1288,2270,1361,841,1244
AT1G56000,758,747,645,669,470,620
AT1G56010,3376,3140,3663,4117,2282,2995
AT1G56020,2011,2043,2754,1894,2146,2497
AT1G56030,3,2,3,0,0,2
AT1G56040,0,0,0,0,0,0
AT1G56045,17129,10832,14847,13648,11340,13108
AT1G56050,1102,997,1163,961,833,872
AT1G56060,102,80,121,154,87,72
AT1G56070,111275,110600,122249,103113,90472,102910
AT1G56080,1620,1478,1953,1747,1338,1831
AT1G56085,11,8,13,6,4,7
AT1G56090,869,714,984,952,652,986
AT1G56100,1,0,0,0,0,0
AT1G56110,29176,27813,33660,26116,21805,27241
AT1G56120,501,376,556,388,326,567
AT1G56130,568,451,538,506,370,416
AT1G56140,5555,4788,6585,7272,4023,6473
AT1G56145,6090,4856,6266,6606,3953,5632
AT1G56150,96,66,77,64,68,108
AT1G56160,146,71,66,86,39,60
AT1G56165,188,122,125,138,89,108
AT1G56170,527,600,622,435,536,531
AT1G56180,1077,877,1061,1045,814,983
AT1G56190,7183,7173,8994,7998,6283,7911
AT1G56200,6245,5501,6444,7029,6354,7335
AT1G56210,1852,1426,1864,1476,1048,1276
AT1G56220,8103,6142,8150,9943,6230,8423
AT1G56230,3462,2640,4546,3684,2445,3939
AT1G56233,3,2,8,6,1,0
AT1G56240,151,189,392,312,146,302
AT1G56242,148,182,376,301,144,294
AT1G56250,149,129,304,265,131,282
AT1G56260,467,381,438,421,317,421
AT1G56270,4,10,8,0,0,12
AT1G56280,29603,27617,32680,29192,28363,32687
AT1G56290,2019,1951,2469,2151,1621,2241
AT1G56300,820,1001,1184,771,1121,1232
AT1G56310,824,693,894,810,626,870
AT1G56320,1405,1262,2079,1589,1008,2137
AT1G56330,13829,14431,18079,13122,13129,13720
AT1G56340,32995,36079,45578,33053,36882,34804
AT1G56345,382,348,566,421,336,502
AT1G56350,833,744,944,819,632,883
AT1G56360,0,0,0,2,0,0
AT1G56380,0,0,0,0,0,0
AT1G56385,0,0,0,0,0,0
AT1G56400,0,0,1,0,1,1
AT1G56410,3,42,6,5,4,10
AT1G56415,0,0,0,0,0,0
AT1G56418,0,0,0,0,0,0
AT1G56420,563,571,687,677,451,595
AT1G56423,914,883,1604,1117,740,1062
AT1G56430,1019,744,1614,1173,413,1129
AT1G56440,1464,1520,1672,1669,1467,1852
AT1G56450,10288,10523,12165,10568,8448,9673
AT1G56460,2921,2281,3239,3230,1968,2892
AT1G56500,598,485,667,637,497,713
AT1G56510,14,29,26,30,42,37
AT1G56520,10,2,2,4,0,8
AT1G56530,0,0,0,0,0,0
AT1G56540,55,79,89,98,49,84
AT1G56550,2294,1970,2953,3006,1690,2311
AT1G56553,0,0,0,0,0,0
AT1G56555,61,31,103,72,37,84
AT1G56560,2066,1831,2629,2351,1489,2421
AT1G56570,322,344,408,356,261,396
AT1G56580,12023,15371,11076,12868,13793,9013
AT1G56590,2520,2434,2988,2555,2247,2603
AT1G56600,175,154,264,118,118,162
AT1G56610,1317,1207,1579,1371,1188,1474
AT1G56612,747,727,915,818,653,912
AT1G56620,0,0,0,0,0,0
AT1G56630,557,637,951,672,505,611
AT1G56650,2,0,0,0,2,0
AT1G56660,2656,2404,3119,3153,1830,2525
AT1G56670,487,420,625,319,354,468
AT1G56680,3007,3475,4018,2505,2420,2911
AT1G56690,401,330,446,398,267,359
AT1G56700,6909,6256,8485,8161,6330,7743
AT1G56710,8,4,8,10,12,8
AT1G56720,828,946,1411,941,831,1203
AT1G56730,0,0,0,0,0,0
AT1G56740,0,0,0,0,0,0
AT1G56750,0,0,0,0,0,0
AT1G56760,0,0,0,0,0,0
AT1G56770,0,0,0,0,0,0
AT1G56780,0,0,0,0,0,0
AT1G56790,0,0,0,0,0,0
AT1G56800,0,0,0,0,0,0
AT1G56810,0,0,0,0,0,0
AT1G56820,0,0,0,0,0,0
AT1G56830,0,0,0,0,0,0
AT1G56840,0,0,0,0,0,0
AT1G56850,0,0,0,0,0,0
AT1G56860,0,0,0,0,0,0
AT1G56870,0,0,0,0,0,0
AT1G56880,0,0,0,0,0,0
AT1G56890,0,0,0,0,0,0
AT1G56900,0,0,0,0,0,0
AT1G56910,0,0,0,0,0,0
AT1G56920,0,0,0,0,0,0
AT1G56930,0,0,0,0,0,0
AT1G56940,0,0,0,0,0,0
AT1G56950,0,0,0,0,0,0
AT1G56960,0,0,0,0,0,0
AT1G56970,0,0,0,0,0,0
AT1G56980,0,0,0,0,0,0
AT1G56990,0,0,0,0,0,0
AT1G57000,0,0,0,0,0,0
AT1G57010,0,0,0,0,0,0
AT1G57020,0,0,0,0,0,0
AT1G57030,0,0,0,0,0,0
AT1G57040,0,0,0,0,0,0
AT1G57050,0,0,0,0,0,0
AT1G57060,0,0,0,0,0,0
AT1G57070,0,0,0,0,0,0
AT1G57080,0,0,0,0,0,0
AT1G57090,0,0,0,0,0,0
AT1G57100,0,0,0,0,0,0
AT1G57110,0,0,0,0,0,0
AT1G57120,0,0,0,0,0,0
AT1G57130,0,0,0,0,0,0
AT1G57140,0,0,0,0,0,0
AT1G57150,0,0,0,0,0,0
AT1G57160,0,0,0,0,0,0
AT1G57170,0,0,0,0,0,0
AT1G57180,0,0,0,0,0,0
AT1G57190,0,0,0,0,0,0
AT1G57200,0,0,0,0,0,0
AT1G57210,0,0,0,0,0,0
AT1G57220,0,0,0,0,0,0
AT1G57230,0,0,0,0,0,0
AT1G57240,0,0,0,0,0,0
AT1G57250,0,0,0,0,0,0
AT1G57260,0,0,0,0,0,0
AT1G57270,0,0,0,0,0,0
AT1G57280,0,0,0,0,0,0
AT1G57290,0,0,0,0,0,0
AT1G57300,0,0,0,0,0,0
AT1G57310,0,0,0,0,0,0
AT1G57320,0,0,0,0,0,0
AT1G57330,0,0,0,0,0,0
AT1G57340,0,0,0,0,0,0
AT1G57350,0,0,0,0,0,0
AT1G57360,0,0,0,0,0,0
AT1G57370,0,0,0,0,0,0
AT1G57380,0,0,0,0,0,0
AT1G57390,0,0,0,0,0,0
AT1G57400,0,0,0,0,0,0
AT1G57410,0,0,1,0,0,0
AT1G57420,0,0,0,0,0,0
AT1G57430,0,0,0,0,0,0
AT1G57440,0,0,0,0,0,0
AT1G57450,0,0,2,0,0,0
AT1G57460,0,1,0,2,0,0
AT1G57470,0,0,0,0,0,0
AT1G57480,0,0,0,0,0,0
AT1G57490,0,0,0,0,0,0
AT1G57500,0,0,0,0,0,0
AT1G57510,0,0,1,0,0,0
AT1G57520,0,0,0,0,0,0
AT1G57530,0,0,0,0,0,0
AT1G57540,995,880,949,923,1049,825
AT1G57550,0,0,2,0,1,2
AT1G57560,272,317,594,472,306,631
AT1G57565,0,0,1,0,0,0
AT1G57570,107,144,184,186,108,201
AT1G57580,0,0,0,0,0,0
AT1G57590,1413,1315,1923,910,934,888
AT1G57600,1619,1593,1947,1664,1349,1658
AT1G57610,2764,2992,3745,2780,2436,3092
AT1G57613,0,0,0,6,0,0
AT1G57620,3377,3985,4912,3586,3679,4001
AT1G57630,202,162,177,284,123,135
AT1G57650,25,4,8,22,2,14
AT1G57660,23174,22224,23803,21006,20117,20949
AT1G57670,48,33,69,29,26,42
AT1G57680,7077,7282,8431,7629,5730,6947
AT1G57690,0,1,0,0,0,0
AT1G57700,1518,1561,1913,1723,1322,1757
AT1G57710,0,0,0,0,0,0
AT1G57720,42278,43155,41683,36561,37735,38250
AT1G57730,2,2,2,0,0,2
AT1G57750,1,6,0,4,2,0
AT1G57760,0,0,0,0,0,0
AT1G57765,2065,1824,2417,2376,1837,1998
AT1G57770,144,106,127,94,125,159
AT1G57775,0,0,0,0,0,0
AT1G57777,0,0,0,0,0,0
AT1G57780,0,0,0,0,0,4
AT1G57790,130,138,162,152,88,140
AT1G57800,7,10,6,6,14,2
AT1G57820,4721,4928,4697,3819,4280,3947
AT1G57830,0,8,8,17,9,14
AT1G57835,8,9,12,9,13,8
AT1G57850,1,3,1,2,0,1
AT1G57860,9246,8318,8959,8031,8025,8003
AT1G57870,2547,2142,2975,2623,1803,2561
AT1G57906,184,149,245,179,105,242
AT1G57943,4,6,13,4,2,6
AT1G57980,141,77,132,194,90,145
AT1G57990,1567,1419,2329,2553,1363,1842
AT1G58007,255,159,239,250,110,178
AT1G58025,2440,2514,3167,2646,2215,2685
AT1G58030,4809,3736,5217,5809,3124,4193
AT1G58037,138,176,244,142,154,115
AT1G58050,2,1,1,2,0,0
AT1G58055,0,0,0,0,0,0
AT1G58060,3185,2924,3594,3321,2638,3515
AT1G58070,155,234,526,248,218,411
AT1G58080,6585,5186,8450,6634,4125,6966
AT1G58090,0,0,0,0,0,0
AT1G58100,2678,2201,3407,2905,2045,2868
AT1G58110,4763,3740,5891,5268,3271,5257
AT1G58120,21,3,14,18,4,8
AT1G58122,21,3,14,18,4,8
AT1G58150,188,167,246,181,213,239
AT1G58160,396,365,477,371,311,352
AT1G58170,566,456,1034,572,403,873
AT1G58180,1368,1102,1592,1911,1030,1477
AT1G58190,1082,990,1316,1300,859,1217
AT1G58200,1239,1089,1627,1427,960,1445
AT1G58210,520,435,680,525,371,655
AT1G58220,1795,1435,2122,1624,1155,1779
AT1G58225,14,26,26,5,10,16
AT1G58230,5229,3773,5622,5076,2838,5058
AT1G58235,1812,1349,1852,1607,1210,1343
AT1G58242,0,0,0,0,0,0
AT1G58245,0,0,0,0,0,0
AT1G58248,0,0,0,0,0,0
AT1G58250,5742,4673,6738,5618,3925,6332
AT1G58260,1,0,4,2,2,0
AT1G58265,0,0,0,0,0,0
AT1G58270,11236,14373,14533,10022,9751,7078
AT1G58280,2684,2378,3174,2625,2173,2703
AT1G58290,1991,1876,2453,2057,1805,2146
AT1G58300,55,18,23,65,7,10
AT1G58310,0,0,0,0,0,2
AT1G58320,87,57,62,193,30,58
AT1G58330,25,10,8,38,52,27
AT1G58340,337,275,514,429,299,498
AT1G58350,3732,3222,4305,3749,2811,4062
AT1G58360,2328,1694,4202,2028,1293,2527
AT1G58370,737,916,2304,1108,850,1914
AT1G58380,7922,8410,8918,7383,6986,7158
AT1G58390,6,4,0,7,2,1
AT1G58400,2023,2003,2496,2342,1900,2898
AT1G58410,1483,1244,1593,1647,1024,1877
AT1G58420,192,179,275,182,110,221
AT1G58430,0,0,0,0,4,0
AT1G58440,3490,3320,4532,2726,2723,3176
AT1G58450,0,0,2,0,0,0
AT1G58460,0,0,2,0,2,0
AT1G58470,385,427,565,482,387,486
AT1G58520,403,427,559,422,376,409
AT1G58590,405,374,603,549,366,583
AT1G58602,319,297,733,560,396,1258
AT1G58643,0,0,1,0,0,2
AT1G58684,104,95,74,53,217,70
AT1G58725,0,0,0,0,0,0
AT1G58766,0,0,0,0,0,0
AT1G58807,6,5,4,1,4,2
AT1G58808,2,0,3,3,0,0
AT1G58848,27,13,24,20,7,18
AT1G58936,0,0,1,0,0,5
AT1G58983,74,92,51,58,215,65
AT1G59030,0,0,1,0,0,0
AT1G59077,0,0,0,0,0,0
AT1G59124,5,5,9,5,5,8
AT1G59171,1,20,3,3,0,0
AT1G59218,5,3,17,10,3,9
AT1G59312,0,0,0,0,0,0
AT1G59359,12,25,2,14,62,16
AT1G59406,0,0,0,0,0,0
AT1G59453,0,0,0,0,0,0
AT1G59500,0,0,0,1,0,0
AT1G59510,237,266,339,207,228,246
AT1G59520,1569,1706,2238,1816,1603,1958
AT1G59530,34,15,44,26,28,50
AT1G59535,0,0,0,0,0,0
AT1G59540,2061,1815,2200,1892,1380,1510
AT1G59550,0,0,0,0,0,0
AT1G59560,487,468,679,543,409,573
AT1G59570,0,0,0,0,0,0
AT1G59580,4462,3714,5422,4773,3553,4935
AT1G59590,750,618,1135,970,514,964
AT1G59600,1805,1670,2088,1922,1563,1669
AT1G59610,7422,6999,9845,8153,5666,8085
AT1G59620,194,141,209,169,184,235
AT1G59630,0,0,0,0,4,2
AT1G59640,250,229,289,217,214,256
AT1G59650,2355,2208,2934,2670,2025,2682
AT1G59660,1950,1796,2356,1848,1549,1983
AT1G59670,16,4,6,8,2,6
AT1G59675,0,0,0,0,0,0
AT1G59680,0,0,0,0,0,0
AT1G59690,0,0,0,0,0,0
AT1G59700,370,351,386,372,415,415
AT1G59710,2389,2380,3237,2655,2242,2818
AT1G59720,259,220,279,237,242,285
AT1G59722,0,0,0,0,0,0
AT1G59725,112,218,336,338,230,334
AT1G59730,592,345,846,789,406,914
AT1G59740,549,370,1036,942,960,2270
AT1G59750,3434,3711,4963,3837,3298,4160
AT1G59760,6282,5702,5840,5415,4822,5757
AT1G59780,938,859,1219,959,684,1092
AT1G59790,4,0,4,0,4,2
AT1G59800,0,0,0,0,0,0
AT1G59810,0,2,2,0,2,0
AT1G59820,3913,3240,4785,4247,2542,4116
AT1G59830,3844,3435,3998,3884,2887,3831
AT1G59833,0,0,0,0,0,0
AT1G59835,0,0,0,0,0,0
AT1G59840,585,535,625,631,438,609
AT1G59850,385,363,536,554,366,525
AT1G59860,195,362,284,146,304,311
AT1G59865,48,57,77,40,66,55
AT1G59870,30369,23450,43530,45032,20940,44384
AT1G59880,0,0,0,0,0,0
AT1G59885,0,0,0,2,0,0
AT1G59890,5261,4643,6341,5287,3421,5686
AT1G59900,9100,7675,9346,9370,7134,8524
AT1G59910,2097,1808,2829,2526,1391,2544
AT1G59920,0,0,0,0,0,0
AT1G59930,0,0,0,0,0,0
AT1G59940,540,590,935,915,879,1291
AT1G59950,3,4,2,10,10,11
AT1G59960,5515,5213,6694,5797,4803,6272
AT1G59970,1206,996,1730,1248,892,1359
AT1G59980,736,671,674,637,668,644
AT1G59990,1767,1805,2078,1674,1586,1732
AT1G60000,251,337,393,367,391,573
AT1G60010,660,655,897,1075,901,1255
AT1G60025,0,0,0,0,0,0
AT1G60030,699,433,717,561,365,465
AT1G60040,0,2,0,0,0,0
AT1G60050,39,73,100,56,38,91
AT1G60060,9,12,16,12,16,9
AT1G60070,9589,9094,12728,9326,7364,10705
AT1G60072,0,0,0,0,0,0
AT1G60073,0,0,0,0,0,0
AT1G60080,1834,1758,1944,1510,1685,1892
AT1G60090,0,0,0,0,1,0
AT1G60095,1019,495,776,1584,525,909
AT1G60110,122,149,203,293,140,219
AT1G60130,112,208,206,196,119,160
AT1G60140,4760,3668,5560,6957,3058,5746
AT1G60160,306,378,301,382,304,319
AT1G60170,5411,4691,6105,5504,4191,5257
AT1G60190,90,81,148,118,64,96
AT1G60200,8561,7315,10784,8462,6015,10128
AT1G60220,3662,3414,4494,3936,3080,4147
AT1G60230,807,797,821,790,719,881
AT1G60240,0,0,0,3,0,1
AT1G60250,0,0,0,0,0,0
AT1G60260,47,69,77,36,67,148
AT1G60270,983,756,1242,592,667,1023
AT1G60280,0,0,2,0,0,2
AT1G60300,2,0,0,0,0,0
AT1G60320,0,0,0,0,0,0
AT1G60340,0,0,0,3,0,2
AT1G60350,4,8,14,5,4,12
AT1G60360,297,198,379,292,167,371
AT1G60370,0,0,0,0,0,0
AT1G60380,14,4,2,6,6,3
AT1G60390,4159,3386,4655,3723,2946,3753
AT1G60400,0,0,0,0,0,0
AT1G60410,0,0,0,0,0,0
AT1G60420,6395,5449,7692,7514,5113,6551
AT1G60430,863,790,1160,914,695,926
AT1G60440,1655,1496,2056,1745,1405,1835
AT1G60450,2,1,3,4,3,0
AT1G60460,139,135,171,138,138,146
AT1G60470,2268,1791,2354,2715,1429,1478
AT1G60490,4171,3423,5162,4514,2818,4437
AT1G60500,27,14,27,26,9,28
AT1G60505,1162,1168,1504,1145,1188,1317
AT1G60525,920,927,1138,820,860,1047
AT1G60530,805,810,971,696,723,898
AT1G60545,1309,1064,1483,1126,1071,1310
AT1G60550,746,651,829,641,710,740
AT1G60560,1040,973,1149,945,758,1019
AT1G60570,1,2,0,0,2,0
AT1G60580,0,0,0,0,0,1
AT1G60590,76,73,48,79,34,30
AT1G60600,185,166,193,153,124,166
AT1G60610,1891,1451,1919,2060,1557,1824
AT1G60620,1228,1220,1508,1196,1105,1334
AT1G60625,0,0,0,0,0,0
AT1G60630,1233,1186,934,1058,746,1059
AT1G60640,3978,4231,5336,3812,3606,4393
AT1G60650,1957,1910,2379,2046,1731,2013
AT1G60660,1913,1765,2365,1604,1711,1883
AT1G60670,1419,1273,1846,1511,1286,1606
AT1G60680,6794,4223,8378,6352,3462,7483
AT1G60690,412,401,398,394,273,420
AT1G60700,492,470,500,464,410,521
AT1G60710,13232,10284,18301,14091,10528,16273
AT1G60720,0,4,0,2,0,6
AT1G60730,10580,9386,10985,16327,11594,14140
AT1G60740,1091,1030,1147,1743,1298,1283
AT1G60750,192,105,358,420,208,482
AT1G60760,1,4,3,0,2,0
AT1G60770,5819,4939,5632,5034,4222,4821
AT1G60780,11591,11145,14777,12293,9592,12636
AT1G60783,0,0,0,0,0,0
AT1G60790,1057,999,1250,990,744,1041
AT1G60800,2817,2748,3913,2560,2479,3133
AT1G60810,4759,5357,6415,4640,4624,4939
AT1G60815,0,0,0,0,0,0
AT1G60820,0,0,0,0,0,0
AT1G60830,4,6,10,4,2,4
AT1G60840,0,4,2,0,1,0
AT1G60850,2901,2851,3654,2649,2713,3250
AT1G60860,3472,3198,4124,3321,2637,3596
AT1G60870,1735,1495,2387,2441,1556,2424
AT1G60880,0,0,0,2,0,4
AT1G60890,2133,2132,2803,2991,1892,2768
AT1G60900,7225,7303,8858,6965,6429,8768
AT1G60910,0,0,0,1,0,0
AT1G60913,0,4,0,0,0,0
AT1G60920,4,8,0,4,0,0
AT1G60930,525,479,579,488,405,519
AT1G60940,3207,2693,4045,5035,3184,4116
AT1G60950,2088,1651,2899,1718,1536,2674
AT1G60960,2962,3165,6290,3688,2831,5331
AT1G60970,48,62,60,40,62,69
AT1G60980,9,15,8,25,6,10
AT1G60983,0,2,1,0,2,2
AT1G60985,1,0,0,0,0,4
AT1G60986,4,2,0,0,0,0
AT1G60987,0,0,0,2,0,0
AT1G60989,3540,2059,4361,3841,2506,4421
AT1G60990,4235,2647,5207,4550,3082,5252
AT1G60995,2706,2130,3171,2723,1904,2779
AT1G61000,1061,1070,1199,991,810,1049
AT1G61010,3363,3015,3443,3027,2561,2915
AT1G61020,1,0,0,1,0,1
AT1G61030,1570,1368,1823,1518,1234,1711
AT1G61040,3235,2754,3511,3150,2575,3199
AT1G61050,1068,729,884,1092,518,690
AT1G61060,0,0,2,0,0,0
AT1G61065,327,315,355,262,283,298
AT1G61070,0,1,0,0,0,0
AT1G61080,203,180,288,446,126,213
AT1G61090,0,0,0,0,0,0
AT1G61093,0,2,2,0,0,2
AT1G61095,1,0,0,0,0,0
AT1G61097,0,0,0,0,0,0
AT1G61100,5321,5327,7202,5975,4518,6574
AT1G61105,0,0,0,0,0,0
AT1G61110,0,0,0,0,0,0
AT1G61120,0,0,4,0,0,3
AT1G61130,17,3,57,10,5,28
AT1G61140,3500,2831,4274,3969,2274,4018
AT1G61150,4669,4636,5518,5220,4332,5040
AT1G61160,14,6,13,16,12,20
AT1G61165,0,0,0,0,0,0
AT1G61170,606,749,943,601,583,591
AT1G61180,1575,1450,1875,1724,1259,1646
AT1G61190,140,96,154,160,117,151
AT1G61200,0,0,2,2,0,0
AT1G61210,2756,2575,3785,2844,1999,3077
AT1G61215,333,290,461,382,248,444
AT1G61224,7,4,0,3,4,2
AT1G61226,7,9,11,12,11,15
AT1G61230,75,131,192,151,96,137
AT1G61240,1419,1449,2303,1449,1252,2008
AT1G61250,6212,5543,7448,6992,4781,6620
AT1G61255,182,195,165,233,170,173
AT1G61260,596,461,818,636,354,584
AT1G61270,9,15,22,10,1,11
AT1G61275,81,37,56,61,37,51
AT1G61280,351,346,432,334,281,378
AT1G61290,19,16,27,8,10,23
AT1G61300,35,18,23,23,15,23
AT1G61310,784,831,908,797,726,880
AT1G61320,0,0,1,0,0,4
AT1G61330,0,0,0,0,0,0
AT1G61340,771,580,1079,819,630,939
AT1G61350,1317,1391,1907,1541,1251,1813
AT1G61353,0,0,0,0,0,2
AT1G61360,2801,2379,3497,4054,2128,3735
AT1G61370,827,764,1036,1273,733,1373
AT1G61380,782,802,1101,821,898,1316
AT1G61390,167,125,164,137,116,144
AT1G61400,526,490,606,507,409,567
AT1G61410,88,102,137,122,130,114
AT1G61415,217,217,257,239,213,206
AT1G61420,678,585,700,688,565,630
AT1G61430,800,912,998,771,659,830
AT1G61440,103,105,215,97,129,147
AT1G61450,402,450,375,338,346,227
AT1G61460,332,272,315,290,280,370
AT1G61470,65,72,127,64,50,117
AT1G61475,4,0,2,2,3,0
AT1G61480,282,206,326,346,165,234
AT1G61490,536,492,542,559,407,508
AT1G61500,932,888,778,1054,667,834
AT1G61520,834,729,1003,731,1005,1137
AT1G61540,2,0,2,0,0,0
AT1G61550,269,198,426,379,213,438
AT1G61560,2873,2058,3553,4042,2010,2826
AT1G61563,0,0,0,2,0,0
AT1G61566,2,0,2,0,0,2
AT1G61570,5317,5531,5976,4881,5311,5136
AT1G61575,1,0,2,0,0,2
AT1G61580,6293,6627,8497,5709,6004,6374
AT1G61590,2755,2979,4942,3397,2368,3754
AT1G61600,961,744,1467,1012,591,1013
AT1G61610,29,25,46,14,12,27
AT1G61620,4319,3671,4517,4043,3833,4309
AT1G61630,0,8,4,4,5,6
AT1G61640,1589,1535,2017,1634,1217,1665
AT1G61660,2289,1438,3291,2506,1456,3001
AT1G61667,1278,1093,2146,1568,1174,1457
AT1G61670,3547,3339,4843,3955,2924,4165
AT1G61680,214,150,217,187,146,208
AT1G61688,0,0,0,0,0,0
AT1G61690,3107,2613,3915,3615,2230,3681
AT1G61700,0,3,2,2,0,2
AT1G61710,38,28,36,21,14,30
AT1G61720,4,12,3,1,2,10
AT1G61730,5773,5115,7215,5757,4121,5712
AT1G61732,0,0,0,0,0,0
AT1G61740,3900,3205,5900,6000,2659,5295
AT1G61750,24,28,66,75,37,38
AT1G61760,370,260,455,255,175,388
AT1G61770,7529,6939,9091,7586,6471,7723
AT1G61780,2987,2480,3102,2969,2631,2805
AT1G61790,11150,12305,13541,10849,10563,10927
AT1G61795,500,508,902,637,433,656
AT1G61800,14,18,28,34,38,10
AT1G61810,155,173,257,251,116,166
AT1G61820,2771,2004,3779,4557,1812,3280
AT1G61840,600,719,802,814,595,450
AT1G61850,4146,4260,5657,5048,3610,5343
AT1G61860,339,346,432,369,343,351
AT1G61870,6017,5701,6577,5659,5026,6025
AT1G61880,1,1,0,0,5,4
AT1G61890,4255,3619,5706,4828,4916,7776
AT1G61900,1603,1507,1880,1574,1293,1795
AT1G61910,0,0,0,0,0,0
AT1G61920,5,4,9,2,8,4
AT1G61930,354,290,523,320,235,367
AT1G61940,0,0,2,0,0,0
AT1G61950,66,135,260,234,122,265
AT1G61960,443,439,536,451,333,523
AT1G61970,622,534,688,570,459,634
AT1G61980,846,865,1133,857,650,882
AT1G61990,2143,2143,2348,1911,1811,2057
AT1G62000,11,7,0,4,8,7
AT1G62010,404,400,552,393,355,483
AT1G62020,9761,9234,12826,9866,7682,10806
AT1G62030,28,9,32,38,38,114
AT1G62035,14,12,24,19,24,32
AT1G62040,2082,1757,2211,2280,1799,2132
AT1G62045,462,415,764,624,507,766
AT1G62050,524,441,747,514,300,537
AT1G62060,0,0,0,0,0,0
AT1G62070,0,0,0,0,0,0
AT1G62080,2,2,4,17,0,4
AT1G62085,649,648,715,661,528,558
AT1G62110,903,954,1131,851,645,937
AT1G62120,468,432,523,419,369,428
AT1G62130,834,843,1074,927,761,947
AT1G62150,815,859,993,778,774,862
AT1G62160,0,0,0,0,0,0
AT1G62170,696,545,820,577,508,740
AT1G62180,6851,6667,9546,5894,5799,8951
AT1G62181,5,3,1,3,3,1
AT1G62190,43,42,72,29,32,49
AT1G62200,2213,1617,2082,2739,1430,1904
AT1G62210,0,0,0,0,0,0
AT1G62220,0,0,0,0,0,0
AT1G62225,6,0,0,0,0,0
AT1G62240,36,16,27,30,31,21
AT1G62250,518,411,582,475,449,571
AT1G62260,448,468,548,426,312,503
AT1G62262,230,197,247,256,168,187
AT1G62270,1,0,0,0,0,0
AT1G62280,1109,262,489,927,240,308
AT1G62290,196,303,279,207,225,168
AT1G62300,5028,4386,7125,7218,4082,6211
AT1G62301,0,0,0,0,0,0
AT1G62305,1186,1139,1546,1288,1115,1551
AT1G62310,1351,1085,1600,1495,818,1375
AT1G62320,382,330,600,629,320,511
AT1G62330,3417,3104,3951,2843,2310,2957
AT1G62333,2,2,6,2,2,4
AT1G62340,2,0,0,1,0,0
AT1G62350,415,481,554,371,393,447
AT1G62355,116,131,126,108,91,98
