gene,root_control_1,root_control_2,root_control_3,root_auxin_1,root_auxin_2,root_auxin_3
AT1G06750,223,193,239,233,219,219
AT1G06760,19407,16762,22227,15491,16314,15239
AT1G06770,920,833,1026,1169,1040,1046
AT1G06780,2998,2631,3989,3088,2232,3081
AT1G06790,2247,2300,2662,2369,2820,2286
AT1G06800,1959,1817,2457,1806,1786,1924
AT1G06810,10,10,5,2,14,2
AT1G06820,1780,1645,2195,1813,1734,1970
AT1G06830,97,62,215,48,58,28
AT1G06840,6488,5260,7416,5981,4869,6359
AT1G06850,1592,1581,2289,1724,1646,1644
AT1G06860,2,2,2,0,3,4
AT1G06870,2469,2811,4027,2646,2663,2797
AT1G06880,0,0,2,0,0,0
AT1G06890,7706,7324,8769,7858,7655,7313
AT1G06900,8272,7453,8494,8377,6994,7896
AT1G06910,571,551,729,597,656,600
AT1G06920,2,4,4,317,239,293
AT1G06923,179,158,339,313,213,375
AT1G06925,2,2,2,18,15,21
AT1G06930,385,456,607,300,348,400
AT1G06950,6772,6178,8376,8360,6119,7883
AT1G06960,1420,1150,1313,1299,1342,1068
AT1G06970,10,15,10,17,24,15
AT1G06980,63,91,50,55,46,32
AT1G06990,4,8,4,10,10,6
AT1G07000,1329,1339,1977,1874,1253,1693
AT1G07010,434,399,474,386,431,377
AT1G07020,1894,1869,2626,1872,1715,1707
AT1G07025,0,0,2,2,6,1
AT1G07030,2794,2635,3650,2972,2897,3070
AT1G07040,2201,2178,2819,2384,2221,2341
AT1G07050,26,4,12,2,0,2
AT1G07051,0,0,0,0,0,0
AT1G07060,33,25,33,22,12,9
AT1G07070,3489,3281,3610,3293,3957,2564
AT1G07080,4533,3831,4656,4339,4537,3612
AT1G07090,1897,1531,2251,1457,1582,1627
AT1G07100,0,0,0,2,0,0
AT1G07110,3027,2367,3158,2866,2324,2489
AT1G07119,309,280,443,368,337,340
AT1G07120,300,264,409,356,321,309
AT1G07128,1373,966,1595,1133,1186,1251
AT1G07130,1460,1028,1669,1238,1305,1298
AT1G07135,568,414,1025,550,590,645
AT1G07140,19415,18938,22599,20019,20733,17387
AT1G07150,319,258,527,257,296,309
AT1G07160,87,101,156,78,63,98
AT1G07170,2199,2436,2189,2061,3313,1962
AT1G07175,143,95,131,91,37,50
AT1G07180,59,49,50,44,66,46
AT1G07190,0,3,0,0,0,0
AT1G07200,2877,2014,3370,2282,1699,2665
AT1G07210,5709,6096,6515,5646,6938,5392
AT1G07220,1701,1517,2100,1774,1850,1723
AT1G07230,3098,2561,3574,2883,2392,2848
AT1G07240,3098,2591,3879,2981,2651,3238
AT1G07250,2081,1817,2850,1699,1748,1903
AT1G07260,2205,1811,2468,1670,1679,1874
AT1G07270,210,204,267,207,238,209
AT1G07280,414,398,559,317,262,328
AT1G07290,555,589,664,393,463,419
AT1G07300,481,308,441,373,339,332
AT1G07310,2190,1902,3008,2419,1821,2098
AT1G07320,1767,1503,1678,1708,1845,1630
AT1G07330,1,9,6,4,5,10
AT1G07340,0,0,1,4,2,0
AT1G07350,5961,6670,6574,6866,12778,6401
AT1G07360,4757,3732,5542,5295,3697,4779
AT1G07370,3465,3611,4033,3789,4374,3105
AT1G07380,1980,1613,2451,2104,1794,2294
AT1G07390,327,236,301,355,247,357
AT1G07400,468,686,595,501,1338,401
AT1G07410,772,937,1145,733,744,764
AT1G07420,3514,3413,4513,2946,3412,2819
AT1G07430,39,34,52,10,78,48
AT1G07440,26,40,60,37,42,60
AT1G07450,0,0,0,2,0,1
AT1G07460,5,10,12,0,0,2
AT1G07470,2263,2021,2976,3815,2467,2419
AT1G07473,17,21,33,14,31,22
AT1G07476,31,11,19,13,32,13
AT1G07480,1852,1500,2307,1809,1863,1877
AT1G07485,93,44,112,50,64,58
AT1G07490,93,43,112,48,63,58
AT1G07500,251,173,237,139,222,215
AT1G07510,3904,3473,4997,4163,3593,4267
AT1G07520,1998,2034,2410,2268,2083,2157
AT1G07530,3307,2696,3684,3164,2624,3352
AT1G07540,3,0,0,3,0,0
AT1G07550,130,116,65,110,42,16
AT1G07560,1541,1269,1290,1370,703,865
AT1G07570,930,897,1001,947,1067,937
AT1G07580,0,0,0,0,2,1
AT1G07590,212411,150958,147074,223748,155207,90593
AT1G07600,144745,103951,101790,155080,99544,65325
AT1G07610,21808,18126,17817,14056,12290,8269
AT1G07615,1412,1400,1512,1351,1772,1507
AT1G07620,376,485,555,497,310,335
AT1G07630,2832,2532,3455,3211,2090,2893
AT1G07640,2256,1223,3014,2414,1871,3128
AT1G07645,2,4,0,0,0,0
AT1G07650,1731,1526,2171,1412,1412,1433
AT1G07660,2464,2198,2930,2345,2667,2347
AT1G07670,10522,10660,13564,10885,9827,11065
AT1G07680,11,18,50,46,17,44
AT1G07690,7,0,0,33,8,15
AT1G07700,1111,1023,1251,927,901,805
AT1G07702,165,185,247,216,70,193
AT1G07705,2652,2448,3120,2916,2268,2615
AT1G07710,328,254,490,242,210,303
AT1G07720,299,173,152,234,133,96
AT1G07725,1594,1549,1768,1511,1518,1473
AT1G07728,1597,1552,1770,1512,1529,1476
AT1G07730,573,608,1074,603,622,687
AT1G07740,945,991,1483,1041,892,1116
AT1G07745,523,484,568,555,623,549
AT1G07747,0,0,0,0,0,0
AT1G07750,4482,4133,6287,3269,3671,3729
AT1G07760,0,0,0,0,3,0
AT1G07770,29631,25952,24703,27487,37612,21916
AT1G07780,2059,2192,2401,2523,2832,2935
AT1G07790,5400,5230,6277,4297,4481,4083
AT1G07795,49,72,111,51,30,29
AT1G07810,6769,6347,7585,6306,5539,6313
AT1G07820,11049,11437,12963,9555,11781,9129
AT1G07830,3863,3930,3701,3708,5271,3426
AT1G07840,2829,2474,3225,3051,3060,2869
AT1G07850,2,2,11,0,2,4
AT1G07860,10,10,1,5,7,0
AT1G07870,2410,1884,2023,2154,1930,1676
AT1G07880,1549,1251,1551,1718,1969,1671
AT1G07885,25,9,20,13,6,12
AT1G07890,67803,63965,84609,60261,71545,55816
AT1G07900,16,33,55,33,37,30
AT1G07901,175,163,215,144,177,141
AT1G07910,2447,2038,2402,2295,1918,2177
AT1G07920,59649,57541,66438,61016,76135,58706
AT1G07930,68633,69335,75805,70419,82608,66802
AT1G07940,31392,29555,36552,31776,42608,31087
AT1G07950,2205,1772,2325,1833,2036,1765
AT1G07960,4462,4512,5495,4194,5350,4109
AT1G07970,2227,2230,2287,2340,2667,2205
AT1G07980,1609,1635,1981,1712,2007,1731
AT1G07985,135,94,174,248,384,300
AT1G07990,4204,4023,5124,4475,4171,4520
AT1G08000,881,820,1113,834,781,864
AT1G08005,2,3,2,0,0,2
AT1G08010,1736,1794,2649,1738,1935,1941
AT1G08030,2292,1864,2643,2396,2491,2418
AT1G08032,0,0,0,0,0,0
AT1G08035,18,26,36,31,17,34
AT1G08040,2139,1593,2568,2332,2142,2186
AT1G08050,1297,1135,1552,1535,1074,1215
AT1G08060,1714,1284,2057,1766,980,1570
AT1G08065,0,0,0,1,0,0
AT1G08070,135,130,166,169,121,182
AT1G08080,57,37,58,40,43,47
AT1G08090,4187,3353,2873,3823,987,2102
AT1G08100,4,3,5,3,0,0
AT1G08110,5994,6206,6608,5435,7516,5624
AT1G08115,32,34,42,48,65,30
AT1G08120,20,22,32,35,21,24
AT1G08125,1858,1869,2189,1904,2285,2108
AT1G08130,3755,3584,4776,4573,3864,4221
AT1G08135,2,0,1,0,0,0
AT1G08140,2,0,0,1,2,2
AT1G08150,3,4,4,3,0,6
AT1G08160,2089,1161,2111,1767,1611,1546
AT1G08165,39,32,14,35,40,20
AT1G08170,0,1,0,0,0,0
AT1G08180,463,405,517,358,307,492
AT1G08190,9350,7821,12478,9442,6236,8937
AT1G08200,19229,17725,24291,14781,14882,13884
AT1G08210,1871,1715,1802,1919,2038,1655
AT1G08220,1447,1322,1695,1554,1718,1332
AT1G08230,821,778,947,576,641,776
AT1G08240,0,0,0,0,0,0
AT1G08250,1016,863,1469,1006,845,992
AT1G08260,4852,3937,5528,5739,3758,5792
AT1G08270,918,757,1010,977,1291,943
AT1G08280,1547,1629,2289,2023,1624,1836
AT1G08290,1151,1094,2013,1478,1343,1716
AT1G08300,536,614,679,857,893,760
AT1G08310,295,267,384,309,203,147
AT1G08315,1098,1076,1497,1229,965,1135
AT1G08320,2723,2315,3149,2367,1657,1831
AT1G08340,498,710,1287,796,453,820
AT1G08350,2218,2152,2746,2047,2116,2079
AT1G08360,42628,42183,40320,42689,53037,36184
AT1G08370,4256,3588,5480,4670,4370,4317
AT1G08380,224,224,364,210,193,246
AT1G08390,426,362,404,371,441,371
AT1G08400,901,934,1220,1041,1016,1068
AT1G08410,3098,2730,3088,3662,3186,3272
AT1G08420,5247,4503,6365,5563,4207,5258
AT1G08430,2668,3009,3301,4512,4828,4804
AT1G08440,28,8,11,6,20,20
AT1G08450,4410,4146,5454,4987,4981,5137
AT1G08460,1941,1722,1993,1851,2105,1880
AT1G08465,2,2,2,2,0,9
AT1G08470,1687,1464,2112,1405,1443,1627
AT1G08480,10458,9511,11702,10714,13159,8786
AT1G08490,2063,1983,2393,2229,2263,2058
AT1G08500,509,461,794,264,181,222
AT1G08510,6926,5832,9288,6253,5478,5845
AT1G08520,1760,1352,1944,1496,1444,1483
AT1G08530,823,828,1071,931,867,878
AT1G08540,893,676,1006,940,876,823
AT1G08550,464,368,417,391,488,382
AT1G08560,5916,5762,5354,5310,5824,4031
AT1G08570,2995,2539,3236,2579,2431,2552
AT1G08580,4935,4094,5353,6320,5796,4619
AT1G08590,2675,3001,4531,2062,1913,2802
AT1G08592,2302,2619,3932,1813,1592,2507
AT1G08600,4313,3772,5634,4933,3631,4614
AT1G08610,596,535,599,810,729,650
AT1G08620,4510,3635,5293,4708,3606,4688
AT1G08630,53,109,55,82,142,57
AT1G08640,2539,2332,3255,3021,3602,2949
AT1G08650,4005,2904,4529,4352,2972,3841
AT1G08660,3911,3783,4673,3402,4250,3699
AT1G08670,596,680,1006,890,928,831
AT1G08680,4217,3112,4335,4513,3649,4358
AT1G08695,0,0,0,0,0,0
AT1G08700,3391,3025,4219,3824,3539,3621
AT1G08710,1160,1024,1298,1074,1154,1057
AT1G08720,2463,2068,2802,2740,2152,2515
AT1G08730,208,200,273,147,144,157
AT1G08750,1699,1447,1827,1502,1530,1442
AT1G08760,2438,2296,3120,2608,2150,2672
AT1G08770,1554,1405,1623,1490,1541,1224
AT1G08780,2721,2499,2997,2567,3024,2356
AT1G08790,0,0,5,2,0,2
AT1G08800,4599,4033,6002,4856,3131,4386
AT1G08810,50,63,78,122,83,54
AT1G08820,5258,4441,5854,5276,5070,4863
AT1G08830,6413,5427,13007,5823,6516,9926
AT1G08840,2619,2120,3844,2645,2636,3111
AT1G08845,613,594,675,724,836,659
AT1G08860,14,29,21,20,10,11
AT1G08870,0,0,0,0,0,0
AT1G08880,6956,6548,9300,6974,6661,7026
AT1G08890,932,804,1195,733,537,673
AT1G08900,112,107,143,112,81,70
AT1G08910,2595,2061,3103,3017,1998,2710
AT1G08920,3242,3264,4400,2698,2593,2224
AT1G08930,11511,11045,14040,11610,9875,10937
AT1G08940,2309,2358,3416,2427,2344,2424
AT1G08950,2,1,0,2,2,0
AT1G08960,1220,1161,1820,1380,1101,1340
AT1G08970,4123,3592,4924,4019,4281,3958
AT1G08980,951,803,826,744,481,583
AT1G08985,2,0,2,0,0,2
AT1G08990,1239,1049,1615,858,516,816
AT1G09000,1088,979,1265,1318,1201,1081
AT1G09010,4291,3955,4633,3753,3619,3742
AT1G09020,4235,3654,5972,4387,3318,4086
AT1G09026,0,0,0,0,0,0
AT1G09030,2,4,8,0,2,6
AT1G09040,516,427,620,433,423,486
AT1G09050,538,548,620,502,436,536
AT1G09060,2689,2333,3470,3081,2627,3185
AT1G09070,5805,5367,7602,6650,5179,5689
AT1G09080,84,79,108,95,45,102
AT1G09090,1468,1092,2037,649,713,765
AT1G09100,3711,3301,4449,4081,3593,3658
AT1G09110,0,0,0,2,0,0
AT1G09130,3991,3575,4599,4229,3983,3949
AT1G09140,5980,6276,8013,6767,9437,6754
AT1G09150,5162,4461,5496,4889,5572,4880
AT1G09155,150,192,291,245,204,232
AT1G09157,3,11,8,120,59,72
AT1G09160,3242,3321,4251,3566,3242,3132
AT1G09170,481,580,798,511,164,377
AT1G09176,32,19,56,12,12,26
AT1G09180,69,63,72,46,43,61
AT1G09190,385,348,406,445,416,441
AT1G09195,661,652,859,552,397,643
AT1G09200,9190,9791,12263,7823,10352,8295
AT1G09210,26101,27055,32766,19990,24595,17307
AT1G09220,179,169,194,200,160,230
AT1G09230,1378,1214,1401,1346,1482,1380
AT1G09240,8,10,4,6,2,2
AT1G09245,0,0,0,0,0,0
AT1G09250,2113,2060,2535,1853,1891,2186
AT1G09260,3,2,1,5,1,0
AT1G09270,6697,6462,8854,6683,6262,6601
AT1G09280,3012,2752,2772,3114,3508,3120
AT1G09290,1534,1335,1609,1651,1831,1489
AT1G09300,2063,1927,2156,2279,2208,2081
AT1G09310,249,284,241,400,361,360
AT1G09320,850,856,981,1046,1117,1033
AT1G09330,4445,4587,5858,4173,4982,4108
AT1G09340,714,560,657,544,572,524
AT1G09350,17,14,21,153,82,89
AT1G09360,0,0,0,0,0,0
AT1G09370,0,0,4,4,8,2
AT1G09380,93,52,82,330,161,99
AT1G09390,840,701,906,473,507,409
AT1G09400,77,123,119,58,90,71
AT1G09410,200,167,246,241,179,206
AT1G09415,407,358,574,404,642,451
AT1G09420,1694,1563,2140,1949,1957,1771
AT1G09421,820,775,1064,916,1184,764
AT1G09430,6324,5794,7633,6093,5712,5403
AT1G09440,302,331,636,307,311,431
AT1G09450,912,955,1006,1207,1117,947
AT1G09460,3316,2560,3984,3575,2791,3595
AT1G09470,1378,1350,1458,1251,1591,1241
AT1G09480,341,305,401,380,363,325
AT1G09483,3,3,0,1,0,2
AT1G09490,1279,1187,1422,1363,1547,1412
AT1G09500,27,23,41,20,42,30
AT1G09510,4,1,2,4,3,0
AT1G09520,1506,1217,1508,1607,1618,1497
AT1G09530,384,368,375,401,310,478
AT1G09540,342,341,508,287,229,346
AT1G09550,12,9,8,6,5,10
AT1G09560,34429,23513,30514,24552,14836,14176
AT1G09570,11762,11335,13217,13714,12039,13166
AT1G09575,350,392,539,275,355,347
AT1G09580,1611,1680,2168,1223,1671,1218
AT1G09590,31670,31539,32997,31024,38055,26376
AT1G09600,312,264,306,270,214,251
AT1G09610,92,86,118,105,141,107
AT1G09620,13067,11269,14513,14401,11225,13354
AT1G09625,0,2,0,0,0,0
AT1G09630,3218,3270,3718,2865,3087,2582
AT1G09640,33532,31858,34622,37808,42186,33194
AT1G09645,2453,2202,2757,2596,2627,1965
AT1G09650,99,87,77,91,64,56
AT1G09660,4647,4593,5550,4054,5169,4314
AT1G09665,3,0,0,6,2,4
AT1G09680,263,305,319,309,195,298
AT1G09690,43169,45125,44384,42247,54274,38332
AT1G09700,1439,1297,1261,1467,1405,1250
AT1G09710,625,539,594,532,686,534
AT1G09720,6,9,0,2,1,9
AT1G09730,3859,3712,4813,4447,3824,4537
AT1G09740,8483,7217,8365,9965,7295,5591
AT1G09750,469,508,848,448,429,328
AT1G09760,6699,6214,6929,6659,7936,6297
AT1G09770,12333,11102,12758,13155,12857,12456
AT1G09780,32583,32170,43224,32483,30161,32458
AT1G09790,2,2,2,0,0,0
AT1G09794,575,369,601,553,521,469
AT1G09795,1434,1116,1544,1600,1396,1434
AT1G09800,751,649,801,788,927,661
AT1G09810,1328,1296,1608,1544,1504,1498
AT1G09812,131,104,156,135,171,153
AT1G09815,2355,2028,2713,2561,2845,2217
AT1G09820,616,565,665,599,556,587
AT1G09830,2766,2594,3112,3137,2930,2979
AT1G09840,8077,6224,9664,8533,7720,8011
AT1G09850,2526,2403,3632,2282,2444,2340
AT1G09860,134,137,153,133,207,109
AT1G09870,3225,2723,4007,3185,3020,2772
AT1G09880,245,147,350,270,199,272
AT1G09890,158,265,565,169,145,338
AT1G09900,790,818,895,1020,963,986
AT1G09910,1964,1573,1965,1817,1673,1852
AT1G09920,2999,2431,3596,3225,3077,3132
AT1G09930,31,19,31,54,43,21
AT1G09932,1661,1298,1894,2941,2217,2073
AT1G09935,0,2,4,2,3,0
AT1G09940,1802,1511,2008,1802,1550,1574
AT1G09950,263,204,248,289,240,261
AT1G09960,1405,972,1668,1284,1104,1479
AT1G09970,28562,22203,45720,30872,25681,36576
AT1G09980,3953,3676,5040,4884,3831,4567
AT1G09995,1221,1181,1420,1231,1290,1079
AT1G10000,55,37,71,91,70,62
AT1G10010,2,0,2,2,6,2
AT1G10020,1200,1333,1421,2451,1497,1484
AT1G10030,2880,2965,3693,2499,3248,2444
AT1G10040,826,870,1094,758,685,711
AT1G10050,1954,2248,2216,2203,2204,1770
AT1G10060,29,12,30,13,11,7
AT1G10070,291,351,304,544,495,347
AT1G10090,1839,1250,2556,1531,1022,1700
AT1G10095,385,409,492,420,422,426
AT1G10100,3,0,2,1,0,1
AT1G10110,132,114,211,181,113,154
AT1G10120,2881,3069,4359,2584,2620,3005
AT1G10130,6223,5859,7909,6527,5500,6396
AT1G10140,1888,1250,2832,1972,1733,2184
AT1G10150,888,876,1222,990,776,865
AT1G10155,50,33,28,43,32,29
AT1G10170,5125,4547,5382,5448,4949,5062
AT1G10180,3445,2865,3746,3544,2884,3392
AT1G10190,0,0,0,0,0,0
AT1G10200,6589,6070,8883,6208,5681,6082
AT1G10210,883,646,893,753,786,723
AT1G10220,79,59,102,72,57,47
AT1G10230,957,1042,1117,1026,1569,1069
AT1G10240,1078,1019,1327,1279,1368,1309
AT1G10250,0,1,0,0,0,0
AT1G10270,2037,1859,2667,2550,1765,2423
AT1G10280,795,764,1088,751,621,680
AT1G10290,9621,9393,12305,9934,8152,9409
AT1G10300,1135,1395,1426,1129,1238,1538
AT1G10310,977,899,1056,1165,1237,1022
AT1G10320,1664,1538,2060,1772,1625,1850
AT1G10330,240,255,303,217,188,219
AT1G10340,250,174,200,453,155,268
AT1G10350,1352,1225,1852,1214,1292,1469
AT1G10360,140,140,328,137,101,149
AT1G10370,1346,1291,2864,1263,1597,1656
AT1G10380,1514,753,1938,2620,1914,3496
AT1G10385,22,43,53,27,22,24
AT1G10390,8178,7501,9860,10725,8562,9798
AT1G10400,1552,2073,1898,1135,1188,1289
AT1G10410,8391,6873,10633,6412,5756,7386
AT1G10417,263,256,323,263,228,207
AT1G10430,3310,2986,3827,3004,3001,2782
AT1G10440,0,0,0,0,0,0
AT1G10450,3629,3346,4261,4266,3119,3690
AT1G10455,2,0,13,10,12,0
AT1G10460,171,163,283,410,289,315
AT1G10470,3932,3675,6841,3584,3089,2932
AT1G10480,598,704,1029,361,192,309
AT1G10490,6298,5508,6384,7015,5956,6192
AT1G10500,2776,2251,3111,2640,2692,2424
AT1G10510,1865,1679,2239,1867,1724,1841
AT1G10520,393,348,516,402,448,454
AT1G10522,811,730,803,874,961,644
AT1G10530,357,341,545,205,200,221
AT1G10540,49,17,78,64,43,62
AT1G10550,152,167,234,192,134,171
AT1G10560,507,490,704,423,359,488
AT1G10570,2284,2083,2636,2432,2293,2342
AT1G10580,3627,3335,4750,4369,3684,3863
AT1G10585,8,6,4,12,16,25
AT1G10586,0,0,0,0,0,0
AT1G10588,0,0,0,0,0,0
AT1G10590,10741,10388,11489,10423,12625,9749
AT1G10600,1154,1084,1282,1010,1168,1139
AT1G10610,423,390,386,333,408,300
AT1G10620,2,2,2,5,3,2
AT1G10630,10049,12236,13442,9262,13670,9005
AT1G10640,46,42,49,51,58,83
AT1G10650,2025,1874,2711,2131,1853,2116
AT1G10652,0,0,0,0,0,0
AT1G10657,21,9,10,12,8,10
AT1G10660,2253,1894,2223,1915,1787,1779
AT1G10670,15873,17030,22690,14177,16868,14711
AT1G10680,12,16,36,5,2,4
AT1G10682,10212,4113,11029,2977,1939,3340
AT1G10690,367,230,494,273,279,417
AT1G10700,2423,2184,3135,2676,2496,2344
AT1G10710,18,20,18,10,21,28
AT1G10717,0,0,0,0,0,0
AT1G10720,2573,2330,3347,2497,2487,2446
AT1G10730,1117,978,1372,1138,973,1108
AT1G10740,2188,2012,2894,2597,2416,2705
AT1G10745,0,0,0,1,0,0
AT1G10747,19,10,12,11,21,8
AT1G10750,1053,1142,1357,1068,1175,1172
AT1G10760,4739,3882,4528,4980,3816,4625
AT1G10770,29,48,42,115,106,86
AT1G10780,1343,1209,1458,1297,1365,1098
AT1G10790,156,116,139,126,106,103
AT1G10800,63,73,142,48,37,93
AT1G10810,372,342,633,251,255,363
AT1G10820,2060,1740,2550,2038,1971,2239
AT1G10830,761,628,893,845,793,736
AT1G10840,13859,13753,14712,14171,16556,13466
AT1G10850,3066,3017,3690,2583,2911,2840
AT1G10865,2399,2173,2670,2800,2983,2273
AT1G10870,2895,2738,3717,2861,2340,2738
AT1G10880,4,6,6,2,0,8
AT1G10890,4758,4715,5520,4912,5136,4845
AT1G10900,4804,4026,6090,4910,3696,5057
AT1G10910,1538,1519,1595,1472,1605,1507
AT1G10920,121,110,163,86,102,156
AT1G10930,1800,1643,2156,2027,1536,2001
AT1G10940,5204,4962,6897,6943,6370,5963
AT1G10950,14414,12972,17182,12893,12596,13120
AT1G10960,3041,2762,5392,2792,3899,4294
AT1G10970,950,732,1403,748,751,990
AT1G10980,11,20,11,22,6,14
AT1G10990,1871,1653,1788,2100,1865,1488
AT1G11000,2359,2593,3148,2822,3074,2802
AT1G11010,0,0,0,1,0,0
AT1G11020,1585,1447,1839,1560,1717,1747
AT1G11030,0,0,0,0,0,0
AT1G11040,3,6,8,10,8,6
AT1G11050,1285,1175,1778,1030,991,1298
AT1G11060,2134,1912,2451,2034,1868,2025
AT1G11070,19,16,62,20,24,20
AT1G11080,193,121,468,52,54,83
AT1G11090,907,734,1126,791,828,894
AT1G11100,1215,1028,1467,1441,1151,1338
AT1G11110,0,2,0,0,0,4
AT1G11112,26,8,14,31,48,37
AT1G11120,615,501,583,619,717,572
AT1G11125,363,488,566,428,612,389
AT1G11130,3782,2467,4242,5049,3391,4506
AT1G11145,0,0,0,2,0,0
AT1G11160,816,973,1447,1109,729,1206
AT1G11170,433,503,700,640,464,660
AT1G11175,480,374,439,356,371,342
AT1G11180,283,203,265,212,180,183
AT1G11185,717,398,1487,532,555,993
AT1G11190,419,538,1048,433,201,668
AT1G11200,1895,1656,2144,1664,1727,1670
AT1G11210,422,288,597,292,189,418
AT1G11220,524,581,623,492,494,414
AT1G11230,0,0,0,4,2,12
AT1G11240,4582,4736,5245,4954,6361,5021
AT1G11250,7,8,21,0,3,8
AT1G11260,4056,3838,5157,4847,2328,2668
AT1G11270,740,827,880,793,853,921
AT1G11280,3215,3165,3978,4306,3872,4442
AT1G11290,212,226,291,274,228,243
AT1G11300,916,963,935,728,587,637
AT1G11310,7469,5653,8992,6516,4730,6672
AT1G11320,443,455,463,413,376,470
AT1G11330,3179,1838,4132,2207,1913,3260
AT1G11340,14,8,2,23,8,18
AT1G11350,327,332,322,371,349,341
AT1G11360,2756,2626,3455,2511,2754,2513
AT1G11362,6,12,20,14,8,4
AT1G11370,2,0,0,0,0,0
AT1G11380,1102,952,1375,969,1142,1021
AT1G11390,2376,2254,3141,2598,2185,2382
AT1G11400,2762,2863,3167,3354,3907,3299
AT1G11410,311,236,302,296,294,309
AT1G11420,1214,1206,1514,1258,1177,1423
AT1G11430,1713,1547,2212,1732,1741,1461
AT1G11440,641,496,936,482,366,521
AT1G11450,2188,1130,1861,2725,1808,2105
AT1G11460,159,50,101,158,95,111
AT1G11470,0,0,1,0,0,0
AT1G11475,3164,3162,3680,4231,5050,3826
AT1G11480,8733,8025,9344,8840,9293,8742
AT1G11490,79,76,107,54,88,57
AT1G11500,87,70,115,83,61,101
AT1G11510,0,4,3,1,0,0
AT1G11520,0,1,1,3,0,0
AT1G11530,417,368,316,383,267,209
AT1G11540,956,892,1298,1320,787,969
AT1G11545,3930,3998,5014,1924,2107,1813
AT1G11550,2,0,0,0,0,0
AT1G11560,17,21,21,5,13,13
AT1G11570,274,155,297,195,257,216
AT1G11572,19,6,14,2,4,9
AT1G11580,103602,77288,106768,67989,71804,85026
AT1G11590,0,7,4,4,8,11
AT1G11592,1369,1428,1831,1443,1564,1504
AT1G11593,0,0,0,0,0,0
AT1G11600,193,81,76,291,180,111
AT1G11608,4,0,3,2,2,0
AT1G11610,0,1,1,2,1,0
AT1G11620,2,0,12,0,0,0
AT1G11630,812,1011,1115,961,1037,958
AT1G11640,0,0,2,2,1,2
AT1G11650,14873,13487,18238,16145,15721,15043
AT1G11655,59,114,169,124,119,166
AT1G11660,4754,4318,5821,4921,4441,4584
AT1G11670,5750,5915,8305,5791,5202,6498
AT1G11680,27379,25897,25418,20483,24351,21368
AT1G11684,3,2,1,0,0,0
AT1G11690,1,2,7,2,1,0
AT1G11700,809,551,1051,484,440,671
AT1G11710,602,615,707,648,581,605
AT1G11720,1167,1164,1185,1253,1171,1150
AT1G11730,237,227,287,258,283,189
AT1G11735,16,24,23,92,98,125
AT1G11740,105,111,239,1008,472,549
AT1G11750,2954,2435,3008,3224,3180,2881
AT1G11755,970,865,1178,979,1110,1043
AT1G11760,758,747,793,808,856,683
AT1G11765,0,0,0,0,0,0
AT1G11770,5,12,21,9,19,19
AT1G11780,1598,1692,1941,1827,1770,1629
AT1G11785,10,17,31,19,28,7
AT1G11790,1962,1698,2651,2027,2010,2132
AT1G11800,638,633,772,909,891,848
AT1G11810,43,29,35,50,67,25
AT1G11820,3727,3286,4138,4046,3879,3532
AT1G11840,50598,45123,52218,44122,47247,35762
AT1G11850,10,2,0,2,0,3
AT1G11860,9735,9051,11323,7624,8753,8474
AT1G11870,1259,1269,1553,1212,1240,1316
AT1G11880,652,614,761,731,735,603
AT1G11890,4261,3787,5198,4712,4002,3831
AT1G11900,278,294,296,293,258,283
AT1G11905,1716,1504,2168,1782,1949,1646
AT1G11910,43906,36733,47270,41468,38254,35011
AT1G11915,208,139,196,159,141,126
AT1G11920,102,230,389,317,152,335
AT1G11925,4,0,2,4,20,4
AT1G11930,2353,2488,2848,2500,2674,2368
AT1G11940,956,974,1282,1101,1041,1030
AT1G11950,909,700,907,996,756,850
AT1G11960,1035,748,1133,1277,873,890
AT1G11970,0,2,2,0,0,2
AT1G11980,1,0,0,0,1,0
AT1G11990,5,0,0,0,1,4
AT1G12000,20590,19399,27532,17175,18081,17744
AT1G12010,1801,1073,3710,1258,1135,1822
AT1G12013,50,32,56,74,91,46
AT1G12015,7,7,13,16,13,11
AT1G12020,1071,965,1172,1911,1862,1561
AT1G12030,105,48,82,85,55,70
AT1G12040,2289,2749,6802,4355,1327,3746
AT1G12050,3253,2816,4208,3011,2913,2995
AT1G12060,440,405,587,502,495,440
AT1G12064,29,38,32,32,36,14
AT1G12070,75,118,83,91,128,60
AT1G12080,3714,3468,9237,8278,6769,6457
AT1G12090,12729,11317,18444,6883,7794,7774
AT1G12100,152,153,110,103,147,100
