gene,Atha_WT_Col_0_sl_FLT_Rep1_G1S1,Atha_WT_Col_0_sl_FLT_Rep2_G1S2,Atha_WT_Col_0_sl_FLT_Rep3_G1S3,Atha_WT_Col_0_sl_GC_Rep1_G2S1,Atha_WT_Col_0_sl_GC_Rep2_G2S2,Atha_WT_Col_0_sl_GC_Rep3_G2S3
AT1G05080,2,1,0,4,4,3
AT1G05083,2,1,5,2,13,3
AT1G05085,0,0,0,0,0,0
AT1G05087,218,65,35,91,90,175
AT1G05090,203,68,117,120,139,168
AT1G05093,1,3,2,3,3,2
AT1G05097,0,1,0,0,0,0
AT1G05100,61,145,96,30,89,76
AT1G05103,5,0,1,1,1,0
AT1G05107,0,1,4,4,2,2
AT1G05113,0,0,0,0,0,0
AT1G05117,0,1,0,0,0,0
AT1G05120,645,321,284,438,467,579
AT1G05123,1,0,0,0,0,0
AT1G05127,1,0,0,0,0,0
AT1G05133,1,0,1,6,2,1
AT1G05136,0,0,0,0,0,0
AT1G05137,0,0,0,0,0,0
AT1G05140,534,580,623,456,684,625
AT1G05143,2,0,2,0,0,1
AT1G05147,36,30,47,106,286,232
AT1G05150,2079,1061,1112,1138,1300,1443
AT1G05153,0,0,0,0,0,1
AT1G05160,254,179,173,195,215,290
AT1G05163,285,955,1053,866,634,545
AT1G05170,540,287,242,261,290,344
AT1G05173,0,0,0,0,0,0
AT1G05177,0,4,0,8,1,1
AT1G05180,769,467,510,585,593,736
AT1G05183,391,224,241,310,372,438
AT1G05187,75,58,54,55,88,63
AT1G05190,6852,4101,4005,2393,3288,3522
AT1G05193,0,0,0,0,0,0
AT1G05197,0,0,0,0,0,0
AT1G05200,95,125,154,50,205,138
AT1G05203,1,2,6,2,1,2
AT1G05205,431,258,227,142,269,351
AT1G05207,16,9,15,5,17,12
AT1G05210,89,54,58,38,65,62
AT1G05213,410,243,301,431,404,460
AT1G05217,0,0,0,0,0,0
AT1G05220,27,12,16,32,26,56
AT1G05223,0,0,0,0,0,0
AT1G05227,0,1,2,0,1,0
AT1G05230,636,515,488,343,403,436
AT1G05233,0,0,1,0,0,1
AT1G05237,0,0,0,0,0,0
AT1G05240,6,0,4,2,2,11
AT1G05243,2,5,6,0,5,2
AT1G05247,0,0,0,0,0,0
AT1G05250,2907,2021,3362,2973,4819,4651
AT1G05253,97,79,87,66,129,100
AT1G05257,0,0,0,0,0,0
AT1G05260,1233,1141,1385,2055,3105,3513
AT1G05263,0,0,0,0,0,0
AT1G05267,13,7,7,4,9,4
AT1G05270,1049,569,613,1182,723,1385
AT1G05273,2423,1494,1601,354,1084,2126
AT1G05277,21,25,23,6,25,19
AT1G05280,15,12,29,41,51,55
AT1G05283,0,0,0,0,0,0
AT1G05287,49,11,20,4,25,25
AT1G05290,0,1,3,1,0,2
AT1G05291,0,0,0,0,0,1
AT1G05293,0,0,1,0,0,0
AT1G05297,6,3,2,0,6,4
AT1G05300,42,30,46,41,62,64
AT1G05303,1,0,0,0,0,0
AT1G05307,0,1,0,3,0,1
AT1G05310,2,4,8,13,10,7
AT1G05313,0,1,0,1,0,0
AT1G05317,1,0,1,0,1,2
AT1G05320,948,568,592,747,869,1034
AT1G05323,1,4,8,0,6,6
AT1G05327,5,8,11,10,27,16
AT1G05330,13,3,14,8,20,14
AT1G05333,1330,195,65,733,170,481
AT1G05337,332,303,320,82,314,304
AT1G05340,190,229,232,154,510,417
AT1G05343,0,0,0,0,0,1
AT1G05347,1424,1106,1336,1624,2812,3153
AT1G05350,533,288,288,315,360,390
AT1G05353,2,1,0,2,2,3
AT1G05357,6,1,1,3,1,2
AT1G05360,165,121,137,63,203,166
AT1G05363,0,0,0,2,2,0
AT1G05367,1,0,0,1,0,1
AT1G05370,52,44,43,28,50,36
AT1G05373,0,0,0,0,0,0
AT1G05377,0,0,0,0,0,0
AT1G05380,1813,859,926,1425,1381,1765
AT1G05383,3,0,1,4,2,3
AT1G05385,188,182,197,243,231,282
AT1G05387,0,1,0,0,2,0
AT1G05390,0,0,0,0,0,0
AT1G05397,13,3,4,4,8,15
AT1G05400,27,20,24,27,51,47
AT1G05407,0,0,0,0,0,0
AT1G05410,354,173,182,267,194,312
AT1G05413,0,0,0,3,0,1
AT1G05417,0,0,0,0,0,0
AT1G05420,63,62,58,44,61,38
AT1G05423,0,0,0,0,0,0
AT1G05427,0,0,0,0,0,0
AT1G05430,394,234,221,215,259,298
AT1G05433,0,0,0,0,0,0
AT1G05440,55,27,20,29,30,28
AT1G05443,0,0,1,1,0,0
AT1G05447,0,0,0,0,0,0
AT1G05450,26,5,7,20,17,20
AT1G05453,374,307,338,267,474,392
AT1G05460,377,182,208,279,221,249
AT1G05463,0,0,0,0,0,1
AT1G05467,6,6,2,7,0,8
AT1G05470,181,188,227,277,417,486
AT1G05473,0,0,0,0,0,0
AT1G05477,0,0,0,0,1,0
AT1G05483,2,2,6,2,8,3
AT1G05487,3,7,2,5,8,7
AT1G05490,452,211,207,203,215,241
AT1G05493,0,0,0,1,0,0
AT1G05497,0,0,1,5,2,1
AT1G05500,1161,733,723,803,836,962
AT1G05507,0,0,3,1,1,1
AT1G05510,1277,101,95,461,196,501
AT1G05517,1,0,0,0,0,2
AT1G05520,2068,1099,1082,1237,1382,1773
AT1G05523,208,226,310,352,530,566
AT1G05527,0,0,0,0,1,0
AT1G05530,32,26,31,61,43,71
AT1G05533,0,1,0,0,0,0
AT1G05537,1,0,0,0,0,0
AT1G05540,9,4,8,15,18,6
AT1G05543,1,5,2,6,9,3
AT1G05547,0,0,0,0,0,0
AT1G05550,3,4,7,10,5,5
AT1G05553,55,29,32,34,31,59
AT1G05557,14,10,11,3,14,12
AT1G05560,1108,746,864,1244,905,1154
AT1G05562,1094,666,907,1288,898,1186
AT1G05563,0,0,0,0,0,0
AT1G05567,0,0,0,0,0,0
AT1G05570,2221,1434,1497,3748,3287,4565
AT1G05575,27,26,27,44,58,59
AT1G05577,1,2,3,4,4,6
AT1G05580,3,4,7,9,13,8
AT1G05583,4,0,0,0,1,1
AT1G05587,2,0,0,0,0,0
AT1G05590,714,463,441,227,436,392
AT1G05593,1,0,3,0,0,1
AT1G05597,0,0,0,0,0,0
AT1G05600,153,104,120,160,144,172
AT1G05603,0,0,0,1,0,0
AT1G05607,1,0,0,0,2,1
AT1G05610,6,3,4,2,7,3
AT1G05613,0,0,0,0,0,0
AT1G05615,0,0,0,1,1,0
AT1G05617,0,0,1,0,0,0
AT1G05620,739,381,379,319,484,477
AT1G05623,0,0,0,3,0,0
AT1G05627,0,0,0,0,0,0
AT1G05630,242,156,159,154,246,227
AT1G05633,0,0,0,0,0,0
AT1G05637,0,0,0,0,0,0
AT1G05640,179,81,105,109,127,143
AT1G05643,0,0,0,0,2,1
AT1G05647,0,0,0,2,1,1
AT1G05650,2,6,7,10,9,3
AT1G05653,0,0,0,0,0,0
AT1G05657,0,0,0,0,0,1
AT1G05660,36,37,51,62,101,95
AT1G05663,0,1,2,1,0,1
AT1G05667,0,1,0,0,0,0
AT1G05670,111,61,79,84,95,89
AT1G05673,0,0,0,0,0,0
AT1G05675,5,6,9,21,14,5
AT1G05680,289,148,257,214,378,364
AT1G05683,0,0,0,0,1,0
AT1G05687,256,124,143,69,131,140
AT1G05690,21,19,24,31,29,34
AT1G05693,1,3,2,4,0,2
AT1G05697,1,2,1,3,2,0
AT1G05700,99,75,113,311,235,394
AT1G05703,0,1,0,3,4,2
AT1G05707,6,11,15,4,22,15
AT1G05710,80,92,116,63,217,158
AT1G05713,0,0,0,0,0,0
AT1G05717,0,0,0,0,0,0
AT1G05720,710,257,228,255,308,476
AT1G05723,1,1,1,2,4,0
AT1G05727,5,2,5,0,5,1
AT1G05730,89,20,20,15,29,34
AT1G05733,47,56,66,22,59,57
AT1G05737,0,0,0,0,0,0
AT1G05740,0,0,0,0,0,1
AT1G05747,0,1,1,0,4,1
AT1G05750,128,69,83,99,116,155
AT1G05753,318,177,203,457,409,631
AT1G05757,1,3,0,1,0,1
AT1G05760,11,19,19,27,63,42
AT1G05763,1,1,0,0,3,6
AT1G05767,473,218,230,189,146,183
AT1G05770,2,0,3,2,6,12
AT1G05773,4,2,5,1,5,4
AT1G05777,1,0,1,0,1,2
AT1G05780,187,120,109,60,121,169
AT1G05783,5,2,3,7,8,13
AT1G05785,115,91,117,61,146,133
AT1G05787,9,0,1,0,1,3
AT1G05790,666,442,440,581,527,746
AT1G05793,0,0,0,0,0,0
AT1G05797,0,0,0,0,0,0
AT1G05800,2,1,8,3,14,2
AT1G05803,0,4,0,1,0,0
AT1G05805,481,307,326,401,633,695
AT1G05807,0,0,0,0,3,0
AT1G05810,1445,921,841,872,977,1280
AT1G05813,0,1,0,0,0,0
AT1G05817,0,0,0,0,0,0
AT1G05820,66,40,40,77,73,92
AT1G05823,0,0,0,0,2,1
AT1G05827,1,0,0,0,1,0
AT1G05830,988,512,519,733,708,857
AT1G05833,5,13,15,7,6,3
AT1G05835,1867,982,819,771,647,1146
AT1G05837,48,111,115,42,169,140
AT1G05840,903,442,435,979,684,1145
AT1G05843,8,17,7,4,17,4
AT1G05847,0,1,3,1,2,1
AT1G05850,17989,15645,14195,14683,19609,21774
AT1G05853,68,34,34,17,23,44
AT1G05857,0,0,0,0,0,0
AT1G05860,404,200,212,296,235,367
AT1G05863,2,0,1,4,3,0
AT1G05867,1,2,4,3,4,3
AT1G05870,1016,484,410,433,416,561
AT1G05873,75,31,38,65,55,74
AT1G05880,1,1,1,5,7,7
AT1G05887,0,0,0,0,0,0
AT1G05890,2547,1502,1606,3114,2501,3703
AT1G05893,0,0,0,0,0,0
AT1G05894,17,7,11,10,21,25
AT1G05897,0,1,1,2,0,0
AT1G05900,153,67,69,59,95,90
AT1G05903,0,0,0,2,0,0
AT1G05907,0,0,0,0,0,0
AT1G05910,821,421,454,517,609,747
AT1G05913,12,17,10,7,9,8
AT1G05917,0,0,0,0,0,0
AT1G05920,8,4,11,13,16,8
AT1G05927,384,1033,1084,207,1517,1097
AT1G05930,1,4,3,9,5,2
AT1G05933,4,2,2,0,8,2
AT1G05937,15,5,9,11,10,15
AT1G05940,952,603,729,629,873,969
AT1G05943,0,0,4,1,4,1
AT1G05947,0,1,0,1,4,1
AT1G05950,188,102,89,57,65,103
AT1G05953,1,1,5,3,2,2
AT1G05957,0,0,0,0,0,0
AT1G05960,2600,1622,1418,1556,2260,2552
AT1G05963,0,1,3,2,1,0
AT1G05967,1,0,0,1,0,1
AT1G05970,117,56,87,114,94,117
AT1G05973,25,13,16,10,17,19
AT1G05977,1,2,1,2,2,2
AT1G05980,0,0,0,0,0,0
AT1G05983,0,0,0,0,0,0
AT1G05987,0,0,0,0,0,1
AT1G05990,41,34,51,43,42,44
AT1G05993,0,0,0,0,0,0
AT1G05997,0,0,1,0,0,0
AT1G06000,2083,2239,2738,630,1026,916
AT1G06002,2112,2301,2720,605,1084,876
AT1G06003,6,4,5,9,12,8
AT1G06007,0,0,1,0,0,0
AT1G06010,168,91,117,71,100,136
AT1G06013,0,0,0,0,0,0
AT1G06017,0,1,0,2,0,0
AT1G06020,4,4,9,7,19,12
AT1G06023,0,0,0,0,1,0
AT1G06027,0,0,0,0,0,0
AT1G06030,6,13,12,13,15,28
AT1G06033,7,2,9,0,2,2
AT1G06037,0,0,0,0,0,0
AT1G06040,1384,1163,1124,1274,1663,1961
AT1G06043,0,0,0,0,0,1
AT1G06045,88,35,47,67,56,81
AT1G06047,1,1,0,0,0,0
AT1G06050,108,76,89,113,157,169
AT1G06053,0,0,3,0,1,1
AT1G06057,1,0,4,3,3,0
AT1G06060,514,373,309,337,541,609
AT1G06063,0,0,0,0,0,0
AT1G06067,0,0,0,0,0,0
AT1G06070,1000,625,692,613,902,985
AT1G06073,0,0,0,0,0,0
AT1G06080,1010,1965,1677,243,1884,1114
AT1G06083,7,2,3,5,5,10
AT1G06087,0,0,0,0,0,0
AT1G06090,21,16,20,33,97,98
AT1G06093,0,1,2,1,1,1
AT1G06097,0,0,0,1,0,0
AT1G06100,2,5,0,1,0,1
AT1G06103,0,0,1,0,0,0
AT1G06110,1346,781,894,1444,1204,1726
AT1G06113,1,1,0,0,4,2
AT1G06117,1,0,0,0,0,3
AT1G06120,21,15,24,8,50,50
AT1G06123,0,0,0,0,0,0
AT1G06127,1,1,1,1,4,1
AT1G06130,577,324,319,438,386,551
AT1G06133,0,0,1,0,0,0
AT1G06135,1,0,2,0,3,1
AT1G06137,0,0,0,0,1,1
AT1G06140,29,31,19,26,40,34
AT1G06143,107,55,69,85,79,75
AT1G06147,0,0,0,0,1,1
AT1G06148,1,4,12,9,9,4
AT1G06150,659,369,392,452,530,655
AT1G06153,6,0,1,3,2,1
AT1G06157,0,0,0,0,0,0
AT1G06160,17,2,11,23,18,22
AT1G06163,0,2,6,9,10,1
AT1G06170,3,6,18,9,9,6
AT1G06173,15,3,10,4,10,5
AT1G06177,15,2,7,3,7,11
AT1G06180,90,44,50,46,80,65
AT1G06187,0,0,0,0,0,0
AT1G06190,1965,1350,1284,954,1184,1325
AT1G06197,0,0,0,0,0,0
AT1G06200,1092,489,534,855,731,1246
AT1G06203,1,0,0,0,1,0
AT1G06207,1,1,0,0,2,0
AT1G06210,464,320,355,342,476,470
AT1G06213,52,17,21,20,23,28
AT1G06217,0,0,2,0,1,0
AT1G06220,2385,1244,1308,1277,1434,1844
AT1G06225,1,2,2,1,9,6
AT1G06227,139,55,71,47,77,118
AT1G06230,2086,1056,1166,1940,1949,2321
AT1G06233,0,0,1,0,0,2
AT1G06237,0,0,0,0,0,0
AT1G06240,274,163,201,177,228,227
AT1G06243,0,0,0,0,0,0
AT1G06247,0,0,0,0,0,0
AT1G06250,50,41,28,30,40,33
AT1G06253,0,2,0,0,0,0
AT1G06257,6,5,8,0,4,3
AT1G06260,53,62,55,37,83,53
AT1G06263,0,0,0,0,0,0
AT1G06265,107,110,141,47,150,142
AT1G06267,0,0,0,0,0,0
AT1G06270,99,66,70,106,89,101
AT1G06273,0,0,0,0,0,0
AT1G06277,0,0,0,0,0,0
AT1G06280,0,1,3,3,2,3
AT1G06283,0,2,0,0,0,0
AT1G06287,16,7,4,8,5,14
AT1G06290,4194,2012,2309,1808,2289,2826
AT1G06293,0,1,2,1,1,0
AT1G06297,0,0,2,0,0,2
AT1G06303,0,1,2,2,1,1
AT1G06307,1,0,0,0,0,0
AT1G06310,7,9,4,12,21,9
AT1G06313,0,0,2,3,5,2
AT1G06317,2,0,0,0,1,0
AT1G06320,41,19,17,15,12,13
AT1G06323,0,0,0,0,1,0
AT1G06327,0,1,0,0,2,1
AT1G06330,109,61,53,26,40,44
AT1G06333,0,0,1,5,2,1
AT1G06337,2,1,1,0,2,0
AT1G06340,19,2,11,15,7,5
AT1G06343,0,0,0,0,0,1
AT1G06347,0,0,0,0,0,0
AT1G06350,1192,412,451,200,412,440
AT1G06353,0,3,0,1,0,0
AT1G06357,2,4,6,9,7,2
AT1G06360,2689,1634,1454,733,895,1056
AT1G06363,0,0,0,0,0,0
AT1G06373,0,0,1,2,0,0
AT1G06377,4,1,0,0,1,1
AT1G06380,198,137,108,126,151,166
AT1G06383,0,0,2,1,4,2
AT1G06387,0,0,1,0,4,0
AT1G06390,2546,1553,1487,1372,1919,2426
AT1G06393,0,0,0,0,0,0
AT1G06397,0,2,0,4,0,0
AT1G06400,1297,717,811,1342,1189,1752
AT1G06403,0,0,0,1,1,0
AT1G06407,1,0,3,4,2,1
AT1G06410,2800,1458,1671,2198,2465,2658
AT1G06413,0,0,0,0,0,0
AT1G06417,0,1,0,0,1,0
AT1G06420,83,48,49,52,55,45
AT1G06423,27,7,6,4,7,5
AT1G06427,0,0,0,1,1,0
AT1G06430,910,638,734,999,756,988
AT1G06433,0,5,2,0,8,2
AT1G06437,0,0,0,0,0,0
AT1G06440,57,36,50,42,52,40
AT1G06443,0,2,1,0,2,0
AT1G06447,0,0,0,2,3,0
AT1G06450,260,105,100,139,146,134
AT1G06453,6,3,0,0,0,0
AT1G06457,201,77,89,39,43,76
AT1G06460,382,339,396,245,435,544
AT1G06463,805,317,374,108,168,379
AT1G06467,1,0,4,1,1,0
AT1G06470,498,261,300,190,340,371
AT1G06473,157,78,80,141,157,196
AT1G06475,17,21,18,16,26,29
AT1G06480,0,0,0,0,0,0
AT1G06483,0,0,0,1,1,1
AT1G06487,1,0,0,0,0,0
AT1G06490,68,58,88,121,151,159
AT1G06493,0,0,0,0,0,0
AT1G06497,0,0,0,0,0,0
AT1G06500,67,33,31,28,53,55
AT1G06507,1,0,0,0,0,0
AT1G06510,291,175,177,177,210,267
AT1G06513,0,0,0,0,0,1
AT1G06515,327,196,200,158,243,283
AT1G06517,0,0,0,0,0,0
AT1G06520,53,29,27,45,106,80
AT1G06523,0,0,2,3,0,0
AT1G06527,1,0,0,1,2,2
AT1G06530,708,338,412,1101,508,796
AT1G06533,0,0,0,0,0,0
AT1G06537,20,5,6,2,3,2
AT1G06540,778,333,453,1080,599,916
AT1G06543,0,0,0,1,0,0
AT1G06547,0,0,0,0,0,0
AT1G06550,842,424,429,290,359,475
AT1G06553,1,1,0,0,0,1
AT1G06557,0,0,0,0,0,1
AT1G06560,332,179,209,254,176,271
AT1G06567,1,2,4,2,2,0
AT1G06570,691,649,776,2726,2102,2759
AT1G06573,339,245,256,429,563,658
AT1G06577,11,7,3,4,6,7
AT1G06580,82,44,55,74,67,82
AT1G06583,16,11,13,7,17,19
AT1G06587,13,8,13,2,5,13
AT1G06590,244,113,131,151,235,217
AT1G06593,0,0,3,0,0,0
AT1G06597,0,0,0,0,0,0
AT1G06603,0,0,0,0,1,0
AT1G06607,1,2,2,5,7,1
AT1G06610,0,0,0,0,0,0
AT1G06613,39,15,19,10,20,23
AT1G06617,0,0,0,0,0,0
AT1G06620,561,549,618,686,717,1001
AT1G06623,0,0,0,0,0,0
AT1G06627,0,0,0,0,1,1
AT1G06630,316,232,248,259,269,364
AT1G06633,0,0,0,1,0,0
AT1G06637,0,0,0,0,0,0
AT1G06640,1273,1751,1563,1580,2509,2759
AT1G06643,0,0,0,0,0,0
AT1G06645,165,59,98,79,61,117
AT1G06647,0,0,0,0,0,0
AT1G06650,405,313,311,274,431,438
AT1G06653,0,0,0,0,0,0
AT1G06657,0,0,0,1,0,1
AT1G06660,80,47,43,46,71,67
AT1G06663,0,1,0,2,1,3
AT1G06667,0,0,0,0,0,0
AT1G06670,2331,1167,1194,1849,1560,2236
AT1G06673,0,0,0,0,0,0
AT1G06677,1,0,0,1,0,0
AT1G06680,6483,5935,6555,3012,7175,6596
AT1G06683,0,1,1,0,2,0
AT1G06687,20,28,14,7,41,47
AT1G06690,207,189,188,45,200,108
AT1G06693,0,1,2,0,0,1
AT1G06697,0,0,0,1,1,0
AT1G06700,2760,1955,1877,2689,2641,3501
AT1G06703,0,0,1,5,2,1
AT1G06707,0,0,0,0,0,0
AT1G06710,141,74,73,102,108,121
AT1G06713,0,0,0,0,0,0
AT1G06717,1,1,0,0,2,0
AT1G06720,1249,615,668,1075,826,1195
AT1G06723,0,1,2,0,0,2
AT1G06727,0,2,3,0,1,2
AT1G06730,427,295,313,270,305,366
AT1G06733,0,0,1,0,0,0
AT1G06737,4,3,1,0,1,8
AT1G06740,100,71,75,100,144,109
AT1G06743,0,0,0,0,0,0
AT1G06747,0,0,0,0,0,0
AT1G06750,17,4,9,6,6,20
AT1G06753,3,6,11,15,15,6
AT1G06757,0,0,2,0,3,3
AT1G06760,3814,2309,2410,3875,3140,3971
AT1G06770,212,181,165,189,186,239
AT1G06773,1,0,0,0,2,1
AT1G06777,0,0,0,0,0,0
AT1G06780,511,301,374,322,501,504
AT1G06783,3,0,1,0,0,0
AT1G06787,160,52,61,95,86,155
AT1G06790,288,190,187,159,233,277
AT1G06797,0,0,0,0,0,0
AT1G06800,637,456,547,819,631,812
AT1G06810,2,1,2,1,0,0
AT1G06817,0,0,0,0,0,0
AT1G06820,480,293,382,241,369,366
AT1G06823,0,0,2,2,1,0
AT1G06827,0,1,0,0,1,1
AT1G06830,14,6,19,27,30,23
AT1G06837,17,3,5,8,9,10
AT1G06840,1064,824,812,1236,1188,1706
AT1G06850,620,505,529,346,572,538
AT1G06853,0,0,0,0,0,0
AT1G06857,0,0,1,0,0,0
AT1G06860,0,0,0,0,0,0
AT1G06863,0,0,0,0,0,0
AT1G06867,0,1,0,1,2,2
AT1G06870,496,300,307,178,485,365
AT1G06873,0,0,0,0,0,0
AT1G06877,0,0,0,0,1,0
AT1G06880,0,0,0,0,0,0
AT1G06883,3,11,8,10,27,20
AT1G06890,2468,1531,1443,1561,1797,2170
AT1G06897,1,1,2,1,2,1
AT1G06900,1906,1083,1110,1647,1403,1875
AT1G06903,2,0,1,0,1,0
AT1G06907,0,0,0,0,0,0
AT1G06910,141,66,56,57,96,87
AT1G06913,1,0,0,0,0,0
AT1G06917,0,0,0,0,0,0
AT1G06920,10,8,7,5,10,9
AT1G06923,28,24,25,25,41,36
AT1G06925,4,4,7,5,11,11
AT1G06927,0,2,1,0,1,1
AT1G06930,98,50,47,38,88,88
AT1G06933,0,0,0,0,0,0
AT1G06937,0,0,0,0,0,0
AT1G06943,0,0,0,2,2,2
AT1G06947,0,0,0,2,1,0
AT1G06950,7015,4454,4848,3455,4251,4508
AT1G06953,0,0,0,0,0,0
AT1G06957,0,0,0,0,0,0
AT1G06960,292,200,197,175,237,253
AT1G06963,3,12,7,3,12,15
AT1G06967,0,0,0,0,1,2
AT1G06970,63,25,40,46,38,32
AT1G06973,0,0,1,0,0,0
AT1G06977,5,9,10,6,11,12
AT1G06980,526,468,360,434,384,549
AT1G06983,0,0,2,3,3,2
AT1G06987,1,0,0,0,0,2
AT1G06990,1,2,4,5,5,5
AT1G06993,1,0,0,0,0,0
AT1G06997,0,0,1,5,2,2
AT1G07000,512,426,460,816,787,998
AT1G07003,1,1,4,2,4,6
AT1G07007,3,1,3,0,7,1
AT1G07010,311,195,207,119,185,195
AT1G07013,0,0,0,0,0,0
AT1G07017,1,3,0,0,1,0
AT1G07020,426,284,295,503,346,475
AT1G07023,0,2,2,1,0,0
AT1G07025,2,0,2,1,2,3
AT1G07027,0,1,0,1,1,0
AT1G07030,655,449,457,448,693,683
AT1G07040,484,351,430,610,953,990
AT1G07050,18,26,29,15,41,32
AT1G07051,0,0,0,0,1,0
AT1G07060,3,1,2,0,3,1
AT1G07070,324,199,179,106,155,197
AT1G07080,3777,2302,2509,1808,2552,3485
AT1G07090,851,782,731,1079,1132,1457
AT1G07100,0,0,0,0,0,0
AT1G07110,1345,940,1076,1194,1352,1594
AT1G07117,0,1,1,0,5,0
AT1G07119,60,38,35,31,44,53
AT1G07120,12,10,12,19,21,19
AT1G07123,1,0,0,0,1,1
AT1G07127,0,0,0,0,0,0
AT1G07128,155,95,103,177,161,189
AT1G07130,160,91,118,166,156,180
AT1G07133,0,1,4,5,4,4
AT1G07135,172,172,153,84,170,169
AT1G07137,0,0,0,0,0,0
AT1G07140,5705,3373,3566,5351,4493,5889
AT1G07143,43,6,5,27,11,62
AT1G07147,0,0,2,1,0,1
AT1G07150,129,71,81,111,113,111
AT1G07157,0,0,0,0,0,0
AT1G07160,21,20,30,31,22,19
AT1G07163,0,0,0,0,2,0
AT1G07167,64,29,51,14,22,20
AT1G07170,393,239,187,225,217,376
AT1G07173,21,4,5,1,1,5
AT1G07175,7,2,4,2,2,8
AT1G07177,0,0,0,0,0,0
AT1G07180,14,4,8,9,12,5
AT1G07183,0,0,0,0,1,0
AT1G07187,29,4,5,8,11,4
AT1G07190,0,0,0,0,0,0
AT1G07193,0,0,0,0,0,0
AT1G07197,0,0,0,0,2,0
AT1G07200,521,394,452,843,956,1082
AT1G07210,987,585,524,446,567,663
AT1G07220,154,118,121,113,223,204
AT1G07230,1352,935,972,1297,1555,2008
AT1G07233,0,1,1,3,0,0
AT1G07237,0,2,0,0,1,0
AT1G07240,1021,838,848,1423,1434,1501
AT1G07243,0,0,0,0,0,0
AT1G07247,0,0,0,0,2,0
AT1G07250,529,403,420,699,784,806
AT1G07253,1,0,5,5,2,4
AT1G07257,0,0,0,0,0,0
AT1G07260,436,215,268,462,465,563
AT1G07263,0,0,0,0,1,1
AT1G07267,1,1,3,4,1,1
AT1G07270,37,18,14,16,28,11
AT1G07273,0,0,0,0,1,0
AT1G07277,0,0,0,0,0,0
AT1G07280,563,233,247,190,226,216
AT1G07283,0,0,0,0,0,0
AT1G07287,7,4,0,1,0,1
AT1G07290,75,40,28,37,52,50
AT1G07293,0,0,0,0,0,1
AT1G07297,0,0,0,0,0,0
AT1G07300,66,47,39,66,92,110
AT1G07303,1,0,0,1,0,1
AT1G07310,1812,1431,1602,2224,2629,3021
AT1G07313,0,0,0,0,0,0
AT1G07317,1,0,0,1,3,2
AT1G07320,5872,4024,4246,4456,4416,5550
AT1G07323,47,252,266,26,346,158
AT1G07327,0,0,0,1,1,1
AT1G07330,7,11,17,14,20,10
AT1G07333,0,1,1,0,1,0
AT1G07337,0,0,0,0,0,0
AT1G07340,8,2,2,6,10,6
AT1G07343,0,0,0,0,0,0
AT1G07347,4,1,2,4,1,2
AT1G07350,1523,761,825,730,772,1132
AT1G07353,0,0,0,1,0,1
AT1G07357,0,0,0,0,0,0
AT1G07360,1609,1117,1089,796,1382,1490
AT1G07367,0,0,0,2,1,6
AT1G07370,415,169,181,110,190,171
AT1G07373,0,2,4,1,10,8
AT1G07380,518,251,341,518,464,552
AT1G07383,0,0,0,0,0,1
AT1G07390,91,45,63,32,74,70
AT1G07393,0,0,0,0,0,0
AT1G07397,0,0,0,0,0,0
AT1G07400,94,150,106,135,81,136
AT1G07407,1,0,0,2,0,1
AT1G07410,90,76,61,56,80,88
AT1G07413,0,0,0,1,0,0
AT1G07417,0,0,0,0,0,0
AT1G07420,496,356,361,282,434,510
AT1G07423,0,1,2,0,0,1
AT1G07430,386,35,53,99,90,90
AT1G07433,0,0,0,0,0,0
AT1G07437,0,0,0,0,0,0
AT1G07440,317,266,230,251,352,374
AT1G07447,0,0,1,1,0,1
AT1G07450,1,1,0,0,1,1
AT1G07453,0,1,0,1,4,1
AT1G07457,22,26,41,9,16,13
AT1G07460,1,0,4,4,2,4
AT1G07463,12,12,29,2,19,15
AT1G07467,0,0,0,1,0,0
AT1G07470,789,416,439,640,729,995
AT1G07473,24,58,60,33,68,35
AT1G07476,16,20,37,11,44,24
AT1G07477,51,26,45,8,26,22
AT1G07480,975,550,605,921,935,1279
AT1G07483,0,0,0,0,0,0
AT1G07485,19,11,12,1,6,7
AT1G07487,0,0,0,0,0,0
AT1G07490,17,19,11,3,7,12
AT1G07493,2,1,1,0,0,3
AT1G07497,0,0,0,0,1,0
AT1G07500,41,16,18,21,10,20
AT1G07503,0,2,0,0,1,0
AT1G07507,0,0,0,0,0,0
AT1G07510,1163,634,704,1004,1029,1190
AT1G07513,81,35,41,41,60,91
AT1G07517,19,15,14,16,16,9
AT1G07520,396,278,270,481,483,522
AT1G07523,0,0,0,0,0,0
AT1G07527,0,0,0,0,1,0
AT1G07530,1474,836,870,1805,1306,1843
AT1G07533,0,0,1,0,3,0
AT1G07537,0,0,0,0,0,0
AT1G07540,2,1,1,3,3,3
AT1G07543,0,0,0,0,0,1
AT1G07547,7,11,19,2,10,9
AT1G07550,120,8,8,36,35,36
AT1G07553,0,0,2,0,3,0
AT1G07557,0,0,0,0,0,1
AT1G07560,31,29,41,80,108,116
AT1G07563,7,8,11,16,11,9
AT1G07567,34,31,17,28,26,36
AT1G07570,978,566,595,552,572,703
AT1G07573,0,0,0,0,0,0
AT1G07580,0,0,0,0,0,0
AT1G07583,0,0,0,0,1,0
AT1G07587,3,1,1,3,5,8
AT1G07590,8755,10884,14324,28558,37562,45208
AT1G07593,0,0,0,0,0,0
