gene,root_control_1,root_control_2,root_control_3,root_ABA_1,root_ABA_2,root_ABA_3
AT1G71360,1021,1040,1413,1153,1217,1134
AT1G71370,16,16,17,10,2,13
AT1G71380,654,568,1104,294,240,517
AT1G71390,6,5,8,6,2,4
AT1G71400,5036,4241,6830,761,711,1238
AT1G71410,5520,4684,5972,3908,4433,4746
AT1G71420,106,102,135,45,69,73
AT1G71430,1300,1327,1604,611,707,686
AT1G71440,2347,2350,2591,1476,1851,1817
AT1G71450,2,10,14,8,14,12
AT1G71460,299,281,382,115,168,113
AT1G71470,0,1,1,0,0,0
AT1G71480,460,433,474,279,426,355
AT1G71490,475,385,523,236,260,249
AT1G71500,783,622,800,461,581,452
AT1G71520,75,57,90,153,137,94
AT1G71528,1676,1905,2324,1192,1575,1487
AT1G71530,1676,1905,2324,1192,1575,1487
AT1G71680,0,0,0,0,0,0
AT1G71690,13,10,28,6,5,22
AT1G71691,4,16,0,8,22,10
AT1G71692,1157,634,1464,396,514,549
AT1G71695,3004,2523,5558,1569,1963,1910
AT1G71696,2311,2579,3660,1669,2112,2501
AT1G71697,2694,2418,3092,2654,2243,2217
AT1G71700,43,19,21,20,19,19
AT1G71710,1083,1054,1276,1285,2010,1656
AT1G71720,491,524,654,268,456,352
AT1G71730,4515,3844,4051,2693,3611,2660
AT1G71740,688,831,1659,707,628,934
AT1G71750,518,480,581,269,340,312
AT1G71760,193,179,199,44,96,87
AT1G71770,20,16,21,13,13,6
AT1G71780,3034,3100,4042,2070,2504,2248
AT1G71790,2012,2048,1891,1514,2370,1686
AT1G71800,1895,1657,2339,1187,1503,1600
AT1G71810,697,616,1003,689,934,975
AT1G71820,6764,6458,8667,6060,6373,6402
AT1G71828,19,16,48,10,13,24
AT1G71830,2436,2314,3416,997,1295,1441
AT1G71840,4584,4007,4701,2352,3004,2714
AT1G71850,1361,1502,1861,463,599,598
AT1G71860,5384,4751,6534,3932,4043,4426
AT1G71865,837,842,982,624,874,652
AT1G71866,87,96,125,94,87,79
AT1G71870,1295,792,1296,505,509,935
AT1G71880,7446,6401,14595,1744,1899,2833
AT1G71890,4,2,22,43,44,38
AT1G71900,2556,2139,3122,1516,1688,1772
AT1G71910,102,63,170,256,165,218
AT1G71920,2,8,21,4,5,7
AT1G71930,121,123,301,109,131,219
AT1G71940,2070,2307,3068,1802,2185,1988
AT1G71950,4262,2895,4535,3587,3796,3706
AT1G71960,1813,1020,1884,3428,3185,4486
AT1G71970,683,573,1003,359,423,551
AT1G71980,4524,3288,4918,4192,3717,4137
AT1G71990,583,569,513,520,758,515
AT1G72000,4,6,8,2,2,0
AT1G72010,1877,1496,2498,1128,890,1308
AT1G72020,18529,18232,20208,10581,15972,10968
AT1G72030,66,49,49,50,95,86
AT1G72040,3173,3022,3292,1557,2144,1810
AT1G72050,4210,4048,4624,1990,2867,2491
AT1G72060,202,159,250,185,154,149
AT1G72070,273,229,354,268,256,230
AT1G72080,0,0,0,0,0,0
AT1G72090,3967,3689,4037,2195,3096,2604
AT1G72100,18,29,18,389,570,306
AT1G72110,4,10,6,6,8,7
AT1G72120,493,451,664,894,1162,824
AT1G72125,514,656,991,233,321,422
AT1G72130,2808,2227,3442,1269,1379,1799
AT1G72140,531,471,786,579,642,687
AT1G72141,0,0,0,0,0,0
AT1G72150,10517,9606,15154,9150,8905,9078
AT1G72160,7326,6580,11227,5464,6085,7265
AT1G72170,2423,2046,2372,1144,1937,1344
AT1G72175,1497,1266,1564,969,1473,1078
AT1G72180,1547,1158,1971,1434,1481,1642
AT1G72190,564,448,659,462,557,550
AT1G72200,1319,1043,1630,618,607,740
AT1G72210,1175,1029,1026,1214,1538,940
AT1G72220,303,232,481,300,233,301
AT1G72230,1494,1524,2667,2294,2724,2902
AT1G72240,271,267,407,229,549,517
AT1G72250,3157,2577,3307,1422,1667,1537
AT1G72260,0,2,1,0,0,2
AT1G72270,417,389,458,222,316,283
AT1G72280,779,1001,1335,712,715,688
AT1G72290,0,0,0,0,0,0
AT1G72300,3314,2400,3550,964,893,1231
AT1G72310,2128,1974,3165,2453,2565,2330
AT1G72320,5014,4558,5361,2203,2688,2851
AT1G72330,1689,1770,1940,1059,1216,1194
AT1G72340,2514,2411,2769,1390,1782,1551
AT1G72350,13,14,4,2,3,2
AT1G72360,4618,3768,3752,1136,1279,833
AT1G72370,64820,63829,63431,27202,41598,30190
AT1G72390,3036,2359,3984,2306,2251,2832
AT1G72410,6326,5763,5674,3415,4908,4083
AT1G72416,1084,1491,1608,978,1449,982
AT1G72420,1049,1180,1188,493,843,621
AT1G72430,2663,2750,3885,1645,1929,1549
AT1G72440,6112,5509,7174,2188,2360,2761
AT1G72450,1213,1369,2445,420,463,674
AT1G72460,2,4,9,4,4,2
AT1G72470,1760,1992,2638,1238,1450,1556
AT1G72480,3705,3624,4431,1898,2598,2474
AT1G72490,999,811,1047,1174,1952,1865
AT1G72500,4599,3982,5938,1859,2674,3181
AT1G72510,8378,8011,11593,12382,14137,13316
AT1G72520,114,135,260,48,42,86
AT1G72530,162,262,229,172,224,205
AT1G72540,232,226,230,450,335,394
AT1G72550,8175,7204,8842,4739,5589,5451
AT1G72560,3122,2799,3474,1468,1968,2014
AT1G72570,2,0,0,0,0,3
AT1G72580,0,0,0,0,0,0
AT1G72590,14,22,20,2,4,25
AT1G72600,908,754,1068,602,561,535
AT1G72610,593,478,621,432,304,279
AT1G72620,18,14,29,13,9,18
AT1G72630,2259,2661,3086,1868,2832,2501
AT1G72640,189,188,199,114,143,141
AT1G72645,24,20,16,29,32,34
AT1G72650,2573,2323,2810,1984,2352,2666
AT1G72660,62,100,157,223,361,314
AT1G72670,1334,1261,1438,611,849,571
AT1G72680,3300,3074,3570,5096,6363,5302
AT1G72690,683,541,820,710,631,662
AT1G72700,6678,5589,8466,11720,8662,11375
AT1G72710,11798,10785,14604,13727,14642,14878
AT1G72720,84,114,111,62,117,55
AT1G72730,5189,5803,6582,2052,2732,2582
AT1G72740,2031,1738,2249,1370,1666,1546
AT1G72750,8735,9761,11303,4551,7243,5730
AT1G72760,110,82,71,123,167,95
AT1G72770,3221,3233,4146,11913,14770,13116
AT1G72780,1,0,0,1,0,0
AT1G72790,1602,1468,1960,1371,1597,1464
AT1G72800,556,411,716,712,881,784
AT1G72810,2142,1199,3112,1122,1031,1697
AT1G72820,1893,1671,1935,1587,2134,1642
AT1G72830,1870,1676,2639,2291,2382,3146
AT1G72840,2645,2037,2138,1386,1852,1532
AT1G72850,836,755,971,562,762,723
AT1G72852,551,557,649,367,482,446
AT1G72855,952,953,1020,558,675,708
AT1G72860,1080,1065,1191,614,724,823
AT1G72870,379,375,423,208,152,225
AT1G72880,1888,1917,2520,1761,1857,1889
AT1G72890,431,332,411,204,118,122
AT1G72900,835,987,1280,465,501,611
AT1G72910,22,12,7,2,5,10
AT1G72920,265,179,505,137,252,338
AT1G72930,150,112,203,111,99,78
AT1G72940,971,1027,1222,775,1077,1104
AT1G72950,221,162,237,89,96,107
AT1G72960,76,72,73,62,53,60
AT1G72970,2735,3325,2411,2226,4320,2494
AT1G72980,0,2,0,4,6,2
AT1G72990,1869,1853,2254,1234,1411,1600
AT1G73000,76,80,103,158,155,84
AT1G73010,699,737,940,1216,1443,1521
AT1G73020,1143,1151,1649,623,827,752
AT1G73030,5144,4872,5915,4130,5184,4402
AT1G73040,357,375,575,803,1198,1090
AT1G73050,2,10,2,0,0,2
AT1G73060,1051,951,1198,837,1186,1002
AT1G73066,62,67,92,62,104,93
AT1G73080,3630,2850,4164,2287,2732,2819
AT1G73090,543,415,481,317,399,322
AT1G73100,2244,1996,2493,1160,1466,1567
AT1G73110,225,155,239,104,107,188
AT1G73120,435,139,264,121,60,79
AT1G73130,1432,1205,1752,1672,2356,2063
AT1G73140,46,21,91,62,42,49
AT1G73150,770,661,940,575,561,625
AT1G73160,667,794,1032,233,301,304
AT1G73165,39,35,33,12,21,27
AT1G73170,1312,1140,1572,1393,1929,2057
AT1G73177,666,537,644,288,380,272
AT1G73180,6059,5630,5988,2891,4079,3547
AT1G73190,44,25,45,35,44,55
AT1G73200,2910,2617,3361,2542,3064,2863
AT1G73210,577,502,696,571,645,616
AT1G73220,1212,515,769,2998,2105,3540
AT1G73230,24152,22789,24463,10475,16812,11181
AT1G73240,1768,1431,2199,980,1023,1086
AT1G73250,1928,1846,2282,1270,1539,1278
AT1G73260,25666,24647,23708,55648,56248,45314
AT1G73270,775,666,892,195,163,188
AT1G73280,1110,987,1300,349,202,406
AT1G73290,55,43,101,489,303,282
AT1G73300,42,30,40,20,15,35
AT1G73310,639,602,779,319,309,361
AT1G73320,600,533,636,313,380,348
AT1G73325,17,4,15,7,4,7
AT1G73330,38017,20042,56480,9780,10752,18078
AT1G73340,241,333,461,206,258,264
AT1G73350,1534,1343,1617,986,1241,1148
AT1G73360,241,210,266,111,139,141
AT1G73370,1721,1277,2387,1420,1412,2080
AT1G73380,1252,1334,1474,908,1259,1129
AT1G73390,2444,1483,2542,6873,7681,6834
AT1G73400,444,332,487,386,317,358
AT1G73410,358,412,646,885,667,824
AT1G73430,5698,5520,7829,3802,4312,5007
AT1G73440,747,658,797,585,709,655
AT1G73450,1441,1311,1598,784,977,1047
AT1G73460,3647,3331,4258,2597,3031,3453
AT1G73470,766,790,804,666,1191,808
AT1G73480,979,1112,1330,6318,11982,8994
AT1G73490,5768,5107,6728,3367,3954,4000
AT1G73500,1401,1413,2456,1510,1767,2265
AT1G73510,2,5,0,0,0,4
AT1G73530,271,328,302,287,476,268
AT1G73540,673,517,1323,629,643,1080
AT1G73550,46,28,32,32,36,12
AT1G73560,4,2,0,0,8,4
AT1G73570,459,466,603,455,505,526
AT1G73580,380,534,838,247,243,450
AT1G73590,4307,3663,4563,2031,2342,2711
AT1G73600,2662,2151,5740,258,388,610
AT1G73602,2608,2095,5566,248,381,584
AT1G73603,0,2,2,0,0,0
AT1G73607,0,0,0,0,2,0
AT1G73610,85,95,62,87,107,83
AT1G73620,5959,5981,7229,1960,2715,2492
AT1G73630,512,249,811,202,252,347
AT1G73640,702,690,1129,407,504,453
AT1G73650,2944,2595,3535,2849,3339,3097
AT1G73655,383,442,508,467,593,439
AT1G73660,2255,1665,2502,933,1035,1478
AT1G73670,2390,2139,2982,1966,2068,2172
AT1G73680,559,845,848,1929,2634,2246
AT1G73687,29,9,18,32,46,47
AT1G73690,1070,1040,1173,593,1024,743
AT1G73700,40,34,17,5,20,23
AT1G73710,806,550,816,440,515,523
AT1G73720,3391,3057,3267,2247,3059,2588
AT1G73730,1557,1224,1966,1340,1383,1570
AT1G73740,735,611,950,1852,1788,2228
AT1G73750,479,340,537,2439,2073,1413
AT1G73760,951,758,976,1184,1217,1210
AT1G73770,449,467,560,221,282,201
AT1G73780,381,405,643,446,524,446
AT1G73790,941,796,1119,583,787,694
AT1G73805,469,313,558,203,146,170
AT1G73810,543,323,523,2564,1991,1936
AT1G73820,1323,1387,1535,902,1420,991
AT1G73830,8,10,6,7,8,9
AT1G73840,3403,3022,3801,2495,2991,2837
AT1G73850,1684,1028,2284,1893,2005,2321
AT1G73860,329,415,673,358,327,519
AT1G73870,0,0,0,2,0,2
AT1G73875,1215,1240,1464,713,954,839
AT1G73880,1098,919,1495,4412,4028,4638
AT1G73885,669,544,696,409,454,413
AT1G73890,15,6,38,11,19,18
AT1G73900,0,0,0,0,0,0
AT1G73910,62,90,76,47,62,49
AT1G73920,4774,3640,5663,8979,9528,8667
AT1G73930,3021,2739,3846,1928,2204,2491
AT1G73940,7288,6287,6666,3364,5357,3584
AT1G73950,1451,1060,1639,876,965,1013
AT1G73960,2854,2400,3403,1856,1963,2681
AT1G73965,108,98,110,76,96,79
AT1G73970,1473,1149,1508,1005,1120,1275
AT1G73980,2732,2404,3499,2910,3154,3650
AT1G73990,2937,2404,3593,1823,2419,2842
AT1G74000,345,385,452,1562,1268,1071
AT1G74010,698,747,1020,2190,2192,1865
AT1G74020,5764,5684,7617,22780,25557,17194
AT1G74030,15669,14402,19721,7752,9131,9662
AT1G74040,1790,1682,2013,876,1175,1210
AT1G74045,0,0,0,0,0,0
AT1G74050,28299,27196,27932,15572,23824,17063
AT1G74055,460,385,745,273,319,357
AT1G74060,23194,21835,24754,11942,17917,13582
AT1G74070,193,140,289,146,141,127
AT1G74080,460,366,557,228,211,327
AT1G74088,542,415,551,225,343,302
AT1G74090,7782,4073,13606,1274,1419,2559
AT1G74100,12073,11339,18635,9720,10451,12917
AT1G74110,95,269,218,8,6,6
AT1G74120,572,585,682,365,523,482
AT1G74130,10,2,6,8,2,2
AT1G74140,16,12,16,2,2,7
AT1G74150,333,343,287,111,137,93
AT1G74160,4161,3800,5160,2288,2603,2979
AT1G74170,1027,860,1201,638,708,853
AT1G74180,559,560,601,215,286,349
AT1G74190,9,11,29,2,6,4
AT1G74200,419,278,450,176,245,255
AT1G74205,261,224,368,150,158,198
AT1G74210,4341,3802,5862,2054,2396,2914
AT1G74220,2,2,0,0,0,0
AT1G74230,7086,6545,8412,3937,4654,4761
AT1G74240,960,893,994,468,653,497
AT1G74250,2721,2785,3760,1581,1486,1865
AT1G74260,6979,6336,6986,3171,3626,3869
AT1G74270,11111,11156,11407,5003,8666,5126
AT1G74280,1193,1142,1501,801,1013,914
AT1G74290,179,162,156,69,112,71
AT1G74300,689,639,808,801,1298,1082
AT1G74310,1489,1720,1904,1765,3646,2400
AT1G74320,1210,1093,1458,975,1240,977
AT1G74330,968,870,1167,685,827,849
AT1G74340,2866,2574,3685,1877,2364,2107
AT1G74350,214,171,258,99,128,187
AT1G74360,1050,818,1598,764,526,847
AT1G74370,443,486,506,317,416,361
AT1G74380,6437,6393,8763,4106,4941,4801
AT1G74390,533,504,627,321,367,426
AT1G74400,158,178,196,74,68,70
AT1G74410,1074,737,1170,874,799,856
AT1G74420,187,144,187,159,175,159
AT1G74430,106,103,168,120,124,125
AT1G74440,548,442,619,240,310,275
AT1G74448,0,0,0,0,0,0
AT1G74450,776,715,941,607,717,753
AT1G74453,918,867,1091,448,757,578
AT1G74456,758,752,894,416,705,546
AT1G74458,1414,729,1681,2487,2815,3071
AT1G74460,3034,2877,4916,10099,5845,7434
AT1G74470,1663,1528,2766,1499,1546,1954
AT1G74480,3,2,2,0,4,2
AT1G74490,1074,1120,1036,648,1194,795
AT1G74500,4029,3742,5383,1966,2508,2010
AT1G74510,3888,3963,5211,3231,3405,3834
AT1G74520,1606,1262,1780,1216,1380,1415
AT1G74530,1365,1268,1589,854,1282,1104
AT1G74540,162,156,140,59,86,92
AT1G74545,54,36,29,14,30,36
AT1G74550,936,734,860,416,596,361
AT1G74560,12906,12196,14610,6149,9983,7281
AT1G74570,0,0,0,0,0,0
AT1G74580,559,459,593,314,383,387
AT1G74590,3151,2485,3614,1258,1036,1562
AT1G74600,404,308,554,167,265,278
AT1G74610,0,0,0,0,0,0
AT1G74620,0,0,0,0,0,0
AT1G74630,160,140,169,39,53,78
AT1G74640,1408,1301,2144,1207,1189,1491
AT1G74650,117,136,309,395,445,686
AT1G74660,1209,987,1520,449,639,628
AT1G74670,40,62,74,33,38,48
AT1G74680,958,905,1217,585,554,777
AT1G74690,10220,9774,11925,4989,6288,5868
AT1G74700,524,533,649,254,392,363
AT1G74710,781,827,953,338,455,425
AT1G74720,3508,3081,3950,1564,2027,2117
AT1G74730,264,258,316,159,216,220
AT1G74740,2676,2574,3393,3136,2837,2896
AT1G74750,1017,918,1259,462,567,682
AT1G74770,6614,3771,4611,1228,1001,1219
AT1G74780,791,662,959,655,848,801
AT1G74790,4303,3878,5723,4650,6551,5700
AT1G74800,1591,1473,2100,1026,1303,1285
AT1G74810,27,24,45,57,66,61
AT1G74820,2,2,4,1,0,0
AT1G74830,167,172,307,123,80,155
AT1G74840,13034,9315,13915,7830,7214,8121
AT1G74850,661,578,878,422,492,519
AT1G74860,630,526,689,602,609,602
AT1G74870,72,135,101,32,54,50
AT1G74875,11,3,13,2,0,2
AT1G74880,51,24,45,50,15,18
AT1G74890,30,20,33,2,7,14
AT1G74900,739,601,775,434,470,424
AT1G74910,4769,5095,6332,3331,3711,3869
AT1G74920,13648,12466,13866,9007,12724,10979
AT1G74929,10,8,4,3,7,6
AT1G74930,49,56,85,38,30,92
AT1G74940,1875,2056,2514,1569,1725,1338
AT1G74950,2435,1827,3342,1460,1430,1859
AT1G74960,6740,5939,6785,4316,5158,4950
AT1G74970,1429,1015,1325,931,947,845
AT1G74990,4,0,4,2,0,2
AT1G75000,441,321,776,387,244,508
AT1G75010,1214,1200,1436,620,766,950
AT1G75020,960,891,1340,900,906,1009
AT1G75030,135,112,117,2845,2612,1462
AT1G75040,2,6,8,6,0,7
AT1G75050,4,4,7,6,1,3
AT1G75060,724,471,727,383,466,484
AT1G75070,0,0,0,0,0,0
AT1G75080,2622,2214,3119,1448,1808,2024
AT1G75090,417,416,596,320,405,438
AT1G75100,360,334,369,209,288,338
AT1G75110,210,215,227,190,262,298
AT1G75120,258,257,224,128,182,137
AT1G75130,1881,2026,2395,1035,1405,1302
AT1G75140,1896,1736,2213,910,1001,1032
AT1G75150,1110,1113,1375,572,744,771
AT1G75160,71,57,119,44,65,90
AT1G75163,177,151,143,105,125,94
AT1G75166,253,217,201,123,170,109
AT1G75170,3201,3270,4387,6067,9395,6610
AT1G75180,1877,1806,2197,1783,2415,1671
AT1G75190,190,186,200,301,257,262
AT1G75200,3963,3673,4453,1925,2366,2235
AT1G75210,2810,2396,3142,1937,2345,2379
AT1G75220,4466,5124,5883,2886,3219,3033
AT1G75230,1271,1161,1642,956,999,1014
AT1G75240,18,21,30,10,3,1
AT1G75250,81,113,116,6,4,3
AT1G75260,405,321,673,389,391,479
AT1G75270,6309,7413,9402,3339,4349,4502
AT1G75280,4125,4829,8003,2880,4047,5011
AT1G75290,589,608,890,350,352,471
AT1G75295,1252,1390,1622,899,1059,1183
AT1G75300,750,875,914,617,752,789
AT1G75310,1833,1598,2416,1294,1241,1676
AT1G75330,10665,10480,11972,5591,8217,7006
AT1G75335,753,778,825,297,584,371
AT1G75340,1805,1519,1847,1178,1434,1434
AT1G75350,874,749,862,671,813,632
AT1G75360,24,11,40,18,18,26
AT1G75370,2416,2359,3480,4808,5218,5052
AT1G75380,3727,2682,3902,5071,5195,5542
AT1G75388,5403,3756,6162,4089,4414,5812
AT1G75390,5403,3756,6162,4089,4414,5812
AT1G75400,4685,4263,5825,5179,5878,5600
AT1G75410,1598,1218,1831,1625,1393,1937
AT1G75420,1817,1679,2190,1135,1356,1416
AT1G75430,24,26,46,12,31,13
AT1G75440,1669,1529,2473,1480,1794,1627
AT1G75450,1573,1380,2123,1577,2041,1600
AT1G75460,16,16,22,77,145,131
AT1G75470,0,0,0,0,0,0
AT1G75490,36,17,38,67,76,137
AT1G75500,25511,17245,29814,9056,7686,10629
AT1G75510,2973,2601,3384,1676,1934,2054
AT1G75520,2537,1281,978,1323,1199,646
AT1G75530,1,0,0,1,1,6
AT1G75540,7852,5843,11525,6396,5267,6883
AT1G75550,58,49,98,51,20,36
AT1G75560,4364,4334,5043,2658,3725,2932
AT1G75570,0,0,2,0,0,0
AT1G75580,467,554,546,138,238,228
AT1G75590,442,522,634,170,198,221
AT1G75600,184,135,165,166,195,152
AT1G75620,217,186,304,314,286,180
AT1G75630,6079,6041,7179,4339,6330,4650
AT1G75640,1779,1486,1420,704,848,675
AT1G75650,0,0,0,0,0,0
AT1G75660,10811,8821,10741,7951,8476,8480
AT1G75670,1932,2139,2343,673,981,845
AT1G75680,7999,6932,10229,3874,4828,4639
AT1G75690,206,197,175,185,254,137
AT1G75700,221,156,271,169,206,225
AT1G75710,2137,2113,2338,859,1295,1129
AT1G75717,3,0,0,0,0,0
AT1G75720,153,138,207,142,194,130
AT1G75730,975,800,1358,1159,1221,1346
AT1G75740,0,0,0,0,0,0
AT1G75750,5128,5919,15356,6755,6347,11109
AT1G75760,2606,2420,3432,6369,6713,5298
AT1G75770,80,52,74,383,479,253
AT1G75780,4426,5068,7154,1830,1914,2324
AT1G75790,0,0,0,0,0,0
AT1G75800,8106,6466,8955,6351,8916,7542
AT1G75810,926,901,1245,661,938,775
AT1G75820,2511,1361,2750,1722,1342,2642
AT1G75830,16,14,33,36,14,18
AT1G75840,5548,5354,6975,5048,6352,5315
AT1G75850,3451,3356,4317,3031,3028,3827
AT1G75860,3020,2766,3344,1824,2901,2109
AT1G75870,0,0,0,0,2,2
AT1G75880,146,59,32,1032,1141,394
AT1G75890,116,58,38,193,241,107
AT1G75891,36,24,10,101,111,55
AT1G75900,341,195,112,1383,2057,838
AT1G75910,6,0,0,2,0,0
AT1G75920,104,98,69,89,87,62
AT1G75930,8,6,2,3,0,2
AT1G75940,3,0,2,1,0,0
AT1G75950,20693,18817,24145,15444,18639,16120
AT1G75960,98,65,102,101,54,68
AT1G75970,0,0,0,0,0,0
AT1G75980,1158,1170,1349,521,784,669
AT1G75990,3904,3779,4981,2612,3260,3293
AT1G76000,1,0,0,0,0,0
AT1G76010,20208,18116,19758,10588,13421,11648
AT1G76020,406,253,434,304,295,303
AT1G76030,13091,12689,15303,10584,12221,11181
AT1G76040,3365,2409,4379,1992,2240,2984
AT1G76050,1207,1126,1435,763,943,985
AT1G76060,1047,1113,1289,843,1008,929
AT1G76062,208,205,210,129,185,137
AT1G76065,496,493,611,291,440,339
AT1G76070,978,828,1265,794,891,830
AT1G76080,499,503,670,392,534,481
AT1G76090,8642,9509,11935,4037,5408,4968
AT1G76100,37,32,27,52,37,16
AT1G76110,84,70,104,56,68,46
AT1G76120,1763,1574,1970,603,906,792
AT1G76130,286,188,388,358,494,344
AT1G76135,2,1,1,1,0,3
AT1G76140,5983,5221,7164,3956,4472,4658
AT1G76150,5389,4875,5602,5713,6526,5519
AT1G76160,13434,13292,18501,7643,10399,9452
AT1G76170,668,613,608,308,488,388
AT1G76180,25811,23794,34626,72778,73621,62276
AT1G76185,639,535,635,585,806,548
AT1G76190,3,0,5,0,0,0
AT1G76200,13811,12503,15733,9704,12541,9367
AT1G76210,24,32,36,16,18,18
AT1G76220,135,119,187,98,106,108
AT1G76230,97,78,93,60,55,35
AT1G76240,1208,1488,1856,404,518,485
AT1G76250,333,327,883,264,424,412
AT1G76260,2263,2342,2670,1444,1814,1470
AT1G76270,2295,2172,2662,1428,1823,1731
AT1G76280,1781,1724,2064,1039,1299,1564
AT1G76290,0,0,2,418,482,292
AT1G76300,2883,2542,2882,1216,1839,1376
AT1G76310,2691,2358,2374,999,1582,1008
AT1G76320,1967,1753,2205,1312,1454,1768
AT1G76330,0,0,0,0,0,0
AT1G76340,3274,3792,4691,1130,1698,1451
AT1G76350,3023,3130,3516,1661,2155,2082
AT1G76360,662,713,853,334,422,379
AT1G76370,0,1,0,0,2,0
AT1G76380,1396,1343,1510,1229,1379,1340
AT1G76390,2667,2310,3071,2602,2694,2840
AT1G76400,7682,7052,8990,3928,5417,5284
AT1G76405,1215,1064,1115,663,929,667
AT1G76410,190,97,330,470,295,470
AT1G76420,24,16,4,4,10,2
AT1G76430,51,38,60,4,14,42
AT1G76440,689,640,757,575,923,607
AT1G76450,411,289,303,262,309,276
AT1G76460,2300,1822,2718,1495,1764,1839
AT1G76470,96,52,134,285,238,239
AT1G76480,32,30,37,52,32,60
AT1G76490,16575,15272,21670,20768,25913,22142
AT1G76500,1316,1067,1860,863,984,1077
AT1G76510,1936,2064,2446,1576,2156,1971
AT1G76520,3290,2897,3362,1121,1236,1236
AT1G76530,46,31,27,14,16,13
AT1G76540,4102,3352,3707,1962,2715,1840
AT1G76550,4921,5106,7752,3455,3800,4284
AT1G76560,862,825,1043,1184,948,884
AT1G76570,206,169,229,202,261,191
AT1G76580,1580,1368,1636,2018,1960,1929
AT1G76590,361,287,513,1280,841,898
AT1G76600,538,603,919,752,668,537
AT1G76610,28,32,10,14,16,8
AT1G76620,55,85,60,250,398,268
AT1G76630,2544,2348,2723,1522,1883,2010
AT1G76640,65,143,277,39,54,41
AT1G76650,1104,1181,1170,1222,985,428
AT1G76660,3442,2698,4469,2245,2706,2447
AT1G76670,7567,6515,8908,4511,5970,4892
AT1G76680,7627,7626,13794,2114,2577,3092
AT1G76690,5723,5246,7829,3287,3124,3650
AT1G76700,1537,1249,1807,1071,1128,1177
AT1G76705,87,75,63,50,52,26
AT1G76710,1642,1571,1888,1145,1560,1444
AT1G76720,397,412,482,239,291,372
AT1G76728,0,1,2,0,0,0
AT1G76730,343,317,420,274,384,318
AT1G76740,489,444,554,207,248,242
AT1G76750,53,45,38,15,35,24
AT1G76760,1389,1320,1664,769,1055,944
AT1G76770,45,34,43,31,57,46
AT1G76780,564,476,804,332,341,504
AT1G76790,13787,12300,19855,14777,13374,16727
AT1G76800,46,16,63,4,6,9
AT1G76810,14553,12382,17329,8979,8928,11225
AT1G76820,127,97,172,67,97,155
AT1G76830,0,0,0,0,0,0
AT1G76840,1,0,0,0,0,0
AT1G76850,7007,6074,8836,5380,5483,6809
AT1G76860,3244,3309,3655,2163,3274,2454
AT1G76870,168,144,261,109,127,164
AT1G76878,4562,3857,6238,2710,3191,3278
AT1G76880,5235,4281,6998,3086,3505,3708
AT1G76890,1218,1043,1671,851,692,955
AT1G76892,1109,970,1524,774,632,886
AT1G76900,4058,3708,4787,4232,4803,4189
AT1G76910,29,17,10,0,5,13
AT1G76920,3183,3206,3749,2415,3113,2429
AT1G76930,118290,56195,68386,47795,27947,25328
AT1G76940,1755,1745,2197,1249,1743,1489
AT1G76950,3183,2680,4288,2337,2258,2881
AT1G76952,707,540,950,224,247,177
AT1G76954,0,0,0,0,0,0
AT1G76955,0,0,4,0,0,0
AT1G76960,0,0,0,2,4,0
AT1G76965,7,3,4,2,5,0
AT1G76970,2123,1775,2402,1546,1780,1755
AT1G76980,1757,1515,2197,1656,1726,1629
AT1G76990,14160,11884,15964,4746,4823,6018
AT1G76994,2,0,6,0,7,2
AT1G77000,1316,971,1184,3632,4486,3227
AT1G77010,87,85,156,76,86,59
AT1G77020,1562,1159,2243,1167,1208,1730
AT1G77030,5930,5310,6655,2044,2345,2519
AT1G77040,2,6,2,1,0,3
AT1G77060,185,146,148,162,191,152
AT1G77080,2662,2068,2482,1812,2063,1895
AT1G77090,72,116,109,146,188,154
AT1G77093,2,0,0,0,0,0
AT1G77100,2,2,0,0,0,0
AT1G77110,125,135,248,71,49,99
AT1G77120,96923,82972,57606,88183,104405,56648
AT1G77122,1475,705,752,879,1043,643
AT1G77130,6147,5860,7648,4284,4734,5446
AT1G77138,317,268,353,129,135,149
AT1G77140,2406,2265,2993,1837,2047,2307
AT1G77145,548,631,351,960,956,392
AT1G77150,87,84,41,121,148,20
AT1G77160,7,7,8,8,17,2
AT1G77170,580,583,699,379,499,434
AT1G77180,10974,9884,12477,8744,9515,9727
AT1G77190,4,0,2,0,0,0
AT1G77200,172,137,215,30,31,30
AT1G77210,21,43,83,26,16,24
AT1G77220,2759,2345,2881,2347,2671,2495
AT1G77230,2773,2498,2811,1510,2102,1967
AT1G77235,19,21,13,15,10,18
AT1G77240,2136,1989,2267,1144,1602,1562
AT1G77250,1134,1117,1310,823,1004,917
AT1G77260,2874,2719,4216,2098,2418,3130
AT1G77270,187,232,201,76,169,81
AT1G77280,1826,1514,2091,922,868,1103
AT1G77290,624,582,771,625,824,722
AT1G77300,5214,4321,6109,3325,3269,4556
AT1G77310,873,859,824,525,645,561
AT1G77320,1894,1884,2255,987,1250,1234
AT1G77330,12990,10807,17364,5712,5058,8029
AT1G77340,10,10,10,13,6,6
AT1G77350,3415,3194,4079,1867,2498,2080
AT1G77360,294,272,296,160,275,205
AT1G77370,4620,4430,6059,4270,6189,4799
AT1G77380,3482,1877,7099,1455,877,2124
AT1G77390,188,153,191,88,140,66
AT1G77400,750,722,1320,282,325,373
