"genes","go"
"AT5G09660","GO:0016616"
"AT5G09660","GO:0006099"
"AT5G09660","GO:0030060"
"AT5G09660","GO:0016491"
"AT5G40850","GO:0008168"
"AT1G25230","GO:0003993"
"AT1G25230","GO:0016787"
"AT1G05420","GO:0045892"
"AT5G50370","GO:0005524"
"AT5G50370","GO:0006139"
"AT5G50370","GO:0019205"
"AT5G50370","GO:0004017"
"AT2G38760","GO:0005509"
"AT2G38760","GO:0005544"
"AT4G13020","GO:0004672"
"AT4G13020","GO:0005524"
"AT4G13020","GO:0006468"
"AT4G26790","GO:0016788"
"AT4G26790","GO:0016788"
"AT5G07340","GO:0005509"
"AT5G07340","GO:0005783"
"AT5G07340","GO:0006457"
"AT5G07340","GO:0051082"
"AT4G37510","GO:0004525"
"AT4G37510","GO:0006396"
"AT4G37510","GO:0003723"
"AT4G37510","GO:0016075"
"AT5G41740","GO:0006952"
"AT5G41740","GO:0043531"
"AT5G41740","GO:0003953"
"AT5G41740","GO:0007165"
"AT4G37180","GO:0003700"
"AT4G37180","GO:0006355"
"AT2G16400","GO:0003677"
"AT2G16400","GO:0006355"
"AT1G06830","GO:0097573"
"AT4G15570","GO:0004386"
"AT4G15570","GO:0004386"
"AT3G26720","GO:0004559"
"AT3G26720","GO:0006013"
"AT5G06220","GO:0005743"
"AT1G32200","GO:0016746"
"AT1G32200","GO:0004366"
"AT1G32200","GO:0006650"
"AT1G32200","GO:0016746"
"AT1G32200","GO:0004366"
"AT1G32200","GO:0006650"
"AT1G04680","GO:0030570"
"AT1G20960","GO:0003676"
"AT1G20960","GO:0005524"
"AT1G20960","GO:0003676"
"AT1G20960","GO:0005524"
"AT4G15100","GO:0004185"
"AT4G15100","GO:0006508"
"AT3G55560","GO:0003680"
"AT1G51690","GO:0005515"
"AT1G51690","GO:0000159"
"AT1G51690","GO:0019888"
"AT5G58140","GO:0004672"
"AT5G58140","GO:0005524"
"AT5G58140","GO:0006468"
"AT5G50370","GO:0004017"
"AT5G50370","GO:0005524"
"AT5G50370","GO:0006139"
"AT5G50370","GO:0019205"
"AT4G17730","GO:0016020"
"AT1G01620","GO:0015267"
"AT1G01620","GO:0016020"
"AT1G01620","GO:0055085"
"AT1G51500","GO:0016020"
"AT1G51500","GO:0005524"
"AT1G51500","GO:0140359"
"AT2G05840","GO:0019773"
"AT2G05840","GO:0005839"
"AT2G05840","GO:0051603"
"AT2G05840","GO:0006511"
"AT1G74920","GO:0016491"
"AT1G14910","GO:0005543"
"AT2G28630","GO:0006633"
"AT2G28630","GO:0016020"
"AT2G28630","GO:0016747"
"AT2G28630","GO:0006633"
"AT2G28630","GO:0016020"
"AT2G28630","GO:0016747"
"AT4G09510","GO:0033926"
"AT3G26720","GO:0004559"
"AT3G26720","GO:0006013"
"AT5G58320","GO:0003779"
"AT5G58320","GO:0003779"
"AT1G52220","GO:0009579"
"AT2G26600","GO:0004553"
"AT2G26600","GO:0005975"
"AT3G28580","GO:0005524"
"AT3G28580","GO:0016887"
"AT2G30150","GO:0008194"
"AT3G23570","GO:0016787"
"AT3G23570","GO:0016787"
"AT3G23570","GO:0016787"
"AT4G16760","GO:0003997"
"AT4G16760","GO:0005777"
"AT4G16760","GO:0006631"
"AT4G16760","GO:0071949"
"AT4G16760","GO:0016627"
"AT4G16760","GO:0006635"
"AT3G47800","GO:0005975"
"AT3G47800","GO:0016853"
"AT4G35580","GO:0003677"
"AT4G35580","GO:0006355"
"AT1G78630","GO:0003735"
"AT1G78630","GO:0005840"
"AT1G78630","GO:0006412"
"AT5G63780","GO:0008270"
"AT5G63780","GO:0008270"
"AT4G29060","GO:0003676"
"AT4G29060","GO:0003746"
"AT4G29060","GO:0006414"
"AT1G63940","GO:0016491"
"AT5G65020","GO:0005509"
"AT5G65020","GO:0005544"
"AT3G03990","GO:0010223"
"AT3G03990","GO:0016787"
"AT3G03990","GO:1901601"
"AT3G09940","GO:0016491"
"AT4G17890","GO:0005096"
"AT3G14050","GO:0015969"
"AT4G10790","GO:0005515"
"AT2G38460","GO:0005381"
"AT2G38460","GO:0016021"
"AT2G38460","GO:0034755"
"AT2G38460","GO:0005381"
"AT2G38460","GO:0016021"
"AT2G38460","GO:0034755"
"AT4G04610","GO:0003824"
"AT2G46640","GO:0001763"
"AT5G47910","GO:0016491"
"AT5G47910","GO:0004601"
"AT5G47910","GO:0050664"
"AT5G47910","GO:0005509"
"AT1G69770","GO:0003682"
"AT1G69770","GO:0008168"
"AT4G31800","GO:0003700"
"AT4G31800","GO:0006355"
"AT4G31800","GO:0043565"
"AT3G12145","GO:0005515"
"AT2G19480","GO:0005634"
"AT2G19480","GO:0006334"
"AT2G18969","GO:0006355"
"AT1G75020","GO:0016746"
"AT1G75020","GO:0016746"
"AT5G51010","GO:0005506"
"AT5G44210","GO:0003700"
"AT5G44210","GO:0006355"
"AT1G01220","GO:0005524"
"AT1G01220","GO:0016772"
"AT1G01220","GO:0005524"
"AT1G01220","GO:0016772"
"AT1G02800","GO:0004553"
"AT1G02800","GO:0005975"
"AT1G80040","GO:0043130"
"AT3G57530","GO:0004672"
"AT3G57530","GO:0005524"
"AT3G57530","GO:0006468"
"AT5G17000","GO:0016628"
"AT2G26560","GO:0006629"
"AT4G27370","GO:0005515"
"AT4G27370","GO:0003774"
"AT4G27370","GO:0005524"
"AT4G27370","GO:0016459"
"AT1G53580","GO:0006749"
"AT1G53580","GO:0016788"
"AT1G53580","GO:0050313"
"AT4G38810","GO:0005509"
"AT5G61940","GO:0004843"
"AT5G61940","GO:0016579"
"AT5G08600","GO:0006364"
"AT5G08600","GO:0032040"
"AT3G54500","GO:0006355"
"AT3G54500","GO:0007623"
"AT1G22770","GO:2000028"
"AT1G76580","GO:0003677"
"AT5G17450","GO:0046872"
"AT2G07050","GO:0000250"
"AT2G07050","GO:0005811"
"AT2G07050","GO:0016104"
"AT2G07050","GO:0016866"
"AT2G07050","GO:0042300"
"AT1G74100","GO:0008146"
"AT1G63770","GO:0008270"
"AT1G63770","GO:0008237"
"AT5G05690","GO:0004497"
"AT5G05690","GO:0005506"
"AT5G05690","GO:0016705"
"AT5G05690","GO:0020037"
"AT1G17550","GO:0016791"
"AT1G17550","GO:0016791"
"AT2G45760","GO:0006952"
"AT1G50450","GO:0016491"
"AT5G62100","GO:0051087"
"AT4G38490","GO:0006605"
"AT4G38490","GO:0006886"
"AT4G38490","GO:0016020"
"AT1G77370","GO:0097573"
"AT1G48760","GO:0015031"
"AT1G48760","GO:0030123"
"AT1G48760","GO:0006886"
"AT1G48760","GO:0016192"
"AT1G48760","GO:0030117"
"AT1G48760","GO:0015031"
"AT1G48760","GO:0030123"
"AT1G48760","GO:0006886"
"AT1G48760","GO:0016192"
"AT1G48760","GO:0030117"
"AT1G48760","GO:0015031"
"AT1G48760","GO:0030123"
"AT1G48760","GO:0006886"
"AT1G48760","GO:0016192"
"AT1G48760","GO:0030117"
"AT5G20060","GO:0016787"
"AT5G20060","GO:0016787"
"AT5G20060","GO:0016787"
"AT5G20060","GO:0016787"
"AT5G58950","GO:0004672"
"AT5G58950","GO:0006468"
"AT4G19710","GO:0016491"
"AT4G19710","GO:0050661"
"AT4G19710","GO:0006520"
"AT4G19710","GO:0004072"
"AT4G19710","GO:0004412"
"AT4G19710","GO:0009067"
"AT2G29440","GO:0005515"
"AT2G29440","GO:0006749"
"AT2G29440","GO:0004364"
"AT4G35420","GO:0003824"
"AT4G35420","GO:0009555"
"AT4G35420","GO:0080110"
"AT1G60470","GO:0016757"
"AT1G60470","GO:0006012"
"AT1G60470","GO:0047216"
"AT4G05090","GO:0046855"
"AT5G08570","GO:0000287"
"AT5G08570","GO:0004743"
"AT5G08570","GO:0006096"
"AT5G08570","GO:0030955"
"AT5G08570","GO:0000287"
"AT5G08570","GO:0004743"
"AT5G08570","GO:0006096"
"AT5G08570","GO:0030955"
"AT5G08570","GO:0000287"
"AT5G08570","GO:0004743"
"AT5G08570","GO:0006096"
"AT5G08570","GO:0030955"
"AT2G32320","GO:0000287"
"AT2G32320","GO:0006400"
"AT2G32320","GO:0008193"
"AT3G48550","GO:0009630"
"AT1G73170","GO:0005524"
"AT1G73170","GO:0016887"
"AT3G62270","GO:0006820"
"AT3G62270","GO:0016021"
"AT3G62270","GO:0005452"
"AT3G62270","GO:0016020"
"AT3G58520","GO:0003723"
"AT1G63750","GO:0006952"
"AT1G63750","GO:0043531"
"AT1G63750","GO:0006952"
"AT1G63750","GO:0043531"
"AT5G61790","GO:0005509"
"AT5G61790","GO:0005783"
"AT5G61790","GO:0006457"
"AT5G61790","GO:0051082"
"AT2G39800","GO:0004350"
"AT2G39800","GO:0006561"
"AT2G39800","GO:0016491"
"AT3G01510","GO:0005983"
"AT3G01510","GO:0008138"
"AT3G01510","GO:0016311"
"AT3G01510","GO:0005983"
"AT3G01510","GO:0008138"
"AT3G01510","GO:0016311"
"AT4G01800","GO:0016020"
"AT4G01800","GO:0017038"
"AT4G01800","GO:0005524"
"AT4G01800","GO:0006605"
"AT4G01800","GO:0006886"
"AT1G34180","GO:0003677"
"AT1G34180","GO:0006355"
"AT4G25450","GO:0005524"
"AT4G25450","GO:0016021"
"AT4G25450","GO:0055085"
"AT4G25450","GO:0140359"
"AT4G16990","GO:0043531"
"AT4G16990","GO:0006952"
"AT4G16990","GO:0003953"
"AT4G16990","GO:0007165"
"AT4G16990","GO:0043531"
"AT4G16990","GO:0006952"
"AT4G16990","GO:0003953"
"AT4G16990","GO:0007165"
"AT1G47290","GO:0003854"
"AT1G47290","GO:0006694"
"AT1G47290","GO:0016616"
"AT5G44720","GO:0003824"
"AT5G44720","GO:0030151"
"AT5G44720","GO:0030170"
"AT5G37780","GO:0005509"
"AT5G01770","GO:0031929"
"AT5G01770","GO:0031931"
"AT3G01330","GO:0000978"
"AT3G01330","GO:0006357"
"AT3G01330","GO:0005667"
"AT3G01330","GO:0006355"
"AT2G16600","GO:0000413"
"AT2G16600","GO:0003755"
"AT5G05410","GO:0003700"
"AT5G05410","GO:0006355"
"AT5G12860","GO:0016020"
"AT5G12860","GO:0022857"
"AT5G12860","GO:0055085"
"AT4G35460","GO:0016491"
"AT5G36930","GO:0043531"
"AT5G36930","GO:0003953"
"AT5G36930","GO:0007165"
"AT5G36930","GO:0006952"
"AT5G36930","GO:0043531"
"AT5G36930","GO:0003953"
"AT5G36930","GO:0007165"
"AT5G36930","GO:0006952"
"AT1G01320","GO:0006996"
"AT3G43210","GO:0005524"
"AT3G43210","GO:0007018"
"AT3G43210","GO:0008017"
"AT3G43210","GO:1990939"
"AT3G43210","GO:0005524"
"AT3G43210","GO:0007018"
"AT3G43210","GO:0008017"
"AT3G43210","GO:1990939"
"AT3G43210","GO:0005524"
"AT3G43210","GO:0007018"
"AT3G43210","GO:0008017"
"AT3G43210","GO:1990939"
"AT3G43210","GO:0005524"
"AT3G43210","GO:0007018"
"AT3G43210","GO:0008017"
"AT3G43210","GO:1990939"
"AT3G43210","GO:0005524"
"AT3G43210","GO:0007018"
"AT3G43210","GO:0008017"
"AT3G43210","GO:1990939"
"AT3G13740","GO:0004525"
"AT3G13740","GO:0006396"
"AT5G13410","GO:0003755"
"AT2G42980","GO:0004190"
"AT2G42980","GO:0006508"
"AT5G48680","GO:0005515"
"AT1G45249","GO:0003700"
"AT1G45249","GO:0045893"
"AT4G26140","GO:0004553"
"AT4G26140","GO:0005975"
"AT1G21350","GO:0016209"
"AT1G21350","GO:0016491"
"AT3G01370","GO:0003723"
"AT5G14550","GO:0016020"
"AT5G14550","GO:0016757"
"AT4G01440","GO:0016021"
"AT4G01440","GO:0022857"
"AT4G01440","GO:0016020"
"AT2G48030","GO:0003824"
"AT4G24340","GO:0003824"
"AT4G24340","GO:0009116"
"AT4G22990","GO:0022857"
"AT4G22990","GO:0055085"
"AT4G22990","GO:0022857"
"AT4G22990","GO:0055085"
"AT5G14700","GO:0003824"
"AT5G49110","GO:0006281"
"AT5G22570","GO:0003700"
"AT5G22570","GO:0006355"
"AT5G22570","GO:0043565"
"AT4G35440","GO:0005247"
"AT4G35440","GO:0006821"
"AT4G35440","GO:0016020"
"AT4G35440","GO:0055085"
"AT4G27850","GO:0005384"
"AT4G27850","GO:0030026"
"AT2G19130","GO:0048544"
"AT2G19130","GO:0004672"
"AT2G19130","GO:0005524"
"AT2G19130","GO:0006468"
"AT5G52300","GO:0009737"
"AT1G72630","GO:0042753"
"AT2G44050","GO:0000906"
"AT2G44050","GO:0009231"
"AT2G44050","GO:0009349"
"AT3G24030","GO:0004417"
"AT3G24030","GO:0009228"
"AT3G52990","GO:0000287"
"AT3G52990","GO:0004743"
"AT3G52990","GO:0006096"
"AT3G52990","GO:0030955"
"AT2G27230","GO:0003700"
"AT2G27230","GO:0005634"
"AT2G27230","GO:0006355"
"AT2G27230","GO:0048364"
"AT2G27230","GO:0003700"
"AT2G27230","GO:0005634"
"AT2G27230","GO:0006355"
"AT2G27230","GO:0048364"
"AT1G30473","GO:0046872"
"AT1G52880","GO:0003677"
"AT1G52880","GO:0006355"
"AT4G19880","GO:0005515"
"AT4G19880","GO:0006749"
"AT4G19880","GO:0004364"
"AT2G39330","GO:0030246"
"AT4G30960","GO:0004672"
"AT4G30960","GO:0005524"
"AT4G30960","GO:0006468"
"AT4G30960","GO:0007165"
"AT1G01480","GO:0009058"
"AT1G01480","GO:0030170"
"AT1G56345","GO:0001522"
"AT1G56345","GO:0003723"
"AT1G56345","GO:0009451"
"AT1G56345","GO:0009982"
"AT4G17740","GO:0006508"
"AT4G17740","GO:0008236"
"AT3G55110","GO:0016020"
"AT3G55110","GO:0005524"
"AT5G59000","GO:0008270"
"AT5G26010","GO:0016791"
"AT1G11940","GO:0016020"
"AT1G11940","GO:0016757"
"AT2G26690","GO:0016020"
"AT2G26690","GO:0022857"
"AT2G26690","GO:0055085"
"AT5G60040","GO:0003677"
"AT5G60040","GO:0003899"
"AT5G60040","GO:0006351"
"AT1G11180","GO:0015031"
"AT1G11180","GO:0016021"
"AT4G30260","GO:0016020"
"AT4G30260","GO:0016020"
"AT3G46010","GO:0015629"
"AT3G46010","GO:0030042"
"AT3G46010","GO:0003779"
"AT5G42220","GO:0005515"
"AT5G42220","GO:0005515"
"AT5G49190","GO:0005985"
"AT5G49190","GO:0016157"
"AT5G49190","GO:0016757"
"AT2G33350","GO:0005515"
"AT5G02100","GO:0008289"
"AT3G29090","GO:0030599"
"AT3G29090","GO:0042545"
"AT1G75220","GO:0016021"
"AT1G75220","GO:0022857"
"AT1G75220","GO:0055085"
"AT1G75220","GO:0008643"
"AT1G75220","GO:0051119"
"AT2G36026","GO:0045892"
"AT2G43910","GO:0008757"
"AT5G10400","GO:0003677"
"AT5G10400","GO:0000786"
"AT1G09200","GO:0003677"
"AT1G09200","GO:0000786"
"AT5G65360","GO:0003677"
"AT5G65360","GO:0000786"
"AT1G62290","GO:0004190"
"AT1G62290","GO:0006508"
"AT1G62290","GO:0006629"
"AT3G09270","GO:0004364"
"AT3G09270","GO:0006749"
"AT3G09270","GO:0005515"
"AT4G14140","GO:0003682"
"AT4G14140","GO:0008168"
"AT4G14140","GO:0003682"
"AT4G14140","GO:0008168"
"AT1G51700","GO:0003677"
"AT1G51700","GO:0006355"
"AT1G74710","GO:0008909"
"AT3G12520","GO:0008272"
"AT3G12520","GO:0015116"
"AT3G12520","GO:0016021"
"AT3G12520","GO:0008271"
"AT3G12520","GO:0016020"
"AT3G12520","GO:0055085"
"AT2G47160","GO:0006820"
"AT2G47160","GO:0016021"
"AT2G47160","GO:0005452"
"AT2G47160","GO:0016020"
"AT2G22970","GO:0004185"
"AT2G22970","GO:0006508"
"AT1G56130","GO:0004672"
"AT1G56130","GO:0006468"
"AT1G56130","GO:0005515"
"AT2G36790","GO:0008194"
"AT5G43380","GO:0016787"
"AT3G04630","GO:0000226"
"AT3G04630","GO:0008017"
"AT4G20190","GO:0009535"
"AT4G20190","GO:0048564"
"AT4G20190","GO:0080183"
"AT5G07120","GO:0035091"
"AT5G07120","GO:0035091"
"AT5G35100","GO:0000413"
"AT5G35100","GO:0003755"
"AT4G16860","GO:0006952"
"AT4G16860","GO:0005515"
"AT4G16860","GO:0043531"
"AT4G09010","GO:0004601"
"AT4G09010","GO:0006979"
"AT4G09010","GO:0020037"
"AT4G09010","GO:0034599"
"AT2G47170","GO:0003924"
"AT2G47170","GO:0005525"
"AT2G47170","GO:0003924"
"AT2G47170","GO:0005525"
"AT2G47170","GO:0003924"
"AT2G47170","GO:0005525"
"AT3G18040","GO:0004672"
"AT3G18040","GO:0005524"
"AT3G18040","GO:0006468"
"AT1G03080","GO:0003779"
"AT1G03080","GO:0003779"
"AT1G03080","GO:0003779"
"AT2G23680","GO:0016021"
"AT4G18950","GO:0004672"
"AT4G18950","GO:0006468"
"AT5G61600","GO:0003700"
"AT5G61600","GO:0006355"
"AT1G02880","GO:0009229"
"AT1G02880","GO:0030975"
"AT1G02880","GO:0004788"
"AT1G02880","GO:0005524"
"AT2G47470","GO:0005783"
"AT5G61290","GO:0004499"
"AT5G61290","GO:0050660"
"AT5G61290","GO:0050661"
"AT5G61810","GO:0005509"
"AT3G05230","GO:0005787"
"AT3G05230","GO:0006465"
"AT3G05230","GO:0016021"
"AT1G29450","GO:0009733"
"AT1G29450","GO:0009733"
"AT3G18420","GO:0005515"
"AT1G60270","GO:0004553"
"AT1G60270","GO:0005975"
"AT5G65140","GO:0003824"
"AT5G65140","GO:0005992"
"AT5G65140","GO:0004805"
"AT2G40880","GO:0004869"
"AT1G16470","GO:0006511"
"AT1G16470","GO:0019773"
"AT1G16470","GO:0005839"
"AT1G16470","GO:0051603"
"AT1G16470","GO:0006511"
"AT1G16470","GO:0019773"
"AT1G16470","GO:0005839"
"AT1G16470","GO:0051603"
"AT1G07440","GO:0016491"
"AT3G05160","GO:0016021"
"AT3G05160","GO:0022857"
"AT3G05160","GO:0055085"
"AT3G05160","GO:0008643"
"AT3G05160","GO:0051119"
"AT1G79040","GO:0009523"
"AT1G79040","GO:0009654"
"AT1G79040","GO:0015979"
"AT1G79040","GO:0042651"
"AT4G24190","GO:0005524"
"AT4G24190","GO:0006457"
"AT4G24190","GO:0016887"
"AT4G24190","GO:0051082"
"AT5G51120","GO:0003676"
"AT1G76040","GO:0005509"
"AT1G76040","GO:0004672"
"AT1G76040","GO:0005524"
"AT1G76040","GO:0006468"
"AT1G34180","GO:0003677"
"AT1G34180","GO:0006355"
"AT1G48100","GO:0004650"
"AT1G48100","GO:0005975"
"AT5G64040","GO:0009522"
"AT5G64040","GO:0015979"
"AT1G55000","GO:0005515"
"AT1G55000","GO:0005515"
"AT1G55000","GO:0005515"
"AT3G55980","GO:0046872"
"AT1G71695","GO:0004601"
"AT1G71695","GO:0042744"
"AT1G71695","GO:0006979"
"AT1G71695","GO:0020037"
"AT4G38220","GO:0016787"
"AT1G68930","GO:0008270"
"AT5G17860","GO:0016021"
"AT5G17860","GO:0055085"
"AT4G14716","GO:0010309"
"AT1G65580","GO:0003824"
"AT3G17510","GO:0007165"
"AT3G17510","GO:0004672"
"AT3G17510","GO:0005524"
"AT3G17510","GO:0006468"
"AT5G58700","GO:0035556"
"AT5G58700","GO:0004435"
"AT5G58700","GO:0006629"
"AT5G58700","GO:0007165"
"AT5G58700","GO:0035556"
"AT5G58700","GO:0004435"
"AT5G58700","GO:0006629"
"AT5G58700","GO:0007165"
"AT3G26650","GO:0016620"
"AT3G26650","GO:0051287"
"AT2G20990","GO:0008289"
"AT1G21150","GO:0003690"
"AT1G21150","GO:0006355"
"AT2G18890","GO:0004672"
"AT2G18890","GO:0006468"
"AT2G29340","GO:0016491"
"AT1G21310","GO:0005199"
"AT1G21310","GO:0009664"
"AT2G39330","GO:0030246"
"AT2G39330","GO:0030246"
"AT4G00180","GO:0007275"
"AT5G09300","GO:0016624"
"AT4G00730","GO:0008289"
"AT4G00730","GO:0003677"
"AT3G07010","GO:0030570"
"AT1G05785","GO:0016192"
"AT5G16150","GO:0016021"
"AT5G16150","GO:0022857"
"AT5G16150","GO:0055085"
"AT5G16150","GO:0016021"
"AT5G16150","GO:0022857"
"AT5G16150","GO:0055085"
"AT5G16150","GO:0016021"
"AT5G16150","GO:0022857"
"AT5G16150","GO:0055085"
"AT2G13810","GO:0008483"
"AT2G13810","GO:0009058"
"AT2G13810","GO:0030170"
"AT3G14120","GO:0005643"
"AT3G14120","GO:0017056"
"AT4G38970","GO:0004332"
"AT4G38970","GO:0006096"
"AT3G08940","GO:0009765"
"AT3G08940","GO:0016020"
"AT2G18890","GO:0004672"
"AT2G18890","GO:0006468"
"AT4G13710","GO:0030570"
"AT3G60130","GO:0004553"
"AT3G60130","GO:0005975"
"AT3G48520","GO:0004497"
"AT3G48520","GO:0005506"
"AT3G48520","GO:0016705"
"AT3G48520","GO:0020037"
"AT3G15720","GO:0004650"
"AT3G15720","GO:0005975"
"AT4G39670","GO:0005737"
"AT4G39670","GO:0120009"
"AT4G39670","GO:0120013"
"AT3G58070","GO:0003700"
"AT3G58070","GO:0009739"
"AT3G58070","GO:0010026"
"AT3G58070","GO:0010090"
"AT1G01710","GO:0006637"
"AT1G01710","GO:0047617"
"AT2G22670","GO:0005634"
"AT2G22670","GO:0006355"
"AT3G05910","GO:0016787"
"AT4G37230","GO:0009654"
"AT4G37230","GO:0010207"
"AT4G37230","GO:0010242"
"AT4G37230","GO:0042549"
"AT3G06880","GO:0005515"
"AT3G22760","GO:0003700"
"AT3G28690","GO:0004672"
"AT3G28690","GO:0006468"
"AT2G02570","GO:0003723"
"AT2G02570","GO:0005634"
"AT2G02570","GO:0005737"
"AT2G02570","GO:0006397"
"AT2G02570","GO:0003723"
"AT2G02570","GO:0005634"
"AT2G02570","GO:0005737"
"AT2G02570","GO:0006397"
"AT2G02570","GO:0003723"
"AT2G02570","GO:0005634"
"AT2G02570","GO:0005737"
"AT2G02570","GO:0006397"
"AT2G30250","GO:0003700"
"AT2G30250","GO:0006355"
"AT2G30250","GO:0043565"
"AT3G25882","GO:0010112"
"AT1G53750","GO:0005524"
"AT1G53750","GO:0016887"
"AT1G52220","GO:0009579"
"AT2G26690","GO:0016020"
"AT2G26690","GO:0022857"
"AT2G26690","GO:0055085"
"AT2G37760","GO:0047834"
"AT2G37760","GO:0047834"
"AT4G02050","GO:0015145"
"AT4G02050","GO:0015749"
"AT4G02050","GO:0016021"
"AT4G02050","GO:0022857"
"AT4G02050","GO:0055085"
"AT4G02050","GO:0015145"
"AT4G02050","GO:0015749"
"AT4G02050","GO:0016021"
"AT4G02050","GO:0022857"
"AT4G02050","GO:0055085"
"AT1G26230","GO:0005524"
"AT1G26230","GO:0016887"
"AT4G00720","GO:0004672"
"AT4G00720","GO:0005524"
"AT4G00720","GO:0006468"
"AT3G26720","GO:0004559"
"AT3G26720","GO:0006013"
"AT3G48420","GO:0016787"
"AT2G38025","GO:0004843"
"AT2G38025","GO:0016579"
"AT2G38025","GO:0030433"
"AT2G38025","GO:0101005"
"AT1G45191","GO:0004553"
"AT1G45191","GO:0005975"
"AT1G21250","GO:0005509"
"AT1G21250","GO:0030247"
"AT1G21250","GO:0004672"
"AT1G21250","GO:0006468"
"AT3G59820","GO:0005743"
"AT3G59820","GO:0005743"
"AT3G59820","GO:0005743"
"AT5G61410","GO:0005975"
"AT5G61410","GO:0016857"
"AT5G61410","GO:0005975"
"AT5G61410","GO:0016857"
"AT1G14270","GO:0004222"
"AT1G14270","GO:0016020"
"AT1G14270","GO:0071586"
"AT4G28190","GO:0003677"
"AT1G69790","GO:0004672"
"AT1G69790","GO:0006468"
"AT3G03710","GO:0003723"
"AT3G03710","GO:0004654"
"AT3G03710","GO:0006402"
"AT3G03710","GO:0003676"
"AT5G16290","GO:0009082"
"AT5G16290","GO:1990610"
"AT5G16290","GO:0009082"
"AT5G16290","GO:1990610"
"AT1G02610","GO:0008270"
"AT3G56880","GO:0005516"
"AT3G56880","GO:0009414"
"AT3G56880","GO:0009651"
"AT3G63450","GO:0003676"
"AT1G03800","GO:0003700"
"AT1G03800","GO:0006355"
"AT4G14710","GO:0010309"
"AT1G80490","GO:0006355"
"AT1G80490","GO:0005515"
"AT1G80490","GO:0006355"
"AT1G80490","GO:0005515"
"AT2G36080","GO:0003677"
"AT2G36080","GO:0003700"
"AT1G18730","GO:0009535"
"AT1G18730","GO:0009773"
"AT1G18730","GO:0010598"
"AT5G67500","GO:0005741"
"AT5G67500","GO:0055085"
"AT5G67500","GO:0008308"
"AT5G67500","GO:0098656"
"AT4G17970","GO:0015743"
"AT1G35460","GO:0046983"
"AT5G51670","GO:0045927"
"AT5G51670","GO:0045927"
"AT4G15233","GO:0016020"
"AT4G15233","GO:0140359"
"AT4G15233","GO:0005524"
"AT4G31800","GO:0003700"
"AT4G31800","GO:0006355"
"AT4G31800","GO:0043565"
"AT5G53420","GO:0005515"
"AT5G53420","GO:0005515"
"AT5G53420","GO:0005515"
"AT1G45010","GO:0016021"
"AT5G02610","GO:0003735"
"AT5G02610","GO:0005840"
"AT5G02610","GO:0006412"
"AT5G02610","GO:0000463"
"AT5G02610","GO:0022625"
"AT1G72230","GO:0009055"
"AT4G34180","GO:0004061"
"AT4G34180","GO:0019441"
"AT2G38995","GO:0004144"
"AT2G38995","GO:0008374"
"AT2G38995","GO:0045017"
"AT5G41870","GO:0004650"
"AT5G41870","GO:0005975"
"AT4G15215","GO:0140359"
"AT4G15215","GO:0005524"
"AT4G15215","GO:0016020"
"AT4G15215","GO:0140359"
"AT4G15215","GO:0005524"
"AT4G15215","GO:0016020"
"AT4G15215","GO:0140359"
"AT4G15215","GO:0005524"
"AT4G15215","GO:0016020"
"AT4G15215","GO:0140359"
"AT4G15215","GO:0005524"
"AT4G15215","GO:0016020"
"AT2G30550","GO:0006629"
"AT2G43445","GO:0005515"
"AT5G13240","GO:0016480"
"AT5G06870","GO:0005515"
"AT3G58940","GO:0005515"
"AT3G58940","GO:0005515"
"AT5G16710","GO:0033355"
"AT5G16710","GO:0045174"
"AT5G16710","GO:0098869"
"AT5G16710","GO:0005515"
"AT5G16710","GO:0006749"
"AT3G25770","GO:0016853"
"AT3G24090","GO:0097367"
"AT3G24090","GO:1901135"
"AT2G19480","GO:0005634"
"AT2G19480","GO:0006334"
"AT1G11670","GO:0015297"
"AT1G11670","GO:0016020"
"AT1G11670","GO:0042910"
"AT1G11670","GO:0055085"
"AT1G11670","GO:1990961"
"AT3G20440","GO:0003824"
"AT3G20440","GO:0005975"
"AT3G20440","GO:0043169"
"AT3G20440","GO:0003844"
"AT3G20440","GO:0005978"
"AT4G18740","GO:0006353"
"AT5G45140","GO:0006351"
"AT5G45140","GO:0003677"
"AT5G45140","GO:0003899"
"AT5G45140","GO:0032549"
"AT1G23310","GO:0008483"
"AT1G23310","GO:0009058"
"AT1G23310","GO:0030170"
"AT1G21400","GO:0016624"
"AT1G54360","GO:0006352"
"AT1G54360","GO:0000124"
"AT1G54360","GO:0005669"
"AT1G54360","GO:0006367"
"AT1G54360","GO:0016251"
"AT1G54360","GO:0046695"
"AT5G39860","GO:0046983"
"AT5G39860","GO:0006355"
"AT5G39860","GO:0040008"
"AT2G01590","GO:0009535"
"AT2G01590","GO:0009773"
"AT2G01590","GO:0010598"
"AT5G51620","GO:0072546"
"AT5G04140","GO:0006537"
"AT5G04140","GO:0015930"
"AT5G04140","GO:0016638"
"AT5G04140","GO:0016491"
"AT5G04140","GO:0006807"
"AT4G23700","GO:0006812"
"AT4G23700","GO:0015299"
"AT4G23700","GO:0016021"
"AT4G23700","GO:0055085"
"AT4G23700","GO:0006812"
"AT4G23700","GO:0015299"
"AT4G23700","GO:0016021"
"AT4G23700","GO:0055085"
"AT3G45310","GO:0006508"
"AT3G45310","GO:0008234"
"AT1G80300","GO:0005471"
